Census year,Block ID,CLUE small area,Accommodation and Food Services,Administrative and Support Services,"Agriculture, Forestry and Fishing",Arts and Recreation Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Financial and Insurance Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Mining,Other Services,"Professional, Scientific and Technical Services",Public Administration and Safety,"Rental, Hiring and Real Estate Services",Retail Trade,"Transport, Postal and Warehousing",Wholesale Trade,Total jobs in block
2018,651,East Melbourne,339,0,0,,0,0,0,0,,0,0,0,30,0,0,0,0,0,0,423
2018,652,East Melbourne,,0,0,,0,,0,0,0,0,0,0,,0,3070,0,0,0,0,3141
2018,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2018,656,East Melbourne,57,120,0,335,,0,0,42,,0,0,,64,117,0,,0,0,,835
2018,657,East Melbourne,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2018,660,Melbourne (Remainder),577,,0,1131,0,0,0,0,,0,0,0,,,0,,,,0,1878
2018,662,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2018,710,Melbourne (Remainder),103,0,0,0,0,,0,0,,0,0,0,,,0,0,12,,0,166
2018,720,Melbourne (Remainder),59,,0,,,51,0,205,526,,54,0,24,645,,,69,0,283,2058
2018,730,Southbank,,,0,0,,0,0,0,0,,0,0,0,0,0,0,,,0,82
2018,732,Southbank,40,0,0,0,0,0,,0,0,0,0,0,,0,0,,,0,0,69
2018,735,Southbank,0,0,0,0,,,,0,0,0,0,0,,,0,,0,0,,54
2018,736,Southbank,,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,,0,110
2018,743,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018,744,Southbank,,0,0,0,,0,,0,0,0,,0,,84,0,0,0,,0,221
2018,745,Southbank,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,0,0,192
2018,747,Southbank,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,240
2018,748,Southbank,51,101,0,0,,,,,,,0,0,,453,0,,,,,1290
2018,750,Southbank,0,,0,0,0,0,0,,,0,0,0,0,,0,,0,0,0,36
2018,777,Port Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,46
2018,778,Port Melbourne,0,,0,0,19,,0,0,0,109,136,0,0,194,0,,,0,52,559
2018,781,Port Melbourne,21,72,0,,177,0,0,11,,,799,0,,264,,43,34,114,289,1896
2018,784,Port Melbourne,,12,0,0,154,0,0,,0,41,429,0,,97,,24,18,,185,1003
2018,785,Port Melbourne,,,0,0,,,0,0,0,0,,0,,,,0,,31,,186
2018,788,Port Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2018,802,Southbank,318,,,,,0,,667,,0,412,,440,1130,0,71,160,,,5208
2018,806,Southbank,531,0,0,,,,0,0,0,0,0,0,,0,0,0,91,0,0,773
2018,808,Southbank,26,,0,11,201,,,0,,0,0,0,0,387,0,165,54,,,936
2018,812,Southbank,131,274,0,0,53,,0,6,33,0,,0,56,484,0,,,0,,1140
2018,850,Melbourne (Remainder),0,0,0,22,0,0,,0,0,0,0,0,,0,0,0,0,0,0,22
2018,852,Melbourne (Remainder),120,,0,222,,0,,0,0,0,0,0,3,0,0,0,,0,0,351
2018,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,860,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,864,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,18
2018,865,South Yarra,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018,901,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,902,Parkville,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,904,Parkville,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,470
2018,909,Parkville,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,8
2018,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,913,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018,915,Parkville,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,37
2018,916,Parkville,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018,920,Parkville,73,0,0,0,0,0,0,,10282,0,0,0,6,,0,0,30,,0,11455
2018,930,Parkville,,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,1554
2018,1001,West Melbourne (Industrial),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2018,1013,West Melbourne (Industrial),0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,85,0,115
2006,609,East Melbourne,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2006,611,East Melbourne,0,0,0,,0,0,,0,,0,0,0,,,0,0,0,0,0,24
2006,614,East Melbourne,18,0,0,0,0,0,0,0,737,0,0,0,5,,0,0,,0,0,767
2006,644,East Melbourne,29,13,0,0,0,,0,,59,0,,0,162,810,712,0,0,,0,2406
2006,646,East Melbourne,,,0,101,0,52,0,,131,,0,0,14,176,0,0,0,0,,533
2006,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2006,657,East Melbourne,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2006,710,Melbourne (Remainder),151,,0,,0,,0,,,,0,0,12,,,0,22,0,0,335
2006,720,Melbourne (Remainder),,20,0,,,0,0,344,,,10,,12,262,0,,6,,83,980
2006,728,Southbank,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2006,731,Southbank,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,736,Southbank,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,139
2006,741,Southbank,38,,0,133,0,,,0,,,0,0,,,0,,19,0,0,298
2006,745,Southbank,0,0,0,,,0,0,0,0,0,0,0,9,0,0,0,0,0,0,21
2006,746,Southbank,,50,,,0,0,,,,547,,0,,320,,,,0,0,1385
2006,747,Southbank,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0,0,0,171
2006,752,Southbank,207,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516
2006,760,Melbourne (Remainder),34,139,,,,,0,1311,210,66,183,0,63,732,30,,28,52,30,2944
2006,774,Port Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,
2006,775,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,129,420
2006,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2006,779,Port Melbourne,0,0,0,0,,0,,0,0,0,289,0,0,0,0,0,,556,0,865
2006,780,Port Melbourne,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,
2006,782,Port Melbourne,0,0,0,0,0,0,,0,0,0,144,0,,,0,0,0,,,650
2006,786,Port Melbourne,,0,,1,0,0,0,,0,0,3346,0,,37,,0,,,,4376
2006,787,Port Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2006,789,Port Melbourne,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2006,791,Port Melbourne,0,,0,0,,,0,,0,,896,0,0,,0,0,,25,61,1138
2006,792,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,793,Port Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,
2006,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2006,801,Southbank,126,,0,,,0,0,124,0,439,,,11,404,,,17,,,2362
2006,803,Southbank,1155,,0,9261,0,0,0,0,0,,0,0,,0,0,0,226,0,0,10804
2006,806,Southbank,0,0,0,,0,0,,0,0,0,0,0,38,0,0,0,,0,0,40
2006,808,Southbank,37,90,0,,0,0,,0,0,,0,0,0,40,0,,32,,,436
2006,813,Southbank,0,,0,,0,,0,0,,0,0,0,,0,0,0,0,0,0,592
2006,849,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,852,Melbourne (Remainder),,0,0,273,0,0,,0,0,0,0,0,10,0,0,0,,0,0,356
2006,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,854,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,855,South Yarra,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,186
2006,857,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2006,865,South Yarra,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,903,Parkville,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,34
2006,905,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
2006,908,Parkville,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,33
2006,911,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,913,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,
2006,916,Parkville,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2006,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,919,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,920,Parkville,,,0,0,0,0,0,,4778,0,0,0,,,0,0,,,0,5518
2006,921,Parkville,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,287
2006,931,Parkville,145,0,0,386,0,0,0,0,3989,,0,0,28,0,0,0,24,,0,4572
2006,1004,West Melbourne (Industrial),0,0,0,,0,0,,0,0,0,0,0,0,0,0,,,616,0,628
2006,1007,West Melbourne (Industrial),0,0,,0,0,0,,0,0,0,0,0,,0,,,,713,,895
2006,1012,North Melbourne,0,0,0,0,,0,0,0,0,,140,0,,,0,,,87,0,341
2006,1016,Kensington,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2006,1102,Docklands,,,0,0,0,,0,0,0,,0,0,,,0,0,0,0,,197
2006,1103,Docklands,641,,,951,,0,0,,0,,,0,4,39,0,,10,0,0,2688
2006,1106,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1107,Docklands,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,32
2005,2,Melbourne (CBD),0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,157
2005,6,Melbourne (CBD),587,,0,264,,0,0,0,0,,0,0,,,,12,20,,0,1428
2005,14,Melbourne (CBD),421,202,0,,,377,0,87,44,123,,191,74,386,51,39,59,,0,2102
2005,16,Melbourne (CBD),137,115,0,260,,,0,,,,,,84,141,0,,80,0,,997
2005,22,Melbourne (CBD),358,178,0,,27,0,59,1567,0,1218,17,0,65,2743,,85,26,361,,6769
2005,25,Melbourne (CBD),224,183,0,5,0,171,0,677,90,66,39,0,120,164,,,322,,103,2423
2005,27,Melbourne (CBD),723,65,0,0,33,0,,1547,39,,,0,127,2496,,,147,0,,5320
2005,33,Melbourne (CBD),269,352,0,,20,25,,642,40,18,0,0,117,919,,77,51,38,22,2625
2005,38,Melbourne (CBD),232,54,0,0,,110,0,896,410,42,55,0,142,331,57,,41,,,2463
2005,42,Melbourne (CBD),159,196,0,,,,0,1537,14,40,,,40,1208,316,,33,33,,3748
2005,43,Melbourne (CBD),43,315,,0,140,0,0,903,0,159,,45,521,2146,153,,,,,4535
2005,47,Melbourne (CBD),132,,0,0,0,,0,0,11,0,,0,168,24,0,0,97,,0,452
2005,53,Melbourne (CBD),193,195,,,20,122,,2171,46,33,,0,68,855,438,10,13,0,54,4243
2005,55,Melbourne (CBD),381,,0,0,0,0,0,0,15,0,0,0,13,8,0,,2137,0,0,2567
2005,64,Melbourne (CBD),212,119,0,,31,225,,72,,,18,0,26,764,0,,308,,,1823
2005,67,Melbourne (CBD),337,25,0,86,0,,0,0,28,20,0,0,27,82,,,46,,0,681
2005,68,Melbourne (CBD),130,,0,,0,,0,908,,0,0,0,,557,,0,9,0,0,2442
2005,82,Melbourne (CBD),57,268,0,0,0,37,,1674,0,81,0,0,,632,958,11,12,,,3790
2005,85,Melbourne (CBD),916,26,0,,0,,,169,56,1355,,,152,1930,1001,,1442,,,8120
2005,86,Melbourne (CBD),,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,398
2005,96,Melbourne (CBD),54,,0,22,0,1749,0,,0,0,0,0,,,0,0,31,0,0,2193
2005,98,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,
2005,103,Melbourne (CBD),100,0,0,0,,,,0,0,,0,0,0,51,0,,44,0,0,382
2005,104,Melbourne (CBD),81,32,0,0,0,,,0,,,,0,10,43,0,25,34,0,0,411
2005,107,Melbourne (CBD),,0,0,,0,0,0,0,0,0,0,0,22,0,,0,,0,0,38
2005,111,West Melbourne (Residential),,,0,0,,0,0,,,0,44,0,6,,,0,,0,14,203
2005,115,Melbourne (CBD),97,,0,,0,,0,,0,144,0,0,,168,0,,85,566,0,1582
2005,125,Melbourne (CBD),,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,190
2005,202,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,205,Carlton,,0,0,0,0,,0,,3174,0,0,0,0,0,0,0,,0,,3245
2005,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2005,211,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2005,213,Carlton,0,0,0,,0,,,0,,0,0,0,,0,,0,0,0,0,85
2005,217,Carlton,189,,0,,,0,0,0,32,,0,0,35,28,0,,341,0,0,738
2005,218,Carlton,211,,0,,,,0,50,87,0,21,0,36,109,0,0,44,,,624
2005,221,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,222,Carlton,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,0,0,89
2005,226,Carlton,30,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,36
2005,229,Carlton,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2005,233,Carlton,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2005,234,Carlton,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,7,0,,22
2005,236,Carlton,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,
2005,237,Carlton,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2005,238,Carlton,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2005,240,Carlton,,0,0,0,0,505,,0,,0,0,0,0,,0,0,0,0,,530
2005,244,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,254,Carlton,56,,0,0,,0,0,,0,,0,0,87,28,62,0,,,0,315
2005,255,Carlton,24,,0,0,,0,0,112,66,0,,0,57,110,0,,25,0,,528
2005,256,Carlton,4,,0,0,0,,0,,0,0,,0,0,1573,,0,,0,0,1755
2005,266,Carlton,34,0,0,0,0,529,0,0,0,0,0,0,10,,0,,,0,0,597
2005,271,Parkville,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
2005,273,Carlton,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17
2005,274,Carlton,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2005,303,North Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,308,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2005,312,North Melbourne,,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,41
2005,317,North Melbourne,0,0,0,0,,0,,0,0,0,0,0,20,0,0,,0,0,0,24
2005,322,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,61
2005,323,North Melbourne,0,,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,118
2005,325,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,326,North Melbourne,15,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,26
2005,329,North Melbourne,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,117
2005,330,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2005,331,North Melbourne,,0,0,0,,0,0,0,0,,,0,41,0,0,,,0,,97
2005,337,North Melbourne,0,0,0,0,,0,,,0,,0,0,0,,0,0,,20,61,139
2005,340,North Melbourne,5,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,23
2005,341,North Melbourne,,0,0,,0,0,0,0,0,0,,0,,0,,0,0,0,,75
2005,348,North Melbourne,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,2
2005,350,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,354,North Melbourne,53,,0,64,0,0,0,,,,0,0,27,28,,20,107,73,0,527
2005,360,North Melbourne,35,0,0,0,0,,0,0,0,,0,0,0,,0,,7,0,17,100
2005,363,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,188
2005,364,North Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,63
2005,365,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,8,0,0,57
2005,366,North Melbourne,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,56
2005,369,North Melbourne,,,0,0,0,0,0,0,,14,,0,10,,0,,11,,,90
2005,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,373,North Melbourne,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2005,376,North Melbourne,,,0,25,0,,,0,116,11,,0,10,3,0,0,,,0,231
2005,380,North Melbourne,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,406,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2005,409,West Melbourne (Residential),,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,,0,59
2005,412,West Melbourne (Residential),0,0,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,77
2005,414,West Melbourne (Residential),0,0,0,0,0,0,0,,0,22,,0,,,,,0,,,110
2005,418,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,,0,,0,,,11,,0,50
2005,419,West Melbourne (Residential),,,0,0,0,0,,0,20,11,12,0,,,0,0,,0,,119
2005,420,West Melbourne (Residential),,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,,83
2005,421,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,427,West Melbourne (Residential),,0,0,0,,0,0,0,0,,,0,20,,0,0,43,,,141
2005,428,West Melbourne (Residential),,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,36
2005,429,West Melbourne (Residential),0,0,0,,,,0,,0,0,0,0,,35,0,0,,0,7,104
2005,431,West Melbourne (Residential),,,0,0,0,0,,0,0,0,26,0,98,24,0,,,24,21,219
2005,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2005,505,Kensington,,0,0,0,0,0,0,0,0,0,,0,23,,0,0,,,,113
2005,506,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,2
2005,508,Kensington,0,0,0,0,,0,0,0,0,0,101,0,0,,0,0,0,,54,160
2005,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,512,Kensington,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,,0,,99
2005,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,524,Kensington,,,0,,0,0,0,,23,0,0,0,,0,0,,0,,0,83
2005,528,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,529,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,531,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,538,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,540,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,547,Kensington,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2005,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,550,Kensington,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,558,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,562,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,3
2005,564,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,568,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,571,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,601,East Melbourne,,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,84
2005,603,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8
2005,609,East Melbourne,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2005,610,East Melbourne,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2005,611,East Melbourne,0,0,0,,0,0,,0,,0,0,0,,,0,0,0,0,0,24
2005,618,East Melbourne,318,0,0,0,0,,0,,0,0,0,0,0,,0,0,,0,,616
2005,642,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,234
2005,643,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,650,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2005,652,East Melbourne,,0,0,,0,,0,0,0,0,0,0,0,0,2701,0,0,0,0,2940
2005,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,656,East Melbourne,76,,0,154,,0,0,54,34,0,,0,64,156,,,,0,,638
2005,658,East Melbourne,,,0,1245,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2552
2005,728,Southbank,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2005,730,Southbank,0,0,0,0,,0,0,0,0,0,,0,0,,0,,,0,0,66
2005,738,Southbank,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,0,909
2005,745,Southbank,0,0,0,4,,0,0,0,0,0,0,0,,0,0,0,,,0,151
2005,750,Southbank,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2005,760,Melbourne (Remainder),70,95,,,39,,0,1181,199,72,218,0,98,691,,24,18,66,62,2995
2005,773,Docklands,33,,0,,0,0,0,0,0,0,0,0,13,14,0,,10,13,0,133
2005,777,Port Melbourne,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,,,57
2005,778,Port Melbourne,0,223,0,0,,0,0,0,0,0,148,0,0,57,0,,,,174,1022
2005,779,Port Melbourne,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,,0,380
2005,780,Port Melbourne,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,
2005,781,Port Melbourne,,26,0,,19,0,0,,0,,303,0,,337,0,,22,,475,1302
2005,783,Docklands,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,
2005,790,Port Melbourne,0,0,0,0,0,0,,0,0,0,472,0,0,0,0,0,,,,740
2005,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,802,Southbank,,0,0,0,,0,0,,0,0,0,0,0,66,0,0,98,0,,328
2005,803,Southbank,900,0,0,8510,0,0,0,0,0,,0,0,,0,0,0,263,0,0,9805
2005,810,Southbank,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,427
2005,811,Southbank,,,0,,0,,,,0,0,,0,0,0,0,0,,0,,517
2005,812,Southbank,57,36,0,,,,0,,,168,0,,41,203,0,,,0,,773
2005,850,Melbourne (Remainder),0,0,0,13,0,0,,0,0,0,0,0,,0,0,0,0,0,0,13
2005,852,Melbourne (Remainder),,0,0,69,0,0,,0,0,0,0,0,12,0,0,0,,0,0,132
2005,860,South Yarra,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,861,South Yarra,91,0,0,0,0,34,,0,,0,0,0,,,0,0,37,0,0,177
2005,864,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,23
2005,867,South Yarra,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,54
2005,870,Melbourne (Remainder),,0,0,0,0,0,0,0,4926,0,0,0,,,0,0,29,0,0,5273
2005,871,Melbourne (Remainder),0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,579
2005,905,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
2005,906,Parkville,,,,0,0,72,0,,,0,,0,83,193,,0,0,0,,483
2005,911,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,919,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,921,Parkville,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,287
2005,922,Parkville,,0,0,,0,0,,0,,0,0,0,22,0,0,0,0,0,0,26
2005,925,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
