Education_Sector,Entity_Type,SCHOOL_NO,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Government,1,1002,Sunbury Primary School,Primary,O,41 The Heights,,Sunbury,VIC,3429,P O Box 212,,SUNBURY,VIC,3429,03 9744 9744,327,Hume (C),144.728144,-37.597687
Government,1,1003,Diamond Creek Primary School,Primary,O,17 Clyde Street,,Diamond Creek,VIC,3089,17 Clyde Street,,DIAMOND CREEK,VIC,3089,03 9438 1108,571,Nillumbik (S),145.1516539,-37.67184929
Government,1,1004,Hesket Primary School,Primary,O,800 Romsey Road,,Hesket,VIC,3442,P O Box 654,,Woodend,VIC,3442,03 5427 0330,413,Macedon Ranges (S),144.6197775,-37.34780909
Government,1,1008,Axedale Primary School,Primary,O,81 High Street,,Axedale,VIC,3551,81 High Street,,AXEDALE,VIC,3551,03 5439 7232,262,Greater Bendigo (C),144.50146,-36.786228
Government,1,1022,Vermont Primary School,Primary,O,4-10 Nurlendi Road,,Vermont,VIC,3133,PO BOX 53,,VERMONT,VIC,3133,03 9874 2511,698,Whitehorse (C),145.194296,-37.837359
Government,1,1023,Tarnagulla Primary School,Primary,O,51 Stanley Street,,Tarnagulla,VIC,3551,51 Stanley Street,,TARNAGULLA,VIC,3551,03 5438 7355,394,Loddon (S),143.828403,-36.771263
Government,1,1026,Balwyn Primary School,Primary,O,86B Balwyn Road,,Balwyn,VIC,3103,86B Balwyn Road,,BALWYN,VIC,3103,03 9836 7121,111,Boroondara (C),145.081378,-37.813938
Government,1,1028,Scoresby Primary School,Primary,O,11 Ingrid Street,,Scoresby,VIC,3179,11 Ingrid Street,,SCORESBY,VIC,3179,03 9763 7484,367,Knox (C),145.227501,-37.89395
Government,1,1030,Carisbrook Primary School,Primary,O,2  Camp Street,,Carisbrook,VIC,3464,2 Camp Street,,CARISBROOK,VIC,3464,03 5464 2444,167,Central Goldfields (S),143.812657,-37.052061
Government,1,1033,Wandin Yallock Primary School,Primary,O,105 Beenak Road,,Wandin North,VIC,3139,105 Beenak Road,,WANDIN NORTH,VIC,3139,03 5964 4276,745,Yarra Ranges (S),145.43595,-37.790251
Government,1,1034,Yering Primary School,Primary,O,22-24 Melba Highway,,Yering,VIC,3770,P O Box 139,,Coldstream,VIC,3770,03 9739 1451,745,Yarra Ranges (S),145.3822185,-37.7053494
Government,1,1035,Dartmoor Primary School,Primary,O,76 Greenham Street,,Dartmoor,VIC,3304,P O Box 35,,DARTMOOR,VIC,3304,03 5528 1382,241,Glenelg (S),141.276732,-37.923017
Government,1,1051,Mickleham Primary School,Primary,O,1880 Mickleham Road,,Mickleham,VIC,3064,1880 Mickleham Road,,MICKLEHAM,VIC,3064,03 9745 2250,327,Hume (C),144.876546,-37.563495
Government,1,1052,Inglewood Primary School,Primary,O,77 Sullivan Street,,Inglewood,VIC,3517,77 Sullivan Street,,INGLEWOOD,VIC,3517,03 5438 3303,394,Loddon (S),143.870446,-36.573945
Government,1,1054,Chewton Primary School,Primary,O,1 Hunter Street,,Chewton,VIC,3451,1 Hunter Street,,CHEWTON,VIC,3451,03 5472 2557,543,Mount Alexander (S),144.261164,-37.082327
Government,1,1070,Bolinda Primary School,Primary,O,1 Mullalys Road,,Bolinda,VIC,3432,1 Mullalys Road,,BOLINDA,VIC,3432,03 5428 5317,413,Macedon Ranges (S),144.7454039,-37.43373498
Government,1,1072,Napoleons Primary School,Primary,O,4721 Colac-Ballarat Road,,Napoleons,VIC,3352,4721 Colac-Ballarat Road,,NAPOLEONS,VIC,3352,03 5342 0414,249,Golden Plains (S),143.826459,-37.67862938
Government,1,1075,Kew Primary School,Primary,O,Peel Street,,Kew,VIC,3101,Peel Street,,KEW,VIC,3101,03 9853 8325,111,Boroondara (C),145.033386,-37.803639
Government,1,1076,Haddon Primary School,Primary,O,398 Sago Hill Road,,Haddon,VIC,3351,398 Sago Hill Road,,HADDON,VIC,3351,03 4344 4139,249,Golden Plains (S),143.7217144,-37.58863962
Government,1,1079,Panmure Primary School,Primary,O,8759 Princes Highway,,Panmure,VIC,3265,C/o Post Office Panmure,,PANMURE,VIC,3265,03 5567 6264,549,Moyne (S),142.732528,-38.32935021
Government,1,1090,Sorrento Primary School,Primary,O,32 Kerferd Avenue,,Sorrento,VIC,3943,P O Box 121,,SORRENTO,VIC,3943,03 5984 2130,534,Mornington Peninsula (S),144.740685,-38.341482
Government,1,1091,Alfredton Primary School,Primary,O,89a Cuthberts Road,,Alfredton,VIC,3350,89a Cuthberts Road,,ALFREDTON,VIC,3350,03 5334 1572,57,Ballarat (C),143.802104,-37.554797
Government,1,1097,Bridgewater Primary School,Primary,O,34 - 44 Eldon Street,,Bridgewater On Loddon,VIC,3516,PO BOX 62,,BRIDGEWATER,VIC,3516,03 5437 3081,394,Loddon (S),143.945917,-36.603101
Government,1,1098,Hastings Primary School,Primary,O,10 - 20 Hodgins Road,,Hastings,VIC,3915,10 - 20 Hodgins Road,,HASTINGS,VIC,3915,03 5979 1517,534,Mornington Peninsula (S),145.189474,-38.299696
Government,1,1103,Yackandandah Primary School,Primary,O,39 High Street,,Yackandandah,VIC,3749,39 High Street,,YACKANDANDAH,VIC,3749,02 6027 1431,335,Indigo (S),146.836458,-36.312095
Government,1,1104,Nagambie Primary School,Primary,O,31 Goulburn Street,,Nagambie,VIC,3608,31 Goulburn Street,,NAGAMBIE,VIC,3608,03 5794 2273,643,Strathbogie (S),145.157226,-36.787589
Government,1,1108,Heyfield Primary School,Primary,O,22 Temple Street,,Heyfield,VIC,3858,P O Box 172,,HEYFIELD,VIC,3858,03 5148 2666,681,Wellington (S),146.784936,-37.982114
Government,1,1111,Moorabbin Primary School,Primary,O,61 Worthing Road,,Moorabbin,VIC,3189,61 Worthing Road,,MOORABBIN,VIC,3189,03 9555 1101,343,Kingston (C),145.039587,-37.94202
Government,1,1112,Mansfield Primary School,Primary,O,4 Apollo Street,,Mansfield,VIC,3722,P O Box 401,,MANSFIELD,VIC,3724,03 5775 2325,425,Mansfield (S),146.084825,-37.055591
Government,1,1115,Middle Indigo Primary School,Primary,O,710 Indigo Creek Road,,Indigo Valley,VIC,3688,710 Indigo Creek Rd,,Indigo Valley,VIC,3688,02 6026 9235,335,Indigo (S),146.72484,-36.156013
Government,1,1117,Briagolong Primary School,Primary,O,2 Church Street,,Briagolong,VIC,3860,2 Church Street,,BRIAGOLONG,VIC,3860,03 5145 5260,681,Wellington (S),147.067843,-37.842801
Government,1,1120,Lindenow Primary School,Primary,O,140 Henry Street,,Lindenow,VIC,3865,140 HENRY STREET,,LINDENOW,VIC,3865,03 5157 1340,211,East Gippsland (S),147.453266,-37.800879
Government,1,1125,Broadford Primary School,Primary,O,17-23 Powlett Street,,Broadford,VIC,3658,P O Box 109,,BROADFORD,VIC,3658,03 5784 1221,485,Mitchell (S),145.046301,-37.20257
Government,1,1126,Murchison Primary School,Primary,O,8 - 10 Impey Street,,Murchison,VIC,3610,P O Box 85,,MURCHISON,VIC,3610,03 5826 2391,283,Greater Shepparton (C),145.214287,-36.61718
Government,1,1134,Panton Hill Primary School,Primary,O,585 Kangaroo Grd-St Andrews Rd,,Panton Hill,VIC,3759,585 Kangaroo Grd-St Andrews Rd,,PANTON HILL,VIC,3759,03 9719 7202,571,Nillumbik (S),145.2395564,-37.64160566
Government,1,1135,Glen Park Primary School,Primary,O,265 Ralstons Road,,Glen Park,VIC,3352,265 Ralstons Road,,GLEN PARK,VIC,3352,03 5334 5360,515,Moorabool (S),143.934795,-37.524779
Government,1,1136,Concongella Primary School,Primary,O,61 Concongella School Road,,CONCONGELLA,VIC,3384,61 Concongella School Road,,CONCONGELLA,VIC,3384,03 5358 1811,581,Northern Grampians (S),142.822316,-37.049558
Government,1,1141,Bruthen Primary School,Primary,O,31 Great Alpine Road,,Bruthen,VIC,3885,PO Box 101,,BRUTHEN,VIC,3885,03 5157 5445,211,East Gippsland (S),147.833492,-37.704214
Government,1,1142,Swan Hill Primary School,Primary,O,123 Gray Street,,Swan Hill,VIC,3585,P O Box 798,,SWAN HILL,VIC,3585,03 5032 1336,661,Swan Hill (RC),143.54325,-35.346911
Government,1,1144,Porepunkah Primary School,Primary,O,2 Martley Street,,Porepunkah,VIC,3740,2 Martley Street,,POREPUNKAH,VIC,3740,03 5756 2253,11,Alpine (S),146.911022,-36.699486
Government,1,1146,Leopold Primary School,Primary,O,1 Kensington Road,,Leopold,VIC,3224,P O Box 42,,LEOPOLD,VIC,3224,03 5250 1233,275,Greater Geelong (C),144.464367,-38.187261
Government,1,1147,Inverleigh Primary School,Primary,O,54 High Street,,Inverleigh,VIC,3321,54 High St,,INVERLEIGH,VIC,3321,03 5265 1340,249,Golden Plains (S),144.0546877,-38.10094228
Government,1,1148,Glen Iris Primary School,Primary,O,170 Glen Iris Road,,Glen Iris,VIC,3146,170 Glen Iris Road,,GLEN IRIS,VIC,3146,03 9885 3624,111,Boroondara (C),145.065894,-37.860483
Government,1,1150,Trawalla Primary School,Primary,O,11 Trawalla Road,,Trawalla,VIC,3373,11 Trawalla Road,,TRAWALLA,VIC,3373,03 5349 2047,599,Pyrenees (S),143.469859,-37.437731
Government,1,1165,Quarry Hill Primary School,Primary,O,25 Peel Street,,Quarry Hill,VIC,3550,P O Box 2118,,BENDIGO DC,VIC,3554,03 5443 3537,262,Greater Bendigo (C),144.279976,-36.775117
Government,1,1167,Sebastopol Primary School,Primary,O,9 Warreen Street,,Sebastopol,VIC,3356,P O Box 246,,SEBASTOPOL,VIC,3356,03 5335 8157,57,Ballarat (C),143.844719,-37.59643401
Government,1,1176,Woodside Primary School,Primary,O,39-41 Prince St,,Woodside,VIC,3874,39-41 Prince St,,WOODSIDE,VIC,3874,03 5187 1272,681,Wellington (S),146.876739,-38.526332
Government,1,1178,Noorat Primary School,Primary,O,MacKinnon's Bridge Road,,Noorat,VIC,3265,MacKinnon's Bridge Road,,NOORAT,VIC,3265,03 5592 5282,183,Corangamite (S),142.928735,-38.190751
Government,1,1181,Albert Park Primary School,Primary,O,Bridport Street,,Albert Park,VIC,3206,Bridport Street,,ALBERT PARK,VIC,3206,03 9699 9090,590,Port Phillip (C),144.952766,-37.841884
Government,1,1183,Williamstown Primary School,Primary,O,Cnr. Electra & Parker Street,,Williamstown,VIC,3016,Cecil Street,,WILLIAMSTOWN,VIC,3016,03 9397 1248,311,Hobsons Bay (C),144.900409,-37.863798
Government,1,1184,Boneo Primary School,Primary,O,582 Boneo Road,,Boneo,VIC,3939,P O Box 300,,RYE,VIC,3941,03 5988 6253,534,Mornington Peninsula (S),144.887285,-38.41187
Government,1,1190,Queenscliff Primary School,Primary,O,Cnr Stokes & Stevens Street,,Queenscliff,VIC,3225,P O Box 91,,QUEENSCLIFF,VIC,3225,03 5258 1696,608,Queenscliffe (B),144.656211,-38.267224
Government,1,1194,Portland North Primary School,Primary,O,42 School Road,,Portland North,VIC,3305,42 School Road,,PORTLAND NORTH,VIC,3305,03 5523 1482,241,Glenelg (S),141.572331,-38.317639
Government,1,1207,Timor Primary School,Primary,O,395 Bet Bet Creek Road,,Timor,VIC,3465,395 Bet Bet Creek Road,,TIMOR,VIC,3465,03 5461 2595,167,Central Goldfields (S),143.711987,-36.984224
Government,1,1208,Apsley Primary School,Primary,O,46 Laidlaw Street,,Apsley,VIC,3319,P O Box 68,,APSLEY,VIC,3319,03 5586 1231,689,West Wimmera (S),141.082487,-36.973706
Government,1,1211,Strathfieldsaye Primary School,Primary,O,9 Uxbridge Street,,Strathfieldsaye,VIC,3551,9 Uxbridge Street,,STRATHFIELDSAYE,VIC,3551,03 5439 5207,262,Greater Bendigo (C),144.352908,-36.804355
Government,1,1222,Skye Primary School,Primary,O,395 Ballarto Road,,Skye,VIC,3977,P O Box 8634,,Carrum Downs,VIC,3201,03 9786 1555,217,Frankston (C),145.201245,-38.117707
Government,1,1225,Tooborac Primary School,Primary,O,5185 Northern Highway,,Tooborac,VIC,3522,5185 Northern Highway,,TOOBORAC,VIC,3522,03 5433 5225,485,Mitchell (S),144.798145,-37.039779
Government,1,1231,Lucknow Primary School,Primary,O,35 Howitt Avenue,,Eastwood,VIC,3875,P O Box 891,,Bairnsdale,VIC,3875,03 5152 4662,211,East Gippsland (S),147.630748,-37.812667
Government,1,1244,Upper Plenty Primary School,Primary,O,10 Clarkes Road,,Upper Plenty,VIC,3756,P O Box 496,,Wallan,VIC,3756,03 5783 1358,485,Mitchell (S),145.057874,-37.423711
Government,1,1252,Carlton North Primary School,Primary,O,60 Lee Street,,Carlton North,VIC,3054,60 LEE STREET,,CARLTON NORTH,VIC,3054,03 9347 4822,735,Yarra (C),144.973028,-37.791064
Government,1,1254,Maldon Primary School,Primary,O,109 High Street,,Maldon,VIC,3463,109 High Street,,MALDON,VIC,3463,03 5475 1484,543,Mount Alexander (S),144.065814,-36.995039
Government,1,1259,Woori Yallock Primary School,Primary,O,1360 Healesville Road,,Woori Yallock,VIC,3139,1360 Healesville Road,,WOORI YALLOCK,VIC,3139,03 5964 7258,745,Yarra Ranges (S),145.5326881,-37.77737209
Government,1,1263,Moyston Primary School,Primary,O,1349 Ararat-Halls Gap Road,,Moyston,VIC,3377,1349 Ararat-Halls Gap Road,,Moyston,VIC,3377,03 5354 2537,26,Ararat (RC),142.76785,-37.301664
Government,1,1270,Buninyong Primary School,Primary,O,202 Simpson Street,,Buninyong,VIC,3357,202 Simpson Street,,BUNINYONG,VIC,3357,03 5341 3560,57,Ballarat (C),143.886252,-37.654229
Government,1,1273,Marysville Primary School,Primary,O,15 Falls Road,,Marysville,VIC,3779,15 Falls Road,,MARYSVILLE,VIC,3779,03 5963 3256,562,Murrindindi (S),145.748939,-37.511982
Government,1,1275,Langley Primary School,Primary,O,Crn Kyneton/Heathcote & Parsells Rd,,Langley,VIC,3444,RSD 38 Redesdale Road,,LANGLEY,VIC,3444,03 5423 4125,543,Mount Alexander (S),144.489657,-37.17118
Government,1,1277,Wandong Primary School,Primary,O,39-51 Rail Street,,Wandong,VIC,3758,P O Box 402,,WANDONG,VIC,3758,03 5787 1232,485,Mitchell (S),145.027861,-37.360304
Government,1,1282,Cowes Primary School,Primary,O,177 Settlement Road,,Cowes,VIC,3922,P O Box 44,,COWES,VIC,3922,03 5952 2132,74,Bass Coast (S),145.241315,-38.456278
Government,1,1288,Bullarto Primary School,Primary,O,131 Bullarto South Road,,Bullarto,VIC,3461,131 Bullarto South Road,,BULLARTO,VIC,3461,03 5348 5559,291,Hepburn (S),144.218221,-37.405379
Government,1,1293,Lismore Primary School,Primary,O,77 William Street,,Lismore,VIC,3324,P O Box 20,,LISMORE,VIC,3324,03 5596 2121,183,Corangamite (S),143.3392983,-37.95459656
Government,1,1295,Lower Plenty Primary School,Primary,O,126-146 Main Road,,Lower Plenty,VIC,3093,P O BOX 9,,LOWER PLENTY,VIC,3093,03 9435 2585,66,Banyule (C),145.115498,-37.726172
Government,1,1316,Specimen Hill Primary School,Primary,O,Inglewood Street,,Golden Square,VIC,3555,Inglewood Street,,GOLDEN SQUARE,VIC,3555,03 5443 5353,262,Greater Bendigo (C),144.248335,-36.761874
Government,1,1324,Bolwarra Primary School,Primary,O,249 Princes Highway,,Bolwarra,VIC,3305,249 Princes Highway,,BOLWARRA,VIC,3305,03 5529 2374,241,Glenelg (S),141.613797,-38.281613
Government,1,1330,Navarre Primary School,Primary,O,High Street,,Navarre,VIC,3384,High Street,,NAVARRE,VIC,3384,03 5357 4256,581,Northern Grampians (S),143.111337,-36.900737
Government,1,1334,Warracknabeal Primary School,Primary,O,5 Werrigar Street,,Warracknabeal,VIC,3393,P O Box 365,,WARRACKNABEAL,VIC,3393,03 5398 1194,763,Yarriambiack (S),142.391263,-36.257875
Government,1,1335,Moyhu Primary School,Primary,O,2799 Wangaratta-Whitfield Road,,Moyhu,VIC,3732,2799 Wangaratta-Whitfield Road,,MOYHU,VIC,3732,03 5727 9298,670,Wangaratta (RC),146.383087,-36.593173
Government,1,1347,Natte Yallock Primary School,Primary,O,10 School Road,,Natte Yallock,VIC,3465,10 School Road,,NATTE YALLOCK,VIC,3465,03 5462 2386,599,Pyrenees (S),143.468003,-36.942129
Government,1,1360,Clifton Hill Primary School,Primary,O,185 Gold St,,Clifton Hill,VIC,3068,P O Box 468,,CLIFTON HILL,VIC,3068,03 9489 8333,735,Yarra (C),144.989245,-37.792308
Government,1,1362,Christmas Hills Primary School,Primary,O,1409 Eltham-yarra Glen Road,,Christmas Hills,VIC,3775,1409 Eltham - Yarra Glen  Road,,CHRISTMAS HILLS,VIC,3775,03 9730 1238,571,Nillumbik (S),145.304199,-37.653515
Government,1,1365,Tallangatta Primary School,Primary,O,1 Wonga Grove,,Tallangatta,VIC,3700,P O Box 83,,TALLANGATTA,VIC,3700,02 6071 2590,667,Towong (S),147.1741969,-36.21479715
Government,1,1366,Kialla Central Primary School,Primary,O,128 Central Kialla Road,,Kialla,VIC,3631,128 Central Kialla Road,,KIALLA,VIC,3631,03 5827 1373,283,Greater Shepparton (C),145.431154,-36.452703
Government,1,1368,Mount Eliza Primary School,Primary,O,Wooralla Drive,,Mount Eliza,VIC,3930,P O Box 305,,MOUNT ELIZA,VIC,3930,03 9787 1385,534,Mornington Peninsula (S),145.092187,-38.195387
Government,1,1369,San Remo Primary School,Primary,O,22 Bergin Grove,,San Remo,VIC,3925,22 Bergin Grove,,San Remo,VIC,3925,03 5678 5354,74,Bass Coast (S),145.369453,-38.523852
Government,1,1372,Dimboola Primary School,Primary,O,Hindmarsh Street,,Dimboola,VIC,3414,P O Box 241,,DIMBOOLA,VIC,3414,03 5389 1270,298,Hindmarsh (S),142.030403,-36.453364
Government,1,1373,Whorouly Primary School,Primary,O,18 Church Street,,Whorouly,VIC,3735,18 Church Street,,WHOROULY,VIC,3735,03 5727 1363,670,Wangaratta (RC),146.586653,-36.505442
Government,1,1379,Merrijig Primary School,Primary,O,1820 Mount Buller Road,,Merrijig,VIC,3723,1820 Mt. Buller Road,,Merrijig,VIC,3723,03 5777 5559,425,Mansfield (S),146.25688,-37.102798
Government,1,1386,Lethbridge Primary School,Primary,O,2 Stephenson Street,,Lethbridge,VIC,3332,2 Stephenson Street,,LETHBRIDGE,VIC,3332,03 5281 7214,249,Golden Plains (S),144.134564,-37.969062
Government,1,1399,Oxley Primary School,Primary,O,1050 Wangaratta-Whitfield Road,,Oxley,VIC,3678,1050 Wangaratta Whitfield Road,,Oxley,VIC,3678,03 5727 3312,670,Wangaratta (RC),146.360637,-36.441561
Government,1,1401,Northcote Primary School,Primary,O,33 Helen Street,,Northcote,VIC,3070,P O Box 210,,NORTHCOTE,VIC,3070,03 9481 0009,189,Darebin (C),144.99688,-37.771758
Government,1,1402,North Melbourne Primary School,Primary,O,210 Errol Street,,North Melbourne,VIC,3051,210 Errol St,,NORTH MELBOURNE,VIC,3051,03 9329 6902,460,Melbourne (C),144.950637,-37.798733
Government,1,1403,Dandenong Primary School,Primary,O,174-182 Foster Street,,Dandenong,VIC,3175,174-182 Foster Street,,DANDENONG,VIC,3175,03 9792 2743,267,Greater Dandenong (C),145.219821,-37.987917
Government,1,1408,Malmsbury Primary School,Primary,O,28 Cameron Street,,Malmsbury,VIC,3446,28 Cameron Street,,MALMSBURY,VIC,3446,03 5423 2284,413,Macedon Ranges (S),144.3869427,-37.187315
Government,1,1409,Williamstown North Primary School,Primary,O,133 Melbourne Road,,Williamstown,VIC,3016,133 MELBOURNE RD,,WILLIAMSTOWN NORTH,VIC,3016,03 9397 5722,311,Hobsons Bay (C),144.891757,-37.855902
Government,1,1410,Kerang Primary School,Primary,O,75 - 79 Victoria Street,,Kerang,VIC,3579,P O Box 19,,KERANG,VIC,3579,03 5450 3181,225,Gannawarra (S),143.921138,-35.731693
Government,1,1417,Drouin West Primary School,Primary,O,535 Main Neerim Road,,Drouin West,VIC,3818,P O Box 176,,DROUIN,VIC,3818,03 5625 1971,83,Baw Baw (S),145.871719,-38.087115
Government,1,1420,Meredith Primary School,Primary,O,5 Wallace Street,,Meredith,VIC,3333,5 Wallace Street,,MEREDITH,VIC,3333,03 5286 1313,249,Golden Plains (S),144.0778091,-37.84271017
Government,1,1422,Edi Upper Primary School,Primary,O,832 Edi-Cheshunt Road,,Edi Upper,VIC,3678,832 Edi Cheshunt Road,,EDI UPPER,VIC,3678,03 5729 3560,670,Wangaratta (RC),146.448811,-36.706471
Government,1,1428,Eaglehawk North Primary School,Primary,O,1-9 Bendigo-Pyramid Road,,Eaglehawk,VIC,3556,P O Box 11,,EAGLEHAWK,VIC,3556,03 5446 8366,262,Greater Bendigo (C),144.237269,-36.707066
Government,1,1432,Mooroopna Primary School,Primary,O,16-18 O'Brien Street,,Mooroopna,VIC,3629,P O Box 279,,MOOROOPNA,VIC,3629,03 5825 2060,283,Greater Shepparton (C),145.360292,-36.391363
Government,1,1434,Cairnlea Park Primary School,Primary,O,49 Carmody Drive,,Cairnlea,VIC,3023,49 Carmody Drive,,CAIRNLEA,VIC,3023,03 9363 1187,118,Brimbank (C),144.787998,-37.758855
Government,1,1435,Ballan Primary School,Primary,O,8-14 Duncan Street,,Ballan,VIC,3342,8-14 DUNCAN STREET,,BALLAN,VIC,3342,03 5368 1072,515,Moorabool (S),144.2311016,-37.60168009
Government,1,1436,Mount Pleasant Primary School,Primary,O,401 Cobden Street,,Ballarat,VIC,3350,401 Cobden Street,,BALLARAT,VIC,3350,03 5332 3646,57,Ballarat (C),143.857806,-37.578357
Government,1,1441,Tatura Primary School,Primary,O,28-40 Albert Street,,Tatura,VIC,3616,P O Box 256,,TATURA,VIC,3616,03 5824 1684,283,Greater Shepparton (C),145.229923,-36.444966
Government,1,1455,Toolamba Primary School,Primary,O,69-77 Wren Street,,Toolamba,VIC,3614,69-77 Wren Street,,TOOLAMBA,VIC,3614,03 5826 5212,283,Greater Shepparton (C),145.344182,-36.490521
Government,1,1458,Harston Primary School,Primary,O,155 Harston Road,,Tatura,VIC,3616,155 Harston Road,,TATURA,VIC,3616,03 5854 8317,283,Greater Shepparton (C),145.141754,-36.469859
Government,1,1463,Osbornes Flat Primary School,Primary,O,354 Osbornes Flat Road,,Osbornes Flat,VIC,3691,354 OSBORNES FLAT ROAD,,OSBORNES FLAT,VIC,3691,02 6027 1415,335,Indigo (S),146.892571,-36.31716
Government,1,1464,Frankston Primary School,Primary,O,Davey Street,,Frankston,VIC,3199,PO Box 3104,,FRANKSTON EAST LPO,VIC,3199,03 9783 3769,217,Frankston (C),145.1240309,-38.14755735
Government,1,1465,Donald Primary School,Primary,O,2B Walker Street,,Donald,VIC,3480,P O Box 115,,DONALD,VIC,3480,03 5497 1581,127,Buloke (S),142.984628,-36.367208
Government,1,1476,Beveridge Primary School,Primary,O,Arrowsmith Street,,Beveridge,VIC,3753,Arrowsmith Street,,BEVERIDGE,VIC,3753,03 9216 3400,485,Mitchell (S),144.977755,-37.472062
