id,data_upd_at,pv_last_wk,pv_last_mth,pv_total,download_count,log_time
gh7s-qda8,2021-09-29 06:47:23+00:00,32,148,23433,6264,2021-11-23 19:00:21.018989
r5bg-2hj8,2020-09-22 05:30:26+00:00,154,645,20384,2603,2021-11-23 19:00:21.018989
pmhb-s6pn,2021-11-02 22:05:44+00:00,37,310,19603,3340,2021-11-23 19:00:21.018989
ntht-5rk7,2021-09-14 16:04:00+00:00,69,306,17966,604184,2021-11-23 19:00:21.018989
qe9w-cym8,,15,47,17015,127163,2021-11-23 19:00:21.018989
ez6b-syvw,2015-06-15 05:55:16+00:00,16,77,14194,3520,2021-11-23 19:00:21.018989
def8-4wbt,2021-09-30 00:09:06+00:00,32,117,13858,1007540,2021-11-23 19:00:21.018989
8fgn-5q6t,2021-08-13 16:53:00+00:00,15,39,13270,2269,2021-11-23 19:00:21.018989
e56b-j9mj,2021-09-23 16:08:47+00:00,58,239,13076,2212262,2021-11-23 19:00:21.018989
67fb-mvax,2017-05-12 05:53:17+00:00,51,292,11415,1286,2021-11-23 19:00:21.018989
a7rp-xtya,2021-09-30 16:46:36+00:00,66,253,11395,163068,2021-11-23 19:00:21.018989
44kh-ty54,2021-11-02 22:25:14+00:00,64,145,10649,2005,2021-11-23 19:00:21.018989
j5vt-ppat,2017-04-06 05:48:40+00:00,13,69,10476,3223,2021-11-23 19:00:21.018989
krh5-hhjn,2021-11-02 22:29:27+00:00,9,56,10061,1580,2021-11-23 19:00:21.018989
bs7n-5veh,2021-11-02 22:13:48+00:00,8,58,10015,2267,2021-11-23 19:00:21.018989
aia8-ryiq,2021-03-18 04:20:13+00:00,17,168,9612,3197896,2021-11-23 19:00:21.018989
2dqj-9ydd,2018-08-17 04:41:48+00:00,32,164,9498,0,2021-11-23 19:00:21.018989
t3zn-qgfx,,22,160,8698,3474376,2021-11-23 19:00:21.018989
mq3i-cbxd,2015-05-12 06:33:58+00:00,2,22,8587,3572,2021-11-23 19:00:21.018989
xzxc-g5i9,2015-01-20 23:37:21+00:00,3,15,8109,1593,2021-11-23 19:00:21.018989
d6mv-s43h,2021-11-23 07:47:23+00:00,28,92,7941,20845,2021-11-23 19:00:21.018989
pv8y-ihee,2017-07-28 07:03:49+00:00,14,68,7906,160697,2021-11-23 19:00:21.018989
h57g-5234,2021-09-21 16:44:14+00:00,50,208,7597,2198,2021-11-23 19:00:21.018989
gei8-3w86,,6,72,7310,7362378,2021-11-23 19:00:21.018989
d5tb-r7a6,2018-08-17 03:10:01+00:00,44,151,7249,0,2021-11-23 19:00:21.018989
mffi-m9yn,2021-11-02 22:19:04+00:00,17,144,6989,2753,2021-11-23 19:00:21.018989
qksr-hqee,2017-07-28 06:53:42+00:00,10,46,6964,1862,2021-11-23 19:00:21.018989
3927-sgfc,2015-11-09 05:22:47+00:00,7,31,6238,476704,2021-11-23 19:00:21.018989
u9sa-j86i,2019-04-18 02:42:21+00:00,4,44,6215,1424,2021-11-23 19:00:21.018989
b36j-kiy4,2021-11-02 22:38:03+00:00,8,53,6200,2854,2021-11-23 19:00:21.018989
pq2z-35fu,2019-10-07 02:22:25+00:00,10,68,5857,1209,2021-11-23 19:00:21.018989
m7yp-p495,,43,169,5843,13530346,2021-11-23 19:00:21.018989
mgkp-67ad,2018-02-12 03:47:12+00:00,23,128,5491,721680,2021-11-23 19:00:21.018989
cwpe-ugri,2019-11-10 23:49:52+00:00,41,233,5321,0,2021-11-23 19:00:21.018989
234q-gg83,2021-11-02 22:49:34+00:00,1,52,5316,1547,2021-11-23 19:00:21.018989
e6er-4cb3,2016-02-09 03:54:32+00:00,4,28,5164,1565,2021-11-23 19:00:21.018989
s8dq-xd4g,,1,26,5037,2971982,2021-11-23 19:00:21.018989
qabw-suvb,2021-11-02 22:05:44+00:00,6,87,4921,891,2021-11-23 19:00:21.018989
c3gt-hrz6,2021-11-02 22:32:26+00:00,3,36,4906,2679,2021-11-23 19:00:21.018989
gh9v-yqwz,2020-06-25 01:57:53+00:00,3,27,4864,1933,2021-11-23 19:00:21.018989
9mdh-8yau,2021-09-23 16:45:49+00:00,10,48,4623,7206912,2021-11-23 19:00:21.018989
3bff-vaa5,2016-05-10 04:25:02+00:00,52,210,4330,11802,2021-11-23 19:00:21.018989
jtcb-iab6,2015-04-28 06:25:46+00:00,4,14,4320,1773,2021-11-23 19:00:21.018989
khvg-gtaq,2017-05-31 00:33:10+00:00,7,20,4307,1554,2021-11-23 19:00:21.018989
j4qc-4tib,2021-08-23 16:02:40+00:00,19,84,4211,1140,2021-11-23 19:00:21.018989
2x56-ai8r,2021-09-23 16:47:48+00:00,12,41,4087,9808179,2021-11-23 19:00:21.018989
5nb5-w7hq,2021-08-13 16:54:24+00:00,12,49,3946,2897,2021-11-23 19:00:21.018989
8wi9-ysz4,2019-01-24 00:57:42+00:00,10,52,3922,0,2021-11-23 19:00:21.018989
u4vh-84j8,2021-11-23 07:30:16+00:00,29,118,3893,465,2021-11-23 19:00:21.018989
rpt3-2axt,,3,26,3842,7813,2021-11-23 19:00:21.018989
ru3z-44we,2021-09-30 16:07:52+00:00,10,30,3597,2554,2021-11-23 19:00:21.018989
vdsi-4gtj,2021-09-23 16:01:43+00:00,4,21,3477,2394,2021-11-23 19:00:21.018989
dyqx-cfn5,2021-11-02 22:16:33+00:00,5,64,3358,649,2021-11-23 19:00:21.018989
6fzs-45an,2014-05-02 03:02:11+00:00,3,13,3329,1923,2021-11-23 19:00:21.018989
pih2-628i,2017-03-02 03:34:39+00:00,4,26,3314,1372,2021-11-23 19:00:21.018989
2eyd-p5ws,2015-05-07 06:20:43+00:00,0,6,3260,2777,2021-11-23 19:00:21.018989
ck33-yh8z,,22,96,3220,5013334,2021-11-23 19:00:21.018989
wqka-kyhz,,6,19,3085,1820910,2021-11-23 19:00:21.018989
ss79-v558,,14,66,3017,1647126,2021-11-23 19:00:21.018989
k64i-2xff,2015-01-20 23:24:00+00:00,3,13,2963,1377,2021-11-23 19:00:21.018989
g48j-sdah,,3,10,2907,1953,2021-11-23 19:00:21.018989
su97-b2at,2020-07-05 16:23:59+00:00,4,25,2866,75490,2021-11-23 19:00:21.018989
jzfa-q3k3,2021-09-27 16:32:26+00:00,3,36,2833,3404400,2021-11-23 19:00:21.018989
h4ih-tzqs,2021-08-23 16:50:10+00:00,1,15,2805,2815,2021-11-23 19:00:21.018989
24aw-nd3i,2021-08-23 16:00:21+00:00,5,28,2683,709262,2021-11-23 19:00:21.018989
qa5h-sfgh,2018-09-20 05:11:49+00:00,2,9,2612,0,2021-11-23 19:00:21.018989
txcy-uafv,2021-09-30 16:47:56+00:00,1,18,2586,984,2021-11-23 19:00:21.018989
wwkr-v8s7,2018-03-02 03:21:33+00:00,7,29,2566,1810,2021-11-23 19:00:21.018989
a945-pqqr,2017-05-19 03:25:03+00:00,1,7,2529,1283,2021-11-23 19:00:21.018989
4id4-tydi,2019-02-14 05:10:58+00:00,7,36,2345,1077,2021-11-23 19:00:21.018989
vesm-c7r2,2021-11-02 22:13:48+00:00,4,63,2341,754,2021-11-23 19:00:21.018989
mxsp-c8nh,2019-02-19 05:58:26+00:00,0,3,2301,1140,2021-11-23 19:00:21.018989
ht4h-vqbu,2016-11-09 04:18:08+00:00,2,7,2286,2888,2021-11-23 19:00:21.018989
d34a-re98,2018-02-22 23:37:02+00:00,5,50,2284,1396,2021-11-23 19:00:21.018989
tqjk-32d9,,5,25,2269,1608,2021-11-23 19:00:21.018989
axts-5eu4,2015-01-20 23:50:04+00:00,0,5,2193,1629,2021-11-23 19:00:21.018989
rm92-h5tq,2021-11-02 22:25:14+00:00,2,33,2190,564,2021-11-23 19:00:21.018989
be3i-empa,2021-11-02 22:05:44+00:00,1,7,2171,256,2021-11-23 19:00:21.018989
7pgd-bdf2,2020-04-14 00:10:03+00:00,7,62,2164,227,2021-11-23 19:00:21.018989
dj7e-rdx9,2019-04-17 08:02:55+00:00,4,13,2150,1490,2021-11-23 19:00:21.018989
x69f-uxmj,2017-05-12 05:58:01+00:00,2,26,2129,1618,2021-11-23 19:00:21.018989
rwbd-626w,2021-08-23 16:47:08+00:00,8,23,2018,1726860,2021-11-23 19:00:21.018989
vrwc-rwgm,2018-10-15 03:54:32+00:00,3,23,2009,1250,2021-11-23 19:00:21.018989
qnju-it8g,2021-11-02 22:38:03+00:00,2,31,1998,454,2021-11-23 19:00:21.018989
nyr3-sees,2019-09-12 05:00:14+00:00,4,32,1988,373,2021-11-23 19:00:21.018989
4n3a-s6rn,2020-06-01 08:35:48+00:00,2,50,1986,277,2021-11-23 19:00:21.018989
n6sz-6nb6,,2,13,1956,5564262,2021-11-23 19:00:21.018989
nmnx-3ct3,,1,9,1907,4551653,2021-11-23 19:00:21.018989
e63d-rbu7,2019-01-14 00:47:27+00:00,0,6,1905,2762,2021-11-23 19:00:21.018989
6yxs-smdz,,3,12,1878,3135136,2021-11-23 19:00:21.018989
dmpt-2xdw,2021-08-23 16:45:41+00:00,1,7,1874,5049596,2021-11-23 19:00:21.018989
mayw-9gb5,2021-11-02 22:49:34+00:00,1,37,1865,442,2021-11-23 19:00:21.018989
n9ie-cp6t,2018-10-12 00:40:22+00:00,0,9,1842,1033,2021-11-23 19:00:21.018989
dh3m-ckxm,,5,21,1762,6644363,2021-11-23 19:00:21.018989
v9mu-dvfu,2019-03-18 04:50:39+00:00,1,10,1745,930,2021-11-23 19:00:21.018989
mgqj-necz,2020-03-05 03:52:54+00:00,8,35,1720,540,2021-11-23 19:00:21.018989
irqv-hjr4,2021-11-23 07:30:14+00:00,6,31,1674,206,2021-11-23 19:00:21.018989
3v7r-q3ds,2015-04-28 07:22:49+00:00,2,9,1669,1615,2021-11-23 19:00:21.018989
3bxw-t8fk,2019-02-06 04:34:39+00:00,3,11,1629,724,2021-11-23 19:00:21.018989
md5d-vpap,2021-11-02 22:32:26+00:00,1,29,1628,301,2021-11-23 19:00:21.018989
uyp8-7ii8,2019-03-18 03:17:17+00:00,5,15,1627,906,2021-11-23 19:00:21.018989
ambt-72qg,2018-03-02 04:10:30+00:00,1,18,1613,926,2021-11-23 19:00:21.018989
4j42-79hg,2021-08-23 16:00:54+00:00,0,11,1609,1062,2021-11-23 19:00:21.018989
hg8j-vcww,,1,13,1605,8649,2021-11-23 19:00:21.018989
g9am-cna5,2021-11-02 22:29:27+00:00,0,21,1585,421,2021-11-23 19:00:21.018989
psq9-yz4x,2021-09-28 16:39:09+00:00,5,33,1576,1094,2021-11-23 19:00:21.018989
2x87-fe4u,2014-05-02 04:25:14+00:00,1,8,1488,1367,2021-11-23 19:00:21.018989
wcd7-bvh4,2021-11-18 00:49:27+00:00,15,27,1466,1622,2021-11-23 19:00:21.018989
grmi-2ew3,2021-09-30 16:40:19+00:00,2,16,1431,2280595,2021-11-23 19:00:21.018989
47ai-9yup,2017-05-18 04:25:26+00:00,0,6,1412,1037,2021-11-23 19:00:21.018989
jsun-ttri,2021-11-02 22:39:47+00:00,2,25,1398,848,2021-11-23 19:00:21.018989
uqhf-q5h7,2014-05-02 02:40:39+00:00,2,9,1370,1655,2021-11-23 19:00:21.018989
rdi4-j8zh,2021-09-30 16:44:14+00:00,2,18,1361,4588,2021-11-23 19:00:21.018989
sex6-6426,2018-02-22 03:19:28+00:00,4,16,1359,2884,2021-11-23 19:00:21.018989
mi2q-4527,2021-11-02 22:40:43+00:00,1,41,1330,1046,2021-11-23 19:00:21.018989
6cxw-5y4y,2019-01-09 03:20:29+00:00,0,7,1325,867,2021-11-23 19:00:21.018989
ew6k-chz4,2017-05-19 01:57:49+00:00,0,2,1291,1209,2021-11-23 19:00:21.018989
55up-8nwa,2015-05-07 06:30:36+00:00,1,4,1289,1258,2021-11-23 19:00:21.018989
vzb2-a2kz,2021-08-23 16:46:03+00:00,3,8,1274,1699963,2021-11-23 19:00:21.018989
84bf-dihi,,1,3,1263,4851824,2021-11-23 19:00:21.018989
q3ni-rkmu,2021-06-28 01:55:48+00:00,3,21,1235,142,2021-11-23 19:00:21.018989
r6ug-jmg3,2017-05-12 06:07:26+00:00,0,12,1227,1290,2021-11-23 19:00:21.018989
arvc-7u8d,2021-11-02 22:25:14+00:00,1,8,1181,200,2021-11-23 19:00:21.018989
rhc3-j4bg,2017-05-04 05:47:33+00:00,2,12,1168,16103,2021-11-23 19:00:21.018989
tq3k-d7n7,2019-12-01 21:31:05+00:00,1,11,1167,280,2021-11-23 19:00:21.018989
rpdm-je7s,,4,7,1162,4808644,2021-11-23 19:00:21.018989
fzjr-9nrn,2021-09-30 17:21:58+00:00,4,12,1158,735,2021-11-23 19:00:21.018989
9hjf-8i2d,2021-11-02 22:19:04+00:00,2,35,1139,296,2021-11-23 19:00:21.018989
kmtd-nvqr,2018-05-08 00:04:44+00:00,0,7,1130,1039,2021-11-23 19:00:21.018989
23k2-cnm2,2021-08-23 16:47:45+00:00,1,4,1106,1502235,2021-11-23 19:00:21.018989
w2pi-36nk,2021-11-02 22:16:33+00:00,0,12,1071,205,2021-11-23 19:00:21.018989
nw38-8y7g,2021-11-02 22:40:43+00:00,1,27,1047,202,2021-11-23 19:00:21.018989
xgce-vkbh,,2,12,1032,3150728,2021-11-23 19:00:21.018989
2ph9-es73,2015-05-07 06:48:07+00:00,0,7,1026,1317,2021-11-23 19:00:21.018989
inah-t6kx,2021-05-21 03:37:13+00:00,2,11,1024,775,2021-11-23 19:00:21.018989
g8gz-fuiv,2018-10-25 00:50:36+00:00,6,12,1009,850,2021-11-23 19:00:21.018989
a52j-vb2e,2018-09-27 05:08:46+00:00,1,8,1007,718,2021-11-23 19:00:21.018989
74id-aqj9,2018-09-04 21:55:19+00:00,3,20,1006,731,2021-11-23 19:00:21.018989
4spx-8bh5,2021-08-23 16:03:50+00:00,1,15,986,1041,2021-11-23 19:00:21.018989
fyes-zqbt,2017-04-04 03:40:26+00:00,2,4,960,295872,2021-11-23 19:00:21.018989
6rkf-zake,2019-02-19 23:04:54+00:00,1,5,947,679,2021-11-23 19:00:21.018989
96gt-j9ix,2021-09-30 16:45:01+00:00,1,2,942,2229339,2021-11-23 19:00:21.018989
5dx2-u4mf,2021-09-22 16:50:01+00:00,2,10,934,979,2021-11-23 19:00:21.018989
gyfq-h9jk,2018-09-27 05:03:00+00:00,4,16,918,665,2021-11-23 19:00:21.018989
v4zv-yqtp,2021-08-23 16:38:17+00:00,2,10,903,1123,2021-11-23 19:00:21.018989
xmnz-a7qy,,1,2,895,17606,2021-11-23 19:00:21.018989
svux-bada,,1,9,894,5415168,2021-11-23 19:00:21.018989
5kg2-fg9r,2015-05-14 01:22:49+00:00,0,4,884,1215,2021-11-23 19:00:21.018989
x4k3-uj4j,2020-12-15 04:38:19+00:00,5,22,882,98,2021-11-23 19:00:21.018989
bevb-vgiu,2015-10-16 05:28:52+00:00,0,3,855,1217,2021-11-23 19:00:21.018989
pyua-izk6,2017-04-04 03:56:11+00:00,2,3,846,40917,2021-11-23 19:00:21.018989
th7x-7gv7,2021-05-26 04:57:50+00:00,14,68,823,43,2021-11-23 19:00:21.018989
99qa-f55d,2016-10-24 02:40:38+00:00,0,2,802,1305,2021-11-23 19:00:21.018989
reaf-a4my,2021-11-02 22:29:27+00:00,1,8,788,161,2021-11-23 19:00:21.018989
55z9-zqzu,2021-08-23 16:15:10+00:00,4,12,781,1020,2021-11-23 19:00:21.018989
c2cr-5q87,2017-07-28 06:40:41+00:00,0,4,773,1651,2021-11-23 19:00:21.018989
awcz-wi9e,2015-05-07 06:34:45+00:00,1,4,737,2053,2021-11-23 19:00:21.018989
nnx5-w29b,2015-05-07 07:36:31+00:00,1,6,735,1334,2021-11-23 19:00:21.018989
xfa5-gt4u,2018-09-27 02:44:06+00:00,0,4,727,730,2021-11-23 19:00:21.018989
cawe-uats,2017-05-22 05:41:43+00:00,1,5,712,963,2021-11-23 19:00:21.018989
9usq-v437,2015-10-16 05:49:34+00:00,1,4,711,1063,2021-11-23 19:00:21.018989
t6hb-9uf2,2019-04-16 11:26:16+00:00,0,6,703,1762,2021-11-23 19:00:21.018989
gquc-eex2,2018-08-21 22:09:34+00:00,0,6,702,905,2021-11-23 19:00:21.018989
vkxi-k7ps,2019-04-09 06:20:02+00:00,1,11,700,1051,2021-11-23 19:00:21.018989
gznb-6fq3,2021-11-02 22:39:47+00:00,1,29,694,127,2021-11-23 19:00:21.018989
npd7-23gm,2017-05-03 06:17:56+00:00,0,4,683,942,2021-11-23 19:00:21.018989
wdtk-npar,2021-11-02 22:13:48+00:00,1,8,677,320,2021-11-23 19:00:21.018989
apua-t2tb,2019-04-17 02:11:07+00:00,1,7,675,1413,2021-11-23 19:00:21.018989
nug6-empf,2021-11-02 22:51:36+00:00,2,57,674,85,2021-11-23 19:00:21.018989
rsgn-pgkc,2018-09-27 05:14:42+00:00,2,13,673,844,2021-11-23 19:00:21.018989
fthi-zajy,2016-11-21 04:11:12+00:00,0,7,643,1066,2021-11-23 19:00:21.018989
5532-ig9r,2020-04-02 20:11:40+00:00,0,17,601,86,2021-11-23 19:00:21.018989
rqdu-ieaj,2017-04-27 03:22:55+00:00,2,2,595,639348,2021-11-23 19:00:21.018989
mv4n-8k4v,2021-11-23 07:31:43+00:00,2,22,588,33,2021-11-23 19:00:21.018989
7je2-yydd,2021-11-02 22:19:04+00:00,0,9,587,116,2021-11-23 19:00:21.018989
s7e6-a6bm,2017-04-19 03:05:52+00:00,1,8,585,40664,2021-11-23 19:00:21.018989
necc-34pz,2017-05-12 06:23:24+00:00,0,10,571,1004,2021-11-23 19:00:21.018989
wxa3-hxd3,2021-11-02 22:51:36+00:00,0,42,563,159,2021-11-23 19:00:21.018989
ue3p-kdsu,2017-08-07 05:36:15+00:00,1,6,556,627,2021-11-23 19:00:21.018989
8c5t-6gxs,2017-05-12 06:23:24+00:00,0,3,549,889,2021-11-23 19:00:21.018989
pkqa-bdit,2015-05-07 06:27:15+00:00,0,10,539,1171,2021-11-23 19:00:21.018989
nzkf-kgud,2015-05-07 06:40:06+00:00,0,2,539,1183,2021-11-23 19:00:21.018989
kv9p-crx6,2017-05-04 05:55:17+00:00,1,3,531,594,2021-11-23 19:00:21.018989
hfxu-z5ii,2018-09-27 02:59:26+00:00,3,7,525,636,2021-11-23 19:00:21.018989
7nkv-ni4n,2021-11-02 22:38:58+00:00,3,30,522,102,2021-11-23 19:00:21.018989
u3gs-y2xi,2018-09-27 00:55:08+00:00,0,7,511,644,2021-11-23 19:00:21.018989
vbe9-m4tk,2019-04-11 04:33:05+00:00,0,5,508,1278,2021-11-23 19:00:21.018989
75qa-syb4,2017-04-04 03:53:05+00:00,1,1,495,894,2021-11-23 19:00:21.018989
xy7t-cwm2,2017-04-04 03:55:01+00:00,2,5,477,880407,2021-11-23 19:00:21.018989
q67c-6wjt,2021-11-02 22:44:13+00:00,1,23,468,75,2021-11-23 19:00:21.018989
625k-qaqp,2019-11-12 01:58:45+00:00,1,9,448,0,2021-11-23 19:00:21.018989
7jq6-k9kf,2019-04-16 03:19:33+00:00,2,9,437,1236,2021-11-23 19:00:21.018989
krg7-hmyt,2021-08-11 02:53:57+00:00,3,89,414,28,2021-11-23 19:00:21.018989
2b75-x6et,2021-11-02 22:38:58+00:00,1,23,414,266,2021-11-23 19:00:21.018989
w8cz-guri,2015-05-07 06:42:26+00:00,0,3,404,1214,2021-11-23 19:00:21.018989
hpzc-vi8m,2021-08-23 16:37:29+00:00,1,2,394,726,2021-11-23 19:00:21.018989
7kjb-25ry,2017-05-04 05:48:40+00:00,1,1,368,1043,2021-11-23 19:00:21.018989
jwq3-hkg3,2017-05-12 06:23:28+00:00,0,3,357,860,2021-11-23 19:00:21.018989
cm7k-9aj4,2021-08-26 16:01:11+00:00,1,4,350,1068,2021-11-23 19:00:21.018989
a9sc-9jxz,2021-11-02 22:44:13+00:00,1,22,343,219,2021-11-23 19:00:21.018989
hfm2-46au,2017-04-19 03:08:02+00:00,1,1,343,537596,2021-11-23 19:00:21.018989
erbg-hj42,2017-04-19 03:09:39+00:00,1,1,330,526304,2021-11-23 19:00:21.018989
fsfa-5ye5,2017-04-19 03:11:15+00:00,1,2,321,670,2021-11-23 19:00:21.018989
dxvp-runr,2021-11-23 02:09:29+00:00,1,6,318,31,2021-11-23 19:00:21.018989
n57n-9wqc,2015-05-07 06:38:30+00:00,0,2,311,1166,2021-11-23 19:00:21.018989
y7km-5r6f,2020-12-15 04:38:24+00:00,0,9,308,111,2021-11-23 19:00:21.018989
m8kf-ur3f,2017-05-12 06:13:42+00:00,0,4,265,788,2021-11-23 19:00:21.018989
mcf9-snjr,2017-05-12 06:20:10+00:00,0,3,235,831,2021-11-23 19:00:21.018989
hisn-tyup,2017-05-12 06:23:18+00:00,0,3,225,848,2021-11-23 19:00:21.018989
sp4r-xphj,2021-08-12 06:45:16+00:00,18,64,127,18,2021-11-23 19:00:21.018989
73qa-862u,2021-08-12 07:19:52+00:00,8,32,57,14,2021-11-23 19:00:21.018989
jizx-9ayp,2021-08-12 07:01:29+00:00,2,15,48,8,2021-11-23 19:00:21.018989
ssm6-4b38,2021-08-12 07:27:00+00:00,2,10,38,7,2021-11-23 19:00:21.018989
b2ak-trbp,2021-11-04 22:38:23+00:00,89,641,73910,8836,2021-11-24 19:00:18.730403
y79a-us3f,,3,29,66901,3178,2021-11-24 19:00:18.730403
fp38-wiyy,2021-09-30 16:06:54+00:00,45,244,39873,6396,2021-11-24 19:00:18.730403
vh2v-4nfs,2021-11-24 07:58:29+00:00,138,641,38703,12087902,2021-11-24 19:00:18.730403
7q9g-yyvg,2018-03-02 01:46:14+00:00,129,494,32178,1828,2021-11-24 19:00:18.730403
i8px-csib,2017-05-12 05:48:58+00:00,223,863,30546,3327,2021-11-24 19:00:18.730403
crvt-b4kt,2021-08-23 16:04:33+00:00,121,529,25443,39776,2021-11-24 19:00:18.730403
xt2y-tnn9,2021-11-02 22:16:33+00:00,79,251,24724,16168,2021-11-24 19:00:18.730403
gh7s-qda8,2021-09-29 06:47:23+00:00,28,149,23439,6264,2021-11-24 19:00:18.730403
r5bg-2hj8,2020-09-22 05:30:26+00:00,146,637,20412,2604,2021-11-24 19:00:18.730403
pmhb-s6pn,2021-11-02 22:05:44+00:00,27,299,19606,3340,2021-11-24 19:00:18.730403
ntht-5rk7,2021-09-14 16:04:00+00:00,70,304,17975,604550,2021-11-24 19:00:18.730403
qe9w-cym8,,14,44,17016,127163,2021-11-24 19:00:18.730403
ez6b-syvw,2015-06-15 05:55:16+00:00,14,76,14195,3520,2021-11-24 19:00:18.730403
def8-4wbt,2021-09-30 00:09:06+00:00,28,118,13863,1007540,2021-11-24 19:00:18.730403
8fgn-5q6t,2021-08-13 16:53:00+00:00,12,37,13270,2269,2021-11-24 19:00:18.730403
e56b-j9mj,2021-09-23 16:08:47+00:00,54,237,13080,2212262,2021-11-24 19:00:18.730403
a7rp-xtya,2021-09-30 16:46:36+00:00,84,274,11423,163068,2021-11-24 19:00:18.730403
67fb-mvax,2017-05-12 05:53:17+00:00,48,290,11421,1286,2021-11-24 19:00:18.730403
44kh-ty54,2021-11-02 22:25:14+00:00,68,149,10661,2006,2021-11-24 19:00:18.730403
j5vt-ppat,2017-04-06 05:48:40+00:00,6,60,10476,3223,2021-11-24 19:00:18.730403
krh5-hhjn,2021-11-02 22:29:27+00:00,5,53,10061,1580,2021-11-24 19:00:18.730403
bs7n-5veh,2021-11-02 22:13:48+00:00,6,54,10015,2267,2021-11-24 19:00:18.730403
aia8-ryiq,2021-03-18 04:20:13+00:00,13,167,9615,3197896,2021-11-24 19:00:18.730403
2dqj-9ydd,2018-08-17 04:41:48+00:00,36,165,9504,0,2021-11-24 19:00:18.730403
t3zn-qgfx,,17,160,8702,3474376,2021-11-24 19:00:18.730403
mq3i-cbxd,2015-05-12 06:33:58+00:00,5,23,8590,3572,2021-11-24 19:00:18.730403
xzxc-g5i9,2015-01-20 23:37:21+00:00,3,15,8109,1593,2021-11-24 19:00:18.730403
d6mv-s43h,2021-11-24 07:47:12+00:00,11,88,7941,20869,2021-11-24 19:00:18.730403
pv8y-ihee,2017-07-28 07:03:49+00:00,12,67,7906,160697,2021-11-24 19:00:18.730403
h57g-5234,2021-09-21 16:44:14+00:00,37,201,7598,2198,2021-11-24 19:00:18.730403
gei8-3w86,,8,74,7313,7362378,2021-11-24 19:00:18.730403
d5tb-r7a6,2018-08-17 03:10:01+00:00,55,161,7264,0,2021-11-24 19:00:18.730403
mffi-m9yn,2021-11-02 22:19:04+00:00,12,134,6991,2753,2021-11-24 19:00:18.730403
qksr-hqee,2017-07-28 06:53:42+00:00,6,39,6964,1862,2021-11-24 19:00:18.730403
3927-sgfc,2015-11-09 05:22:47+00:00,5,30,6239,476705,2021-11-24 19:00:18.730403
u9sa-j86i,2019-04-18 02:42:21+00:00,7,46,6218,1425,2021-11-24 19:00:18.730403
b36j-kiy4,2021-11-02 22:38:03+00:00,5,48,6201,2854,2021-11-24 19:00:18.730403
pq2z-35fu,2019-10-07 02:22:25+00:00,12,73,5863,1209,2021-11-24 19:00:18.730403
m7yp-p495,,42,163,5848,13530346,2021-11-24 19:00:18.730403
mgkp-67ad,2018-02-12 03:47:12+00:00,18,123,5493,721680,2021-11-24 19:00:18.730403
cwpe-ugri,2019-11-10 23:49:52+00:00,33,214,5324,0,2021-11-24 19:00:18.730403
234q-gg83,2021-11-02 22:49:34+00:00,0,49,5316,1547,2021-11-24 19:00:18.730403
e6er-4cb3,2016-02-09 03:54:32+00:00,3,26,5165,1565,2021-11-24 19:00:18.730403
s8dq-xd4g,,1,25,5037,2971982,2021-11-24 19:00:18.730403
qabw-suvb,2021-11-02 22:05:44+00:00,5,84,4921,891,2021-11-24 19:00:18.730403
c3gt-hrz6,2021-11-02 22:32:26+00:00,2,29,4906,2679,2021-11-24 19:00:18.730403
gh9v-yqwz,2020-06-25 01:57:53+00:00,3,25,4864,1933,2021-11-24 19:00:18.730403
9mdh-8yau,2021-09-23 16:45:49+00:00,8,45,4623,7206912,2021-11-24 19:00:18.730403
3bff-vaa5,2016-05-10 04:25:02+00:00,53,211,4340,11802,2021-11-24 19:00:18.730403
jtcb-iab6,2015-04-28 06:25:46+00:00,4,13,4320,1773,2021-11-24 19:00:18.730403
khvg-gtaq,2017-05-31 00:33:10+00:00,5,18,4307,1554,2021-11-24 19:00:18.730403
j4qc-4tib,2021-08-23 16:02:40+00:00,12,80,4214,1140,2021-11-24 19:00:18.730403
2x56-ai8r,2021-09-23 16:47:48+00:00,10,41,4089,9808179,2021-11-24 19:00:18.730403
5nb5-w7hq,2021-08-13 16:54:24+00:00,4,44,3946,2898,2021-11-24 19:00:18.730403
8wi9-ysz4,2019-01-24 00:57:42+00:00,10,52,3923,0,2021-11-24 19:00:18.730403
u4vh-84j8,2021-11-24 07:30:18+00:00,25,120,3897,467,2021-11-24 19:00:18.730403
rpt3-2axt,,1,26,3842,7813,2021-11-24 19:00:18.730403
ru3z-44we,2021-09-30 16:07:52+00:00,6,27,3597,2554,2021-11-24 19:00:18.730403
vdsi-4gtj,2021-09-23 16:01:43+00:00,3,20,3477,2394,2021-11-24 19:00:18.730403
dyqx-cfn5,2021-11-02 22:16:33+00:00,5,61,3361,649,2021-11-24 19:00:18.730403
6fzs-45an,2014-05-02 03:02:11+00:00,0,11,3329,1923,2021-11-24 19:00:18.730403
pih2-628i,2017-03-02 03:34:39+00:00,3,24,3314,1372,2021-11-24 19:00:18.730403
2eyd-p5ws,2015-05-07 06:20:43+00:00,0,5,3260,2777,2021-11-24 19:00:18.730403
ck33-yh8z,,19,92,3223,5013334,2021-11-24 19:00:18.730403
wqka-kyhz,,6,16,3086,1820910,2021-11-24 19:00:18.730403
ss79-v558,,8,62,3017,1647126,2021-11-24 19:00:18.730403
