pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time
"vic:rail:TSN_PR2_vic:rail:TSN_EN2_walkway_1","vic:rail:TSN_PR2","vic:rail:TSN_EN2","1","1","132"
"vic:rail:TSN_PR2_vic:rail:TSN_LI1_walkway_1","vic:rail:TSN_PR2","vic:rail:TSN_LI1","1","1","138"
"vic:rail:TSN_DP1_vic:rail:TSN_EN3_stairs_1","vic:rail:TSN_DP1","vic:rail:TSN_EN3","2","1","30"
"vic:rail:TSN_DP1_vic:rail:TSN_LI2_elevator_1","vic:rail:TSN_DP1","vic:rail:TSN_LI2","5","1","60"
"vic:rail:TSN_DP1_vic:rail:TSN_EN2_stairs_1","vic:rail:TSN_DP1","vic:rail:TSN_EN2","2","1","30"
"vic:rail:TSN_DP1_vic:rail:TSN_LI1_elevator_1","vic:rail:TSN_DP1","vic:rail:TSN_LI1","5","1","60"
"vic:rail:TSN_EN1_15370_fare_gate_0","vic:rail:TSN_EN1","15370","6","0","12"
"15370_vic:rail:TSN_EN1_exit_gate_0","15370","vic:rail:TSN_EN1","7","0","12"
"vic:rail:TSN_EN2_15370_fare_gate_0","vic:rail:TSN_EN2","15370","6","0","30"
"15370_vic:rail:TSN_EN2_exit_gate_0","15370","vic:rail:TSN_EN2","7","0","30"
"vic:rail:TSN_EN3_26294_walkway_1","vic:rail:TSN_EN3","26294","1","1","78"
"vic:rail:TSN_EN3_26534_walkway_1","vic:rail:TSN_EN3","26534","1","1","18"
"vic:rail:TSN_EN4_26534_walkway_1","vic:rail:TSN_EN4","26534","1","1","6"
"vic:rail:TSN_EN5_26294_walkway_1","vic:rail:TSN_EN5","26294","1","1","36"
"vic:rail:TSN_EN5_26534_walkway_1","vic:rail:TSN_EN5","26534","1","1","6"
"vic:rail:TSN_LI1_15370_fare_gate_0","vic:rail:TSN_LI1","15370","6","0","36"
"15370_vic:rail:TSN_LI1_exit_gate_0","15370","vic:rail:TSN_LI1","7","0","36"
"vic:rail:TSN_LI2_26294_walkway_1","vic:rail:TSN_LI2","26294","1","1","72"
"vic:rail:TSN_LI2_26534_walkway_1","vic:rail:TSN_LI2","26534","1","1","24"
"vic:rail:TBY_EN1_15383_walkway_1","vic:rail:TBY_EN1","15383","1","1","6"
"vic:rail:TBY_EN1_vic:rail:TBY_DP1_walkway_1","vic:rail:TBY_EN1","vic:rail:TBY_DP1","1","1","66"
"vic:rail:TBY_EN1_26295_walkway_1","vic:rail:TBY_EN1","26295","1","1","336"
"vic:rail:TBY_EN2_15384_walkway_1","vic:rail:TBY_EN2","15384","1","1","6"
"vic:rail:TBY_EN2_26295_walkway_1","vic:rail:TBY_EN2","26295","1","1","360"
"vic:rail:TBY_EN2_vic:rail:TBY_DP2_walkway_1","vic:rail:TBY_EN2","vic:rail:TBY_DP2","1","1","72"
"vic:rail:TBY_DP1_vic:rail:TBY_DP2_walkway_1","vic:rail:TBY_DP1","vic:rail:TBY_DP2","1","1","30"
"vic:rail:VPK_PR1_vic:rail:VPK_EN1_walkway_1","vic:rail:VPK_PR1","vic:rail:VPK_EN1","1","1","144"
"vic:rail:VPK_PR1_vic:rail:VPK_EN3_walkway_1","vic:rail:VPK_PR1","vic:rail:VPK_EN3","1","1","180"
"vic:rail:VPK_EN1_vic:rail:VPK_DP1_walkway_1","vic:rail:VPK_EN1","vic:rail:VPK_DP1","1","1","66"
"vic:rail:VPK_EN2_26303_walkway_1","vic:rail:VPK_EN2","26303","1","1","180"
"vic:rail:VPK_EN2_vic:rail:VPK_DP1_walkway_1","vic:rail:VPK_EN2","vic:rail:VPK_DP1","1","1","126"
"vic:rail:VPK_EN3_vic:rail:VPK_DP2_walkway_1","vic:rail:VPK_EN3","vic:rail:VPK_DP2","1","1","54"
"vic:rail:VPK_EN4_26303_walkway_1","vic:rail:VPK_EN4","26303","1","1","174"
"vic:rail:VPK_EN4_vic:rail:VPK_DP2_walkway_1","vic:rail:VPK_EN4","vic:rail:VPK_DP2","1","1","126"
"vic:rail:VPK_DP1_14332_walkway_1","vic:rail:VPK_DP1","14332","1","1","6"
"vic:rail:VPK_DP1_vic:rail:VPK_DP4_walkway_1","vic:rail:VPK_DP1","vic:rail:VPK_DP4","1","1","156"
"vic:rail:VPK_DP1_vic:rail:VPK_DP3_walkway_1","vic:rail:VPK_DP1","vic:rail:VPK_DP3","1","1","228"
"vic:rail:VPK_DP2_14333_walkway_1","vic:rail:VPK_DP2","14333","1","1","6"
"vic:rail:VPK_DP2_vic:rail:VPK_DP5_walkway_1","vic:rail:VPK_DP2","vic:rail:VPK_DP5","1","1","246"
"vic:rail:VPK_DP2_vic:rail:VPK_DP6_walkway_1","vic:rail:VPK_DP2","vic:rail:VPK_DP6","1","1","138"
"vic:rail:VPK_DP3_vic:rail:VPK_DP5_walkway_1","vic:rail:VPK_DP3","vic:rail:VPK_DP5","1","1","24"
"vic:rail:VPK_DP4_vic:rail:VPK_DP6_walkway_1","vic:rail:VPK_DP4","vic:rail:VPK_DP6","1","1","18"
"vic:rail:WTT_PR1_vic:rail:WTT_EN1_walkway_1","vic:rail:WTT_PR1","vic:rail:WTT_EN1","1","1","48"
"vic:rail:WTT_PR2_vic:rail:WTT_EN1_walkway_1","vic:rail:WTT_PR2","vic:rail:WTT_EN1","1","1","228"
"vic:rail:WTT_EN1_26306_walkway_1","vic:rail:WTT_EN1","26306","1","1","66"
"vic:rail:WTT_EN1_15336_walkway_1","vic:rail:WTT_EN1","15336","1","1","6"
"vic:rail:WRM_EN1_26309_walkway_1","vic:rail:WRM_EN1","26309","1","1","204"
"vic:rail:WRM_EN1_14338_walkway_1","vic:rail:WRM_EN1","14338","1","1","6"
"vic:rail:WRM_EN1_vic:rail:WRM_DP3_walkway_1","vic:rail:WRM_EN1","vic:rail:WRM_DP3","1","1","42"
"vic:rail:WRM_EN2_26309_walkway_1","vic:rail:WRM_EN2","26309","1","1","174"
"vic:rail:WRM_EN2_14339_walkway_1","vic:rail:WRM_EN2","14339","1","1","6"
"vic:rail:WRM_EN2_vic:rail:WRM_DP4_walkway_1","vic:rail:WRM_EN2","vic:rail:WRM_DP4","1","1","48"
"vic:rail:WRM_DP3_vic:rail:WRM_DP4_walkway_1","vic:rail:WRM_DP3","vic:rail:WRM_DP4","1","1","42"
"vic:rail:SMG_PR1_vic:rail:SMG_EN1_walkway_1","vic:rail:SMG_PR1","vic:rail:SMG_EN1","1","1","318"
"vic:rail:SMG_PR2_vic:rail:SMG_EN1_walkway_1","vic:rail:SMG_PR2","vic:rail:SMG_EN1","1","1","324"
"vic:rail:SMG_BR1_vic:rail:SMG_EN1_walkway_1","vic:rail:SMG_BR1","vic:rail:SMG_EN1","1","1","42"
"vic:rail:SMG_TX1_vic:rail:SMG_EN1_walkway_1","vic:rail:SMG_TX1","vic:rail:SMG_EN1","1","1","30"
"vic:rail:SMG_EN1_vic:rail:SMG_DP1_walkway_1","vic:rail:SMG_EN1","vic:rail:SMG_DP1","1","1","6"
"vic:rail:SMG_EN2_vic:rail:SMG_DP1_walkway_1","vic:rail:SMG_EN2","vic:rail:SMG_DP1","1","1","30"
"vic:rail:SMG_EN2_26280_walkway_1","vic:rail:SMG_EN2","26280","1","1","72"
"vic:rail:SMG_DP1_26522_elevator_1","vic:rail:SMG_DP1","26522","5","1","60"
"vic:rail:SMG_DP1_26523_elevator_1","vic:rail:SMG_DP1","26523","5","1","60"
"vic:rail:SMG_DP1_26522_stairs_1","vic:rail:SMG_DP1","26522","2","1","30"
"vic:rail:SMG_DP1_26523_stairs_1","vic:rail:SMG_DP1","26523","2","1","30"
"26522_26523_walkway_1","26522","26523","1","1","60"
"vic:rail:MMR_EN1_vic:rail:MMR_TX1_walkway_1","vic:rail:MMR_EN1","vic:rail:MMR_TX1","1","1","30"
"vic:rail:MMR_EN1_26519_walkway_1","vic:rail:MMR_EN1","26519","1","1","6"
"vic:rail:MMR_EN1_26229_walkway_1","vic:rail:MMR_EN1","26229","1","1","30"
"vic:rail:MMR_BR1_vic:rail:MMR_EN2_walkway_1","vic:rail:MMR_BR1","vic:rail:MMR_EN2","1","1","30"
"vic:rail:MMR_PR1_vic:rail:MMR_EN2_walkway_1","vic:rail:MMR_PR1","vic:rail:MMR_EN2","1","1","252"
"vic:rail:MMR_PR1_vic:rail:MMR_DP1_walkway_1","vic:rail:MMR_PR1","vic:rail:MMR_DP1","1","1","282"
"vic:rail:MMR_TX1_26229_walkway_1","vic:rail:MMR_TX1","26229","1","1","66"
"vic:rail:MMR_EN2_26520_walkway_1","vic:rail:MMR_EN2","26520","1","1","6"
"vic:rail:MMR_EN3_26520_stairs_1","vic:rail:MMR_EN3","26520","2","1","48"
"vic:rail:MMR_DP1_26520_walkway_1","vic:rail:MMR_DP1","26520","1","1","30"
"vic:rail:MMR_DP1_vic:rail:MMR_DP3_stairs_1","vic:rail:MMR_DP1","vic:rail:MMR_DP3","2","1","30"
"vic:rail:MMR_DP1_vic:rail:MMR_DP3_elevator_1","vic:rail:MMR_DP1","vic:rail:MMR_DP3","5","1","60"
"vic:rail:MMR_DP2_26519_walkway_1","vic:rail:MMR_DP2","26519","1","1","24"
"vic:rail:MMR_DP2_26229_walkway_1","vic:rail:MMR_DP2","26229","1","1","48"
"vic:rail:MMR_DP2_vic:rail:MMR_DP3_stairs_1","vic:rail:MMR_DP2","vic:rail:MMR_DP3","2","1","30"
"vic:rail:MMR_DP2_vic:rail:MMR_DP3_elevator_1","vic:rail:MMR_DP2","vic:rail:MMR_DP3","5","1","60"
"vic:rail:HWS_BR1_vic:rail:HWS_EN1_walkway_1","vic:rail:HWS_BR1","vic:rail:HWS_EN1","1","1","12"
"vic:rail:HWS_PR1_vic:rail:HWS_EN1_walkway_1","vic:rail:HWS_PR1","vic:rail:HWS_EN1","1","1","126"
"vic:rail:HWS_TX1_vic:rail:HWS_EN1_walkway_1","vic:rail:HWS_TX1","vic:rail:HWS_EN1","1","1","66"
"vic:rail:HWS_EN1_vic:rail:HWS_LI1_walkway_1","vic:rail:HWS_EN1","vic:rail:HWS_LI1","1","1","30"
"vic:rail:HWS_EN1_vic:rail:HWS_DP1_walkway_1","vic:rail:HWS_EN1","vic:rail:HWS_DP1","1","1","36"
"vic:rail:HWS_DP1_vic:rail:HWS_EN2_walkway_1","vic:rail:HWS_DP1","vic:rail:HWS_EN2","1","1","36"
"vic:rail:HWS_DP1_26511_stairs_1","vic:rail:HWS_DP1","26511","2","1","30"
"vic:rail:HWS_DP1_26512_stairs_1","vic:rail:HWS_DP1","26512","2","1","30"
"vic:rail:HWS_EN2_26189_walkway_1","vic:rail:HWS_EN2","26189","1","1","138"
"vic:rail:HWS_EN2_vic:rail:HWS_LI1_walkway_1","vic:rail:HWS_EN2","vic:rail:HWS_LI1","1","1","30"
"vic:rail:HWS_LI1_26511_elevator_1","vic:rail:HWS_LI1","26511","5","1","60"
"vic:rail:HWS_LI1_26512_elevator_1","vic:rail:HWS_LI1","26512","5","1","60"
"26511_26512_walkway_1","26511","26512","1","1","60"
"vic:rail:MDD_BR1_vic:rail:MDD_EN1_walkway_1","vic:rail:MDD_BR1","vic:rail:MDD_EN1","1","1","12"
"vic:rail:MDD_PR1_vic:rail:MDD_EN1_walkway_1","vic:rail:MDD_PR1","vic:rail:MDD_EN1","1","1","96"
"vic:rail:MDD_PR2_vic:rail:MDD_EN2_walkway_1","vic:rail:MDD_PR2","vic:rail:MDD_EN2","1","1","240"
"vic:rail:MDD_TX1_vic:rail:MDD_EN1_walkway_1","vic:rail:MDD_TX1","vic:rail:MDD_EN1","1","1","108"
"vic:rail:MDD_KR1_vic:rail:MDD_EN1_walkway_1","vic:rail:MDD_KR1","vic:rail:MDD_EN1","1","1","60"
"vic:rail:MDD_EN1_26225_walkway_1","vic:rail:MDD_EN1","26225","1","1","72"
"vic:rail:MDD_EN1_vic:rail:MDD_CN1_fare_gate_0","vic:rail:MDD_EN1","vic:rail:MDD_CN1","6","0","36"
"vic:rail:MDD_CN1_vic:rail:MDD_EN1_exit_gate_0","vic:rail:MDD_CN1","vic:rail:MDD_EN1","7","0","36"
"vic:rail:MDD_EN2_vic:rail:MDD_DP1_fare_gate_0","vic:rail:MDD_EN2","vic:rail:MDD_DP1","6","0","6"
"vic:rail:MDD_DP1_vic:rail:MDD_EN2_exit_gate_0","vic:rail:MDD_DP1","vic:rail:MDD_EN2","7","0","6"
"vic:rail:MDD_CN1_26517_stairs_1","vic:rail:MDD_CN1","26517","2","1","30"
"vic:rail:MDD_CN1_26518_stairs_1","vic:rail:MDD_CN1","26518","2","1","30"
"vic:rail:MDD_CN1_26517_elevator_1","vic:rail:MDD_CN1","26517","5","1","60"
"vic:rail:MDD_CN1_26518_elevator_1","vic:rail:MDD_CN1","26518","5","1","60"
"vic:rail:MDD_DP1_vic:rail:MDD_DP2_stairs_1","vic:rail:MDD_DP1","vic:rail:MDD_DP2","2","1","30"
"vic:rail:MDD_DP1_vic:rail:MDD_DP2_elevator_1","vic:rail:MDD_DP1","vic:rail:MDD_DP2","5","1","60"
"vic:rail:MDD_DP2_26517_walkway_1","vic:rail:MDD_DP2","26517","1","1","48"
"vic:rail:MDD_DP2_26518_walkway_1","vic:rail:MDD_DP2","26518","1","1","48"
"26517_26518_walkway_1","26517","26518","1","1","60"
