stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"14318","Royal Park Station","-37.78123856","144.95233407","","vic:rail:RPK","1","Level 0","1"
"14319","Royal Park Station","-37.78113908","144.95231411","","vic:rail:RPK","1","Level 0","2"
"14320","Flemington Bridge Station","-37.78827327","144.93921738","","vic:rail:FBD","1","Level 0","1"
"14321","Flemington Bridge Station","-37.78812114","144.93927838","","vic:rail:FBD","1","Level 0","2"
"14322","Macaulay Station","-37.79432177","144.93622158","","vic:rail:MAC","1","Level 0","1"
"14323","Macaulay Station","-37.79427455","144.93609797","","vic:rail:MAC","1","Level 0","2"
"14324","North Melbourne Station","-37.80706074","144.94219354","","vic:rail:NME","1","Level 0","1"
"14325","North Melbourne Station","-37.80716764","144.94212242","","vic:rail:NME","1","Level 0","2"
"14326","North Melbourne Station","-37.80716665","144.94206565","","vic:rail:NME","1","Level 0","3"
"14327","North Melbourne Station","-37.80721910","144.94197333","","vic:rail:NME","1","Level 0","4"
"14328","North Melbourne Station","-37.80740084","144.94205915","","vic:rail:NME","1","Level 0","5"
"14329","North Melbourne Station","-37.80737985","144.94188936","","vic:rail:NME","1","Level 0","6"
"14330","Clifton Hill Station","-37.78847865","144.99550102","","vic:rail:CHL","1","Level 0","1"
"14331","Clifton Hill Station","-37.78868312","144.99533652","","vic:rail:CHL","1","Level 0","2"
"14332","Victoria Park Station","-37.79917603","144.99446229","","vic:rail:VPK","1","Level 1","1"
"14333","Victoria Park Station","-37.79911143","144.99437318","","vic:rail:VPK","1","Level 1","2"
"14334","Collingwood Station","-37.80439004","144.99370791","","vic:rail:CWD","1","Level 2","2"
"14335","Collingwood Station","-37.80445464","144.99379703","","vic:rail:CWD","1","Level 2","1"
"14336","North Richmond Station","-37.81048940","144.99255459","","vic:rail:NRM","1","Level 1","1"
"14337","North Richmond Station","-37.81046064","144.99245314","","vic:rail:NRM","1","Level 1","2"
"14338","West Richmond Station","-37.81498577","144.99146723","","vic:rail:WRM","1","Level 0","1"
"14339","West Richmond Station","-37.81486790","144.99142498","","vic:rail:WRM","1","Level 0","2"
"14340","Jolimont-MCG Station","-37.81654212","144.98392753","","vic:rail:JLI","1","Level -1","1"
"14341","Jolimont-MCG Station","-37.81647045","144.98395220","","vic:rail:JLI","1","Level -1","2"
"15323","Rosanna Station","-37.74317661","145.06617793","","vic:rail:ROS","1","Level 0","2"
"15324","Macleod Station","-37.72652298","145.06895986","","vic:rail:MCD","1","Level 0","3"
"15325","Macleod Station","-37.72644284","145.06901868","","vic:rail:MCD","1","Level 0","2"
"15326","Macleod Station","-37.72640904","145.06915571","","vic:rail:MCD","1","Level 0","1"
"15327","Watsonia Station","-37.71102048","145.08375774","","vic:rail:WAT","1","Level -1","1"
"15328","Watsonia Station","-37.71099198","145.08366772","","vic:rail:WAT","1","Level -1","2"
"15329","Greensborough Station","-37.70395099","145.10805466","","vic:rail:GRN","1","Level -1","1"
"15330","Greensborough Station","-37.70391659","145.10815762","","vic:rail:GRN","1","Level -1","2"
"15331","Montmorency Station","-37.71529317","145.12132296","","vic:rail:MMY","1","Level 0","1"
"15332","Eltham Station","-37.71340714","145.14792767","","vic:rail:ELT","1","Level 0","1"
"15333","Eltham Station","-37.71336031","145.14781539","","vic:rail:ELT","1","Level 0","2"
"15334","Diamond Creek Station","-37.67336015","145.15848196","","vic:rail:DCK","1","Level 1","1"
"15335","Diamond Creek Station","-37.67353660","145.15823950","","vic:rail:DCK","1","Level 1","2"
"15336","Wattle Glen Station","-37.66400518","145.18169298","","vic:rail:WTT","1","Level 0","1"
"15337","Hurstbridge Station","-37.63957765","145.19196721","","vic:rail:HBE","1","Level 0","1"
"15338","Williamstown Station","-37.86763077","144.90504258","","vic:rail:WIL","1","Level 0","1"
"15339","Williamstown Beach Station","-37.86402570","144.89441423","","vic:rail:WBH","1","Level 0","1"
"15340","Williamstown Beach Station","-37.86391803","144.89444003","","vic:rail:WBH","1","Level 0","2"
"15341","North Williamstown Station","-37.85712326","144.88890497","","vic:rail:NWN","1","Level 0","1"
"15342","North Williamstown Station","-37.85708047","144.88903122","","vic:rail:NWN","1","Level 0","2"
"15343","Newport Station","-37.84284244","144.88352816","","vic:rail:NPT","1","Level 0","1"
"15344","Newport Station","-37.84278103","144.88362083","","vic:rail:NPT","1","Level 0","2"
"15345","Spotswood Station","-37.83069149","144.88585242","","vic:rail:SPT","1","Level 0","1"
"15346","Spotswood Station","-37.83072055","144.88596521","","vic:rail:SPT","1","Level 0","2"
"15347","Yarraville Station","-37.81572394","144.88991459","","vic:rail:YVE","1","Level 0","1"
"15348","Yarraville Station","-37.81574439","144.89005032","","vic:rail:YVE","1","Level 0","2"
"15349","Seddon Station","-37.80899491","144.89560371","","vic:rail:SEN","1","Level 0","1"
"15350","Seddon Station","-37.80900656","144.89575104","","vic:rail:SEN","1","Level 0","2"
"15352","Sunbury Station","-37.57941295","144.72766001","","vic:rail:SUY","1","Level 0","2"
"15354","Diggers Rest Station","-37.62771153","144.71998051","","vic:rail:DRT","1","Level 0","2"
"15355","Watergardens Station","-37.70087375","144.77404064","","vic:rail:WGS","1","Level 0","1"
"15356","Watergardens Station","-37.70100799","144.77399126","","vic:rail:WGS","1","Level 0","2"
"15357","Watergardens Station","-37.70101593","144.77393431","","vic:rail:WGS","1","Level 0","3"
"15358","Keilor Plains Station","-37.72961556","144.79388693","","vic:rail:KPL","1","Level 0","1"
"15359","Keilor Plains Station","-37.72963124","144.79376166","","vic:rail:KPL","1","Level 0","2"
"15360","St Albans Station","-37.74491991","144.79981040","","vic:rail:SAB","1","Level 0","2"
"15361","St Albans Station","-37.74485877","144.79991434","","vic:rail:SAB","1","Level 0","1"
"15362","Ginifer Station","-37.75934606","144.81085860","","vic:rail:GIN","1","Level 0","1"
"15363","Ginifer Station","-37.75940721","144.81075464","","vic:rail:GIN","1","Level 0","2"
"15364","Albion Station","-37.77746178","144.82460703","","vic:rail:ALB","1","Level 0","1"
"15365","Albion Station","-37.77753383","144.82460491","","vic:rail:ALB","1","Level 0","2"
"15366","Epping Station","-37.65220210","145.03145275","","vic:rail:EPP","1","Level -1","1"
"15367","Epping Station","-37.65214786","145.03144284","","vic:rail:EPP","1","Level -1","2"
"15368","Lalor Station","-37.66587124","145.01734000","","vic:rail:LAL","1","Level 0","1"
"15369","Lalor Station","-37.66585113","145.01721583","","vic:rail:LAL","1","Level 0","2"
"15370","Thomastown Station","-37.68032122","145.01434735","","vic:rail:TSN","1","Level 0","1"
"15371","Keon Park Station","-37.69575118","145.01175821","","vic:rail:KPK","1","Level 2","1"
"15372","Keon Park Station","-37.69562373","145.01168222","","vic:rail:KPK","1","Level 2","2"
"15373","Ruthven Station","-37.70791498","145.00948212","","vic:rail:RUT","1","Level 1","1"
"15374","Ruthven Station","-37.70790501","145.00942567","","vic:rail:RUT","1","Level 1","2"
"15375","Reservoir Station","-37.71670648","145.00710270","","vic:rail:RES","1","Level 1","1"
"15376","Reservoir Station","-37.71666911","145.00702429","","vic:rail:RES","1","Level 1","2"
"15377","Regent Station","-37.72848442","145.00280441","","vic:rail:REG","1","Level -1","1"
"15378","Regent Station","-37.72842883","145.00271513","","vic:rail:REG","1","Level 0","2"
"15379","Preston Station","-37.73886456","145.00058495","","vic:rail:PRE","1","Level 1","1"
"15380","Preston Station","-37.73886263","145.00047152","","vic:rail:PRE","1","Level 1","2"
"15381","Bell Station","-37.74603438","145.00036930","","vic:rail:BEL","1","Level 1","1"
"15382","Bell Station","-37.74585957","145.00015838","","vic:rail:BEL","1","Level 1","2"
"15383","Thornbury Station","-37.75516046","144.99860264","","vic:rail:TBY","1","Level 0","1"
"15384","Thornbury Station","-37.75495213","144.99854015","","vic:rail:TBY","1","Level 0","2"
"15385","Croxton Station","-37.76412880","144.99710084","","vic:rail:CXT","1","Level 1","1"
"15386","Croxton Station","-37.76413588","144.99698713","","vic:rail:CXT","1","Level 1","2"
"15387","Northcote Station","-37.76990179","144.99529893","","vic:rail:NCE","1","Level 1","1"
"15388","Northcote Station","-37.76982857","144.99523279","","vic:rail:NCE","1","Level 1","2"
"15389","Merri Station","-37.77793772","144.99302679","","vic:rail:MER","1","Level 1","1"
"15390","Merri Station","-37.77771117","144.99295344","","vic:rail:MER","1","Level 0","2"
"15391","Rushall Station","-37.78317246","144.99243100","","vic:rail:RUS","1","Level 1","1"
"15392","Rushall Station","-37.78288355","144.99187108","","vic:rail:RUS","1","Level 1","2"
"15512","Tottenham Station","-37.79928801","144.86350036","","vic:rail:TOT","1","Level 0","1"
"15513","Tottenham Station","-37.79933243","144.86346501","","vic:rail:TOT","1","Level 0","2"
"15514","West Footscray Station","-37.80163482","144.88367157","","vic:rail:WFY","1","Level 0","1"
"15515","West Footscray Station","-37.80165697","144.88289864","","vic:rail:WFY","1","Level 0","2"
"15516","Middle Footscray Station","-37.80246975","144.89103013","","vic:rail:MFY","1","Level 0","1"
"15517","Middle Footscray Station","-37.80253361","144.89107375","","vic:rail:MFY","1","Level 0","2"
"15518","Footscray Station","-37.80122914","144.90229785","","vic:rail:FSY","1","Level 0","1"
"15519","Footscray Station","-37.80123379","144.90255894","","vic:rail:FSY","1","Level 0","2"
"15522","South Kensington Station","-37.79946443","144.92476672","","vic:rail:SKN","1","Level 0","1"
"15523","South Kensington Station","-37.79957532","144.92492262","","vic:rail:SKN","1","Level 0","2"
"15526","Showgrounds Station","-37.78347886","144.91514237","","vic:rail:SGS","1","Level 0","1"
"15527","Craigieburn Station","-37.60229293","144.94322791","","vic:rail:CGB","1","Level 1","1"
"15528","Craigieburn Station","-37.60223730","144.94313883","","vic:rail:CGB","1","Level 1","2"
"15529","Broadmeadows Station","-37.68299742","144.91973940","","vic:rail:BMS","1","Level 0","1"
"15530","Broadmeadows Station","-37.68273680","144.91978070","","vic:rail:BMS","1","Level 0","2"
"15531","Jacana Station","-37.69533775","144.91583338","","vic:rail:JAC","1","Level 0","1"
"15532","Jacana Station","-37.69532795","144.91578829","","vic:rail:JAC","1","Level 0","2"
"15533","Glenroy Station","-37.70490324","144.91758444","","vic:rail:GRY","1","Level 0","1"
"15534","Glenroy Station","-37.70494567","144.91743580","","vic:rail:GRY","1","Level 0","2"
"15535","Oak Park Station","-37.71809525","144.92159412","","vic:rail:OKP","1","Level 0","1"
"15536","Oak Park Station","-37.71812928","144.92147972","","vic:rail:OKP","1","Level 0","2"
"15537","Pascoe Vale Station","-37.73124475","144.92831816","","vic:rail:PVL","1","Level 0","1"
"15538","Pascoe Vale Station","-37.73128779","144.92820349","","vic:rail:PVL","1","Level 0","2"
"15539","Strathmore Station","-37.74406093","144.92686001","","vic:rail:SME","1","Level 0","1"
"15540","Strathmore Station","-37.74397847","144.92678287","","vic:rail:SME","1","Level 0","2"
"15541","Glenbervie Station","-37.74736057","144.92079827","","vic:rail:GBV","1","Level 0","1"
"15542","Glenbervie Station","-37.74719924","144.92084819","","vic:rail:GBV","1","Level 0","2"
"15544","Essendon Station","-37.75617343","144.91617026","","vic:rail:ESD","1","Level 0","2"
"15545","Essendon Station","-37.75617142","144.91605681","","vic:rail:ESD","1","Level 0","3"
"15546","Moonee Ponds Station","-37.76568985","144.91922928","","vic:rail:MPD","1","Level 0","1"
"15547","Moonee Ponds Station","-37.76576911","144.91912489","","vic:rail:MPD","1","Level 0","2"
"15548","Ascot Vale Station","-37.77533451","144.92189942","","vic:rail:ASV","1","Level 0","1"
"15549","Ascot Vale Station","-37.77541397","144.92180637","","vic:rail:ASV","1","Level 0","2"
"15550","Newmarket Station","-37.78731986","144.92904682","","vic:rail:NKT","1","Level 1","1"
"15551","Newmarket Station","-37.78730906","144.92894492","","vic:rail:NKT","1","Level 1","2"
"15552","Kensington Station","-37.79373618","144.93058245","","vic:rail:KEN","1","Level 0","1"
"15553","Kensington Station","-37.79371577","144.93044674","","vic:rail:KEN","1","Level 0","2"
"2155","Morradoo Station","-38.35386024","145.18948092","","vic:rail:MRO","1","Level 0","1"
"22188","Southern Cross Station","-37.81825315","144.95200455","","vic:rail:SSS","1","Level 0","9"
"22189","Southern Cross Station","-37.81853495","144.95214444","","vic:rail:SSS","1","Level 0","10"
"22190","Southern Cross Station","-37.81853100","144.95191735","","vic:rail:SSS","1","Level 0","11"
"22191","Southern Cross Station","-37.81854783","144.95184872","","vic:rail:SSS","1","Level 0","12"
"22192","Southern Cross Station","-37.81866354","144.95176600","","vic:rail:SSS","1","Level 0","13"
"22193","Southern Cross Station","-37.81868957","144.95170848","","vic:rail:SSS","1","Level 0","14"
"26100","Aircraft Rail Replacement Bus Stop","-37.86713926","144.76089560","","vic:rail:ACF","1","Level 0","Replacement bus"
"26101","Alamein Rail Replacement Bus Stop","-37.86827813","145.07982729","","vic:rail:ALM","1","Level 0","Replacement bus"
"26102","Albion Rail Replacement Bus Stop","-37.77703428","144.82585709","","vic:rail:ALB","1","Level 0","Replacement bus"
"26104","Altona Rail Replacement Bus Stop","-37.86692411","144.83071983","","vic:rail:ALT","1","Level 0","Replacement bus"
"26105","Anstey Rail Replacement Bus Stop","-37.76069268","144.96330992","","vic:rail:ASY","1","Level 0","Replacement bus"
"26107","Ascot Vale Rail Replacement Bus Stop","-37.77657611","144.92331791","","vic:rail:ASV","1","Level 0","Replacement bus"
"26112","Batman Rail Replacement Bus Stop","-37.73361883","144.96526621","","vic:rail:BAT","1","Level 0","Replacement bus"
"26114","Bayswater Rail Replacement Bus Stop","-37.84115658","145.26652474","","vic:rail:BAY","1","Level 0","Replacement bus"
"26115","Beaconsfield Rail Replacement Bus Stop","-38.05068421","145.36651008","","vic:rail:BFD","1","Level 0","Replacement bus"
"26116","Belgrave Rail Replacement Bus Stop","-37.90926733","145.35615208","","vic:rail:BEG","1","Level 0","Replacement bus"
"26117","Bell Rail Replacement Bus Stop","-37.74556230","145.00282205","","vic:rail:BEL","1","Level 0","Replacement bus"
"26119","Berwick Rail Replacement Bus Stop","-38.03873426","145.34460149","","vic:rail:BEW","1","Level 0","Replacement bus"
"26123","Boronia Rail Replacement Bus Stop","-37.86061761","145.28463138","","vic:rail:BOR","1","Level 0","Replacement bus"
"26126","Broadmeadows Rail Replacement Bus Stop","-37.68341377","144.91882061","","vic:rail:BMS","1","Level 0","Replacement bus"
"26127","Brunswick Rail Replacement Bus Stop","-37.76695524","144.96222993","","vic:rail:BWK","1","Level 0","Replacement bus"
"26132","Cardinia Road Rail Replacement Bus Stop","-38.07217075","145.43825108","","vic:rail:CDA","1","Level 0","Replacement bus"
"26133","Carnegie Rail Replacement Bus Stop","-37.88593766","145.05763928","","vic:rail:CNE","1","Level 0","Replacement bus"
"26135","Caulfield Rail Replacement Bus Stop","-37.87758588","145.04199844","","vic:rail:CFD","1","Level 0","Replacement bus"
"26139","Clayton Rail Replacement Bus Stop","-37.92479163","145.12115730","","vic:rail:CLA","1","Level 0","Replacement bus"
"26140","Clifton Hill Rail Replacement Bus Stop","-37.78899337","144.99503289","","vic:rail:CHL","1","Level 0","Replacement bus"
"26141","Coburg Rail Replacement Bus Stop","-37.74311853","144.96637925","","vic:rail:COB","1","Level 0","Replacement bus"
"26142","Collingwood Rail Replacement Bus Stop","-37.80457496","144.99239673","","vic:rail:CWD","1","Level 0","Replacement bus"
"26143","Coolaroo Rail Replacement Bus Stop","-37.66066893","144.92502195","","vic:rail:CLO","1","Level 0","Replacement bus"
"26144","Craigieburn Rail Replacement Bus Stop","-37.60210856","144.94247408","","vic:rail:CGB","1","Level 0","Replacement bus"
"26145","Cranbourne Rail Replacement Bus Stop","-38.10035676","145.28117279","","vic:rail:CBE","1","Level 0","Replacement bus"
"26147","Croxton Rail Replacement Bus Stop","-37.76550359","144.99951580","","vic:rail:CXT","1","Level 0","Replacement bus"
"26149","Dandenong Rail Replacement Bus Stop","-37.99064754","145.20997075","","vic:rail:DNG","1","Level 0","Replacement bus"
"26154","Diggers Rest Rail Replacement Bus Stop","-37.62765502","144.72078671","","vic:rail:DRT","1","Level 0","Replacement bus"
"26158","East Pakenham Rail Replacement Bus Stop","-38.08467988","145.50976065","","vic:rail:EPH","1","Level 0","Replacement bus"
"26163","Epping Rail Replacement Bus Stop","-37.65235308","145.03078000","","vic:rail:EPP","1","Level 0","Replacement bus"
"26164","Essendon Rail Replacement Bus Stop","-37.75624591","144.91670170","","vic:rail:ESD","1","Level 0","Replacement bus"
"26166","Fawkner Rail Replacement Bus Stop","-37.71464386","144.96237083","","vic:rail:FAK","1","Level 0","Replacement bus"
"26167","Ferntree Gully Rail Replacement Bus Stop","-37.88184896","145.29447459","","vic:rail:FTG","1","Level 0","Replacement bus"
"26169","Flemington Bridge Rail Replacement Bus Stop","-37.78920481","144.93940726","","vic:rail:FBD","1","Level 0","Replacement bus"
"26170","Flinders Street Rail Replacement Bus Stop","-37.81798064","144.96591676","","vic:rail:FSS","1","Level 0","Replacement bus"
"26171","Footscray Rail Replacement Bus Stop","-37.80132924","144.90134100","","vic:rail:FSY","1","Level 0","Replacement bus"
"26175","Ginifer Rail Replacement Bus Stop","-37.76005122","144.81195020","","vic:rail:GIN","1","Level 0","Replacement bus"
"26178","Glenbervie Rail Replacement Bus Stop","-37.74804693","144.92037049","","vic:rail:GBV","1","Level 0","Replacement bus"
"26181","Glenroy Rail Replacement Bus Stop","-37.70435755","144.91577356","","vic:rail:GRY","1","Level 0","Replacement bus"
"26182","Gowrie Rail Replacement Bus Stop","-37.70052766","144.96008071","","vic:rail:GOW","1","Level 0","Replacement bus"
"26184","Hallam Rail Replacement Bus Stop","-38.01808761","145.27071412","","vic:rail:HLM","1","Level 0","Replacement bus"
"26189","Hawkstowe Rail Replacement Bus Stop","-37.62340108","145.09689860","","vic:rail:HWS","1","Level 0","Replacement bus"
"26192","Heathmont Rail Replacement Bus Stop","-37.82903621","145.24408397","","vic:rail:HMT","1","Level 0","Replacement bus"
"26197","Hoppers Crossing Rail Replacement Bus Stop","-37.88314544","144.70072024","","vic:rail:HCG","1","Level 0","Replacement bus"
"26198","Hughesdale Rail Replacement Bus Stop","-37.89441529","145.07669196","","vic:rail:HUG","1","Level 0","Replacement bus"
"26199","Huntingdale Rail Replacement Bus Stop","-37.91106123","145.10340965","","vic:rail:HUN","1","Level 0","Replacement bus"
"26200","Hurstbridge Rail Replacement Bus Stop","-37.63952777","145.19224041","","vic:rail:HBE","1","Level 0","Replacement bus"
"26202","Jacana Rail Replacement Bus Stop","-37.69490200","144.91616314","","vic:rail:JAC","1","Level 0","Replacement bus"
"26203","Jewell Rail Replacement Bus Stop","-37.77457458","144.96091946","","vic:rail:JWL","1","Level 0","Replacement bus"
"26204","Jolimont-MCG Rail Replacement Bus Stop","-37.81625044","144.98320844","","vic:rail:JLI","1","Level 0","Replacement bus"
"26207","Keilor Plains Rail Replacement Bus Stop","-37.73016763","144.79449459","","vic:rail:KPL","1","Level 0","Replacement bus"
"26208","Kensington Rail Replacement Bus Stop","-37.79418592","144.93104686","","vic:rail:KEN","1","Level 0","Replacement bus"
"26209","Keon Park Rail Replacement Bus Stop","-37.69358775","145.01172527","","vic:rail:KPK","1","Level 0","Replacement bus"
"26212","Lalor Rail Replacement Bus Stop","-37.66515237","145.01692833","","vic:rail:LAL","1","Level 0","Replacement bus"
"26213","Laverton Rail Replacement Bus Stop","-37.86436303","144.77177811","","vic:rail:LAV","1","Level 0","Replacement bus"
"26216","Lynbrook Rail Replacement Bus Stop","-38.05866999","145.25075934","","vic:rail:LBK","1","Level 0","Replacement bus"
"26217","Macaulay Rail Replacement Bus Stop","-37.79509296","144.93651809","","vic:rail:MAC","1","Level 0","Replacement bus"
"26223","Merinda Park Rail Replacement Bus Stop","-38.07958031","145.26432993","","vic:rail:MPK","1","Level 0","Replacement bus"
"26224","Merlynston Rail Replacement Bus Stop","-37.72201662","144.96347351","","vic:rail:MYN","1","Level 0","Replacement bus"
"26225","Mernda Rail Replacement Bus Stop","-37.60274590","145.10142367","","vic:rail:MDD","1","Level 0","Replacement bus"
"26226","Merri Rail Replacement Bus Stop","-37.77755912","144.99249204","","vic:rail:MER","1","Level 0","Replacement bus"
"26228","Middle Footscray Rail Replacement Bus Stop","-37.80295999","144.89123198","","vic:rail:MFY","1","Level 0","Replacement bus"
"26229","Middle Gorge Rail Replacement Bus Stop","-37.64393552","145.09272521","","vic:rail:MMR","1","Level 0","Replacement bus"
"26232","Moonee Ponds Rail Replacement Bus Stop","-37.76553993","144.91941511","","vic:rail:MPD","1","Level 0","Replacement bus"
"26236","Moreland Rail Replacement Bus Stop","-37.75528404","144.96426414","","vic:rail:MLD","1","Level 0","Replacement bus"
"26239","Murrumbeena Rail Replacement Bus Stop","-37.88962316","145.06692369","","vic:rail:MRB","1","Level 0","Replacement bus"
"26240","Narre Warren Rail Replacement Bus Stop","-38.02694229","145.30321467","","vic:rail:NWA","1","Level 0","Replacement bus"
"26241","Newmarket Rail Replacement Bus Stop","-37.78789698","144.92804279","","vic:rail:NKT","1","Level 0","Replacement bus"
"26242","Newport Rail Replacement Bus Stop","-37.84249141","144.88254956","","vic:rail:NPT","1","Level 0","Replacement bus"
"26243","Noble Park Rail Replacement Bus Stop","-37.96632864","145.17621817","","vic:rail:NPK","1","Level 0","Replacement bus"
"26245","North Melbourne Rail Replacement Bus Stop","-37.80678123","144.94270106","","vic:rail:NME","1","Level 0","Replacement bus"
"26246","North Richmond Rail Replacement Bus Stop","-37.81041561","144.99139798","","vic:rail:NRM","1","Level 0","Replacement bus"
"26247","North Williamstown Rail Replacement Bus Stop","-37.85750447","144.89056490","","vic:rail:NWN","1","Level 0","Replacement bus"
"26248","Northcote Rail Replacement Bus Stop","-37.76902450","144.99617407","","vic:rail:NCE","1","Level 0","Replacement bus"
"26250","Oak Park Rail Replacement Bus Stop","-37.71789410","144.91989804","","vic:rail:OKP","1","Level 0","Replacement bus"
"26251","Oakleigh Rail Replacement Bus Stop","-37.90046403","145.08786195","","vic:rail:OAK","1","Level 0","Replacement bus"
"26252","Officer Rail Replacement Bus Stop","-38.06662459","145.41374686","","vic:rail:OFC","1","Level 0","Replacement bus"
"26254","Pakenham Rail Replacement Bus Stop","-38.08006493","145.48503364","","vic:rail:PKM","1","Level 0","Replacement bus"
"26257","Pascoe Vale Rail Replacement Bus Stop","-37.72966526","144.92818064","","vic:rail:PVL","1","Level 0","Replacement bus"
"26260","Preston Rail Replacement Bus Stop","-37.73763380","145.00134432","","vic:rail:PRE","1","Level 0","Replacement bus"
"26261","Regent Rail Replacement Bus Stop","-37.73064575","145.00324559","","vic:rail:REG","1","Level 0","Replacement bus"
"26262","Reservoir Rail Replacement Bus Stop","-37.71738150","145.00758378","","vic:rail:RES","1","Level 0","Replacement bus"
"26265","Ringwood Rail Replacement Bus Stop","-37.81521594","145.22932529","","vic:rail:RWD","1","Level 0","Replacement bus"
"26267","Riversdale Rail Replacement Bus Stop","-37.83291516","145.06988194","","vic:rail:RIV","1","Level 0","Replacement bus"
"26269","Roxburgh Park Rail Replacement Bus Stop","-37.63891666","144.93492007","","vic:rail:RXP","1","Level 0","Replacement bus"
"26270","Royal Park Rail Replacement Bus Stop","-37.78064464","144.95082899","","vic:rail:RPK","1","Level 0","Replacement bus"
"26271","Rushall Rail Replacement Bus Stop","-37.78300395","144.99100486","","vic:rail:RUS","1","Level 0","Replacement bus"
"26272","Ruthven Rail Replacement Bus Stop","-37.70700921","145.00921143","","vic:rail:RUT","1","Level 0","Replacement bus"
"26273","Sandown Park Rail Replacement Bus Stop","-37.95680730","145.16259071","","vic:rail:SNP","1","Level 0","Replacement bus"
"26276","Seaholme Rail Replacement Bus Stop","-37.86764832","144.83873537","","vic:rail:SHE","1","Level 0","Replacement bus"
"26277","Seddon Rail Replacement Bus Stop","-37.80898396","144.89499066","","vic:rail:SEN","1","Level 0","Replacement bus"
"26279","South Kensington Rail Replacement Bus Stop","-37.79825583","144.92062119","","vic:rail:SKN","1","Level 0","Replacement bus"
"26280","South Morang Rail Replacement Bus Stop","-37.64929429","145.06705158","","vic:rail:SMG","1","Level 0","Replacement bus"
"26284","Spotswood Rail Replacement Bus Stop","-37.82980812","144.88684338","","vic:rail:SPT","1","Level 0","Replacement bus"
"26285","Springvale Rail Replacement Bus Stop","-37.94994172","145.15347513","","vic:rail:SPG","1","Level 0","Replacement bus"
"26286","St Albans Rail Replacement Bus Stop","-37.74504345","144.80063518","","vic:rail:SAB","1","Level 0","Replacement bus"
"26288","Strathmore Rail Replacement Bus Stop","-37.74413233","144.92784535","","vic:rail:SME","1","Level 0","Replacement bus"
"26289","Sunbury Rail Replacement Bus Stop","-37.57902248","144.72844185","","vic:rail:SUY","1","Level 0","Replacement bus"
"26290","Sunshine Rail Replacement Bus Stop","-37.78904930","144.83284051","","vic:rail:SUN","1","Level 0","Replacement bus"
"26293","Tecoma Rail Replacement Bus Stop","-37.90634723","145.34264759","","vic:rail:TCM","1","Level 0","Replacement bus"
"26294","Thomastown Rail Replacement Bus Stop","-37.68081669","145.01380120","","vic:rail:TSN","1","Level 0","Replacement bus"
"26295","Thornbury Rail Replacement Bus Stop","-37.75658946","145.00102723","","vic:rail:TBY","1","Level 0","Replacement bus"
"26298","Tottenham Rail Replacement Bus Stop","-37.79953644","144.86278907","","vic:rail:TOT","1","Level 0","Replacement bus"
"26300","Upfield Rail Replacement Bus Stop","-37.66619995","144.94650984","","vic:rail:UFD","1","Level 0","Replacement bus"
"26301","Upper Ferntree Gully Rail Replacement Bus Stop","-37.89354089","145.31031922","","vic:rail:UFG","1","Level 0","Replacement bus"
"26302","Upwey Rail Replacement Bus Stop","-37.90334862","145.33134109","","vic:rail:UPW","1","Level 0","Replacement bus"
"26303","Victoria Park Rail Replacement Bus Stop","-37.80041390","144.99306592","","vic:rail:VPK","1","Level 0","Replacement bus"
"26304","Watergardens Rail Replacement Bus Stop","-37.70072556","144.77430593","","vic:rail:WGS","1","Level 0","Replacement bus"
"26306","Wattle Glen Rail Replacement Bus Stop","-37.66365189","145.18274459","","vic:rail:WTT","1","Level 0","Replacement bus"
"26307","Werribee Rail Replacement Bus Stop","-37.89892435","144.66050692","","vic:rail:WER","1","Level 0","Replacement bus"
"26308","West Footscray Rail Replacement Bus Stop","-37.80231891","144.88412906","","vic:rail:WFY","1","Level 0","Replacement bus"
"26309","West Richmond Rail Replacement Bus Stop","-37.81517687","144.99051919","","vic:rail:WRM","1","Level 0","Replacement bus"
"26310","Westall Rail Replacement Bus Stop","-37.93786371","145.13847296","","vic:rail:WTL","1","Level 0","Replacement bus"
"26312","Westona Rail Replacement Bus Stop","-37.86444176","144.81248051","","vic:rail:WTO","1","Level 0","Replacement bus"
"26313","Williams Landing Rail Replacement Bus Stop","-37.86947592","144.74828641","","vic:rail:WLD","1","Level 0","Replacement bus"
"26314","Williamstown Beach Rail Replacement Bus Stop","-37.86385491","144.89494197","","vic:rail:WBH","1","Level 0","Replacement bus"
"26315","Williamstown Rail Replacement Bus Stop","-37.86756640","144.90547637","","vic:rail:WIL","1","Level 0","Replacement bus"
"26318","Yarraman Rail Replacement Bus Stop","-37.97793373","145.19183585","","vic:rail:YMN","1","Level 0","Replacement bus"
"26319","Yarraville Rail Replacement Bus Stop","-37.81618213","144.88933356","","vic:rail:YVE","1","Level 0","Replacement bus"
"26501","Cardinia Road Station","-38.07129736","145.43763126","","vic:rail:CDA","1","Level 0","1"
"26502","Cardinia Road Station","-38.07119856","145.43765616","","vic:rail:CDA","1","Level 0","2"
"26503","Coolaroo Station","-37.66153357","144.92601811","","vic:rail:CLO","1","Level 0","1"
"26504","Coolaroo Station","-37.66128878","144.92593424","","vic:rail:CLO","1","Level 0","2"
"26505","Diggers Rest Station","-37.62763267","144.72009623","","vic:rail:DRT","1","Level 0","1"
