OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,Undersized,Shallow Main,Condition Score,OVERSIZED,CLEANED,Shape__Length
150394,135204,ACTIVE,KIT 4,606655,5.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/2/2017 12:00:00 AM,PURCHASED,WALTERFEDY,KITCHENER,N,,-1,4,0,N,N,9.35,N,Y,5.94692863065275
150395,135206,ACTIVE,KIT 4,103246,24.6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,10/12/2017 12:00:00 AM,DONATED,WALTERFEDY,KITCHENER,N,,-1,4,0,N,N,9.35,N,Y,24.5526728821533
150396,135208,ACTIVE,KIT 4,103246,6.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,10/12/2017 12:00:00 AM,PURCHASED,WALTERFEDY,KITCHENER,N,,-1,4,0,N,N,9.35,N,Y,6.59151353722285
150397,135210,ACTIVE,KIT 4,103246,66.9m 200mm  PVC,TREATED,200,PVC,NO,,NONE,10/12/2017 12:00:00 AM,DONATED,WALTERFEDY,KITCHENER,N,,-1,4,0,N,N,9.35,N,Y,66.9488026618404
150398,135212,ACTIVE,KIT 4,103247,6.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,10/12/2017 12:00:00 AM,DONATED,WALTERFEDY,KITCHENER,N,,-1,4,0,N,N,9.35,N,Y,6.08092704114849
150690,135214,ACTIVE,KIT 4A,603356,1.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/20/2017 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,2,42,N,N,9.35,N,Y,1.48702639264478
150691,135216,ACTIVE,KIT 4A,603356,70.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/20/2017 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,2,42,N,N,9.35,N,Y,70.8099126092801
150692,135218,ACTIVE,KIT 4A,603354,71.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/20/2017 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,2,42,N,N,9.35,N,Y,71.5996233349064
150693,135220,ACTIVE,KIT 4A,603356,1.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/20/2017 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,2,42,N,N,9.35,N,Y,1.60212677651068
150694,135222,ACTIVE,KIT 4A,603356,1.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/20/2017 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,2,42,N,N,9.35,N,Y,1.39984150870722
151649,135434,ACTIVE,KIT 4,600052,53.3m 150mm  PVCO,TREATED,150,PVCO,NO,,NONE,1/22/2014 12:00:00 AM,PURCHASED,,KITCHENER,N,,-1,4,0,N,N,9.35,N,Y,53.2970293033115
151969,135454,ACTIVE,KIT 4,104425,6.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2017 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,6.78553986464287
151970,135456,ACTIVE,KIT 4,104425,6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,3/19/2019 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.85,N,N,6.02095716075854
151971,135458,ACTIVE,KIT 4,601708,59.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2017 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,59.8815576013516
151972,135460,ACTIVE,KIT 4,604151,36.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2017 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,36.0853470043138
151973,135462,ACTIVE,KIT 4,604151,16.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2017 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,16.3063261549619
151974,135464,ACTIVE,KIT 4,600178,29.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2017 12:00:00 AM,PURCHASED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,29.4187484391532
151975,135466,ACTIVE,KIT 4,104425,40.7m 200mm  PVC,TREATED,200,PVC,NO,,NONE,10/1/2017 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,40.7267743593887
151976,135468,ACTIVE,KIT 4,600179,79.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2017 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,79.8343335073167
151977,135470,ACTIVE,KIT 4,600179,12m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2017 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,12.0383596354685
151978,135472,ACTIVE,KIT 4,601708,13.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2017 12:00:00 AM,DONATED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,13.6822179802303
152289,135476,ACTIVE,KIT 4,40181,5.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1936 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,27,Y,N,7.75,N,Y,5.22415134858708
152290,135474,ACTIVE,KIT 4,40181,2.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1936 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,27,Y,N,7.75,N,Y,2.55304533687999
152305,135496,ACTIVE,KIT 5,103524,6.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,4/5/2016 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,6.33048003338373
152306,135498,ACTIVE,KIT 5,103524,3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,4/5/2016 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,3.0248459684278
152307,135500,ACTIVE,KIT 5,103644,7.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,4/5/2016 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,7.5145780739198
152308,135502,ACTIVE,KIT 5,103524,4.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,4/5/2016 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,4.81678862451193
152309,135504,ACTIVE,KIT 5,103645,19.2m 300mm  PVC,TREATED,300,PVC,NO,,NONE,4/5/2016 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,19.2482361119968
152310,135506,ACTIVE,KIT 5,103524,44m 150mm  PVC,TREATED,150,PVC,NO,,NONE,4/5/2016 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,43.9628914815359
152312,135510,ACTIVE,KIT 5,103645,87.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,4/5/2016 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,87.1339129632275
152313,135512,ACTIVE,KIT 5,103524,70.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,4/5/2016 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,70.1957370670763
152314,135514,ACTIVE,KIT 5,103524,138.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,4/5/2016 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,138.437246680084
152315,135516,ACTIVE,KIT 5,103524,166.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,4/5/2016 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,166.627211967177
152609,135534,ACTIVE,KIT 4,604151,37m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2018 12:00:00 AM,DONATED,STANTEC CONSULTING,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,37.0258293559391
152610,135536,ACTIVE,KIT 4,600181,13.7m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2018 12:00:00 AM,DONATED,STANTEC CONSULTING,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,13.7000147825681
152611,135538,ACTIVE,KIT 4,600183,32.7m 200mm  PVC,TREATED,200,PVC,NO,,NONE,4/29/2019 12:00:00 AM,PURCHASED,STANTEC,KITCHENER,N,,-1,3,21,N,N,9.85,N,N,32.6891400804968
152612,135540,ACTIVE,KIT 4,600183,52.9m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2018 12:00:00 AM,DONATED,STANTEC CONSULTING,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,52.9464892883738
152613,135542,ACTIVE,KIT 4,600183,68.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2018 12:00:00 AM,DONATED,STANTEC CONSULTING,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,68.5026972992005
152614,135544,ACTIVE,KIT 4,600181,140.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2018 12:00:00 AM,DONATED,STANTEC CONSULTING,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,140.067276834515
152615,135546,ACTIVE,KIT 4,102802,98.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2018 12:00:00 AM,DONATED,STANTEC CONSULTING,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,98.0978696369819
152616,135548,ACTIVE,KIT 4,102802,25.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2018 12:00:00 AM,DONATED,STANTEC CONSULTING,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,25.9371415020004
152617,135550,ACTIVE,KIT 4,600181,3.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2018 12:00:00 AM,DONATED,STANTEC CONSULTING,KITCHENER,N,,-1,3,21,N,N,9.35,N,N,3.76202001135996
152618,135554,ACTIVE,KIT 4,1231,1.2m 300mm  CI,TREATED,300,CI,NO,,NONE,1/1/1957 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,22,N,N,7.75,N,N,1.2211550327003
153249,135574,ACTIVE,KIT 4,13245,3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/21/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,4,19,N,N,9.35,N,Y,2.97055347907201
153250,135576,ACTIVE,KIT 4,13245,9.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/21/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,4,19,N,N,9.35,N,Y,9.84359321847489
153257,135590,ACTIVE,KIT 4,13253,12.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/21/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,4,19,N,N,9.35,N,Y,12.6586913656355
153260,135596,ACTIVE,KIT 4,13253,122.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/21/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,4,19,N,N,6.15,N,Y,122.483714496586
153262,135600,ACTIVE,KIT 4,13243,227.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/21/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,4,19,N,N,6.15,N,Y,227.050614878981
153569,135602,ACTIVE,KIT 4,10479,2.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,2.92282050793541
153571,135606,ACTIVE,KIT 4,10435,17.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,17.5373978250813
153572,135608,ACTIVE,KIT 4,10382,7.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,7.21211260679588
153576,135616,ACTIVE,KIT 4,10422,165.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,165.713456449387
153578,135620,ACTIVE,KIT 4,10422,12.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,12.9297793768973
153579,135622,ACTIVE,KIT 4,10436,7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,6.97659556193163
153580,135624,ACTIVE,KIT 4,10436,51m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,50.9609454670647
153581,135626,ACTIVE,KIT 4,10478,5.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,5.92415288439775
153582,135628,ACTIVE,KIT 4,10478,81.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,81.4647164575711
153583,135630,ACTIVE,KIT 4,10478,10m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,10.025188480023
153585,135634,ACTIVE,KIT 4,10382,74.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,74.7923781503563
153586,135636,ACTIVE,KIT 4,10382,72.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,6.95,N,Y,72.1951875424546
153587,135638,ACTIVE,KIT 4,10382,68.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,68.8944639907279
153588,135640,ACTIVE,KIT 4,10382,5.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,9.35,N,Y,5.9338650896784
153589,135642,ACTIVE,KIT 4,6950,15.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,37,N,N,9.35,N,Y,15.4917545956047
153590,135644,ACTIVE,KIT 4,10382,64.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/28/2018 12:00:00 AM,PURCHASED,WSP CANADA INC.,KITCHENER,N,,-1,2,35,N,N,6.95,N,Y,64.8120918330735
153591,135654,ACTIVE,KIT 4,9202,212.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,5/15/2018 12:00:00 AM,PURCHASED,COFK,KITCHENER,N,,-1,1,17,N,N,9.35,N,Y,212.862728901608
153592,135656,ACTIVE,KIT 4,9203,186.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,7/15/2018 12:00:00 AM,PURCHASED,COFK,KITCHENER,N,,-1,1,17,N,N,9.35,N,Y,186.08906160695
153889,135674,ACTIVE,KIT 4,9202,7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,5/15/2018 12:00:00 AM,PURCHASED,COFK,KITCHENER,N,,-1,1,17,N,N,5.43,N,Y,7.04056029944481
153890,135676,ACTIVE,KIT 4,9202,3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,5/15/2018 12:00:00 AM,PURCHASED,COFK,KITCHENER,N,,-1,1,17,N,N,9.35,N,Y,2.97647135253694
154236,135748,ACTIVE,KIT 2W,602361,23.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,23.804754711108
154237,135750,ACTIVE,KIT 2W,602266,85m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,85.0001417721735
154238,135752,ACTIVE,KIT 2W,602266,15.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,15.5259888624275
154239,135754,ACTIVE,KIT 2W,602266,8.6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,8.57404301427594
154240,135756,ACTIVE,KIT 2W,602266,180.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,180.513964738015
154241,135758,ACTIVE,KIT 2W,604295,13.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,13.2771154368643
154242,135760,ACTIVE,KIT 2W,604295,126.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,126.841922719469
154243,135762,ACTIVE,KIT 2W,604296,63.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,63.7968256141173
154244,135764,ACTIVE,KIT 2W,602277,105.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,105.255285908232
154245,135766,ACTIVE,KIT 2W,602277,140.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,140.790325365188
154246,135768,ACTIVE,KIT 2W,602266,176.6m 450mm  PVC,TREATED,450,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,REGION,N,,-1,5,40,N,N,9.85,N,N,176.605490086966
154247,135770,ACTIVE,KIT 2W,602266,8.6m 450mm  PVC,TREATED,450,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,REGION,N,,-1,5,40,N,N,9.85,N,N,8.57395166875635
154248,135772,ACTIVE,KIT 2W,602266,240.1m 450mm  PVC,TREATED,450,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,REGION,N,,-1,5,40,N,N,9.85,N,N,240.116130441044
154249,135774,ACTIVE,KIT 2W,602266,10.4m 450mm  PVC,TREATED,450,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,REGION,N,,-1,5,40,N,N,9.85,N,N,10.4228193814855
154250,135776,ACTIVE,KIT 2W,102854,33.1m 450mm  PVC,TREATED,450,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,REGION,N,,-1,5,40,N,N,9.85,N,N,33.1285567161924
154253,135782,ACTIVE,KIT 2W,602266,1.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,1.50001206541908
154254,135784,ACTIVE,KIT 2W,602266,1.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,1.50001206712053
154255,135786,ACTIVE,KIT 2W,102852,4.9m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,4.86500908140697
154256,135788,ACTIVE,KIT 2W,602261,42.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,42.4890863555439
154257,135790,ACTIVE,KIT 2W,102852,17.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,17.3041600009734
154258,135792,ACTIVE,KIT 2W,102852,32.2m 450mm  PVC,TREATED,450,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,REGION,N,,-1,5,40,N,N,9.85,N,N,32.1653512733028
154259,135794,ACTIVE,KIT 2W,602266,60.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,60.5487549091444
154260,135796,ACTIVE,KIT 2W,602264,121.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,121.272787709454
154261,135798,ACTIVE,KIT 2W,602264,12.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,12.3115229734953
154262,135800,ACTIVE,KIT 2W,602266,128.9m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/2017 12:00:00 AM,DONATED,SCS CONSULTING,KITCHENER,N,,-1,5,40,N,N,9.35,N,N,128.862062373506
154264,135816,ACTIVE,KIT 5,103668,31m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/8/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,30.9989579436952
154265,135818,ACTIVE,KIT 5,103659,23m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/17/2015 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,22.9784223746177
154266,135820,ACTIVE,KIT 5,103648,57.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/16/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,57.3116599833646
154267,135822,ACTIVE,KIT 5,103780,7.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/14/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,7.46966950555837
154268,135824,ACTIVE,KIT 5,103524,3.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/14/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,3.73072356157073
154269,135826,ACTIVE,KIT 5,103659,11.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/17/2015 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,11.0659722495073
154270,135828,ACTIVE,KIT 5,103657,6.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/17/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,6.80096325732584
154271,135830,ACTIVE,KIT 5,103657,10.6m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/16/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,10.590571147806
154272,135832,ACTIVE,KIT 5,605329,38.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/15/2015 12:00:00 AM,DONATED,MTE CONSULTING LTD,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,38.3548105347526
154529,135834,ACTIVE,KIT 5,103665,34.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/9/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,34.3701162615291
154530,135836,ACTIVE,KIT 5,103665,19.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/9/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,19.1333283824818
154531,135838,ACTIVE,KIT 5,103780,12m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/9/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,12.0080714340654
154532,135840,ACTIVE,KIT 5,103780,7.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/9/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,7.75904076781917
154533,135842,ACTIVE,KIT 5,103845,63.2m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/9/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,63.1656699447197
154534,135844,ACTIVE,KIT 5,103780,6.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/9/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,6.24952537083733
154535,135846,ACTIVE,KIT 5,103646,77m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/9/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,76.9617895643562
154536,135848,ACTIVE,KIT 5,103665,55m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/9/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,54.9950187434426
154537,135850,ACTIVE,KIT 5,103780,178.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,12/9/2015 12:00:00 AM,DONATED,MTE CONSULTANTS INC.,KITCHENER,N,,-1,6,0,N,N,9.35,N,Y,178.865040743519
