asset_id,asset_key,dataset,link,source,publisher,description,themes,used_by,datatype,size,variable_count,variables
ASSET-0178,MOP:road-corridors,Road corridors,https://data.melbourne.vic.gov.au/explore/dataset/road-corridors/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This shapefile shows all of the public road and laneway segments within the City of Melbourne. This outlines the street name and the names of the between streets For further information on who is the responsible authority for the road can be found in the attached document.,Transport,,Geospatial,4177,11,geo_point_2d | geo_shape | seg_id | str_type | dtupdate | status_id | seg_descr | poly_area | gisid | street_id | seg_part
ASSET-0179,MOP:road-segment,Road Segment,https://data.melbourne.vic.gov.au/explore/dataset/road-segment/,City of Melbourne Open Data,data.melbourne.vic.gov.au,GisGeoDbPres.MAPBASE.RoadSegmentDetails,Not stated,,Geospatial,3974,23,segid | treeplantingschedule | streetcleaningarea | latitude | seg_length | streetcleaningcategory | easting | northing | parkingofficersectionid | objectid | streetfrom | longitude | streetto | streetname | parkingofficerareaid | responsibleauthoritycommonname | asset_number | segdescr | parkingofficersection | segtype | inspectfrequency | geo_shape | geo_point_2d
ASSET-0180,MOP:road-segments-with-surface-type,"Road segments, with surface type",https://data.melbourne.vic.gov.au/explore/dataset/road-segments-with-surface-type/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Polygons representing different types of surface information, i.e. - Carriageway, footpath, kerb, channel, median, nature strip and tramway. Polygons representing different types of surface information, i.e. - Carriageway, footpath, kerb, channel, median, nature strip and tramway. Field descriptions: assetno - unique council reference integer. material – description of polygon surface material. instaldate - installation date of surface. condition – visual condition of asset rated 1 to 5(1 failed and 5 good condition) area_sqm – Square meter area value of polygon. length – running length of asset in metres width – average width of asset in metres type – road surface type i.e. carriageway, footpath, median etc the_geom - A Well Known Text (WKT v1.1) representation of the geometry",Transport,,Geospatial,61424,21,assetid | description | class | type | area | assetmanager | company | conditionrating | roadsegmentdescription | contract | evaluationdate | installationdate | ownership | primaryservicemanager | responsibleauthoritycommonname | segtype | surfacematerial | designlife | json_geometry | geometry | geo_point_2d
ASSET-0181,MOP:rooftops-with-environmental-retrofitting-opportunities-rooftop-project,"Rooftops with environmental retrofitting opportunities (""Rooftop Project"")",https://data.melbourne.vic.gov.au/explore/dataset/rooftops-with-environmental-retrofitting-opportunities-rooftop-project/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The Rooftop Project dataset shows where there may be opportunities to retrofit existing building rooftops for green roofs (intensive and extensive), cool roofs and solar panel installations in Melbourne. There are four ESRI shapefiles comprising the main output of this project. These datasets have been zipped into a single download file. Preview the data in an interactive map view here . The raw project files are also availible in a GeoTiff file format, if you would like access to these, they are available for download from the attachments section below.",Environment,,Tabular,0,Not stated,Not stated
ASSET-0182,MOP:sdg-indicators,SDG Indicators,https://data.melbourne.vic.gov.au/explore/dataset/sdg-indicators/,City of Melbourne Open Data,City of Melbourne,City of Melbourne Sustainable Development Goals,City Council,,Tabular,1,3,column_1 | column_2 | column_3
ASSET-0183,MOP:self-guided-walks,Self Guided Walks,https://data.melbourne.vic.gov.au/explore/dataset/self-guided-walks/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset represents self guided walks throughout Melbourne.,People,,Geospatial,34,4,geo_point_2d | geo_shape | name | distance
ASSET-0184,MOP:sensor-readings-with-temperature-light-humidity-every-5-minutes-at-8-locations-t,"Sensor readings, with temperature, light, humidity every 5 minutes at 8 locations (trial, 2014 to 2015)",https://data.melbourne.vic.gov.au/explore/dataset/sensor-readings-with-temperature-light-humidity-every-5-minutes-at-8-locations-t/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"In 2012, Council and ARUP partnered with the University of Melbourne on a three year Australian Research Council Linkage Grant for Creating a Smart City through Internet of Things."" The aim of the research was to develop new systems and algorithms that can help City administrators remotely monitor, understand and interpret real time information on urban environments"" The researchers are now applying the research in the City by deploying a three month 'real-world' data collection and testing trial. The environmental sensors, measuring light levels, humidity and temperature, have been deployed at Fitzroy Gardens and Library at the Dock. The data collected will assist the Urban Landscapes branch to better understand and communicate the impact of canopy cover for urban cooling.",Environment,,Geospatial,56570,21,timestamp | mac | boardtype | boardid | temp_max | temp_min | temp_avg | light_max | light_min | light_avg | humidity_min | humidity_max | humidity_avg | model | latitude | longitude | elevation | location | rowid | position | geolocation
ASSET-0185,MOP:sign-panels-non-parking,Sign Panels (Non Parking),https://data.melbourne.vic.gov.au/explore/dataset/sign-panels-non-parking/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains all the non parking sign panels, such as Stop signs, wayfinding, speed restrictions within the City of Melbourne. A sign panel is the part of the sign that display the information. This dataset also contains information regarding disabled access, as referenced in the data by the use of DDA acronym.",City Council,,Geospatial,26827,8,asset_description | model_descr_lupvalue | model_no_lupvalue | panel_text | parent_sign_id | lat | lon | location
ASSET-0186,MOP:sign-plates-located-in-each-parking-zone,Sign plates located in each Parking zone,https://data.melbourne.vic.gov.au/explore/dataset/sign-plates-located-in-each-parking-zone/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"A sign plate is where the parking restrictions are displayed. This data set displays parking sign plates that are within a parking zone. There can be multiple restrictions per parking zone. Restrictions_display indicates the parking period in hours, unless specific codes are used: FP1P Free Parking 1 hour MP2P Meter Parking 2 hours limit LZ30 Loading Zone 30 minutes limit QP Quarter Parking (15 minutes) This data can be linked to both the street segments to a parking zone dataset",Transport,,Tabular,1821,5,parkingzone | restriction_days | time_restrictions_start | time_restrictions_finish | restriction_display
ASSET-0187,MOP:sign-plates-located-in-each-pay-stay-zone,Sign plates located in each Pay Stay zone,https://data.melbourne.vic.gov.au/explore/dataset/sign-plates-located-in-each-pay-stay-zone/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset refers to a deprecated parking management solution. A sign plate is where the parking restrictions are displayed. This data set displays parking sign plates that are within a Pay Stay zone. There can be multiple restrictions per Pay Stay zone This data can be linked to both the street segments to a Pay Stay zone dataset https://data.melbourne.vic.gov.au/explore/dataset/pay-stay-zones-linked-to-street-segments/information/ and also the Pay Stay parking restrictions dataset https://data.melbourne.vic.gov.au/explore/dataset/pay-stay-parking-restrictions/information/ The datasets can be joined on Pay Stay zone. For further information on Pay Stay https://www.paystay.com.au/,Transport,,Tabular,1495,6,pay_stay_zone | restriction_and_payment_display | sign_exemptions | days_of_restriction | time_restrictions_start | time_restrictions_finish
ASSET-0015,MOP:small-areas-for-census-of-land-use-and-employment-clue,Small Areas for Census of Land Use and Employment (CLUE),https://data.melbourne.vic.gov.au/explore/dataset/small-areas-for-census-of-land-use-and-employment-clue/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Spatial layer of small areas used for the City of Melbourne's Census Of Land Use And Employment (CLUE) analysis. Note that these small area boundaries do not exactly correspond with gazetted suburb or postcode boundaries. For more information about CLUE see http://www.melbourne.vic.gov.au/clue,Business,UC00061,Geospatial,13,5,geo_point_2d | geo_shape | featurenam | shape_area | shape_len
ASSET-0188,MOP:social-indicators-for-city-of-melbourne-residents-2018,Social Indicators for City of Melbourne Residents 2018,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2018/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City of Melbourne Social Indicators Survey (CoMSIS) was conducted for the first time in 2018. The survey collects data about the state of health, well-being, participation and connection of communities in the Melbourne Local Government Area, primarily to report on key Council Plan 2017-21 municipal outcome indicators. This new survey program replaces the previous Future Melbourne surveys and will be conducted on an annual basis. This data set provides indicator results for 1,247 residents surveyed via a mix of telephone and online interviewing. Results have been provided by suburb, gender and age groups and has been weighted according to population proportions for the Melbourne LGA. Responses such as don't know, don't understand, prefer not to say, not applicable etc. were excluded in the calculation of indicators. The sample sizes shown reflect this accordingly.",People,,Tabular,666,10,indicator | type | topic | description | response | year | respondent_group | sample_size | result | format
ASSET-0189,MOP:social-indicators-for-city-of-melbourne-residents-2019,Social Indicators for City of Melbourne Residents 2019,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2019/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City of Melbourne Social Indicators Survey (CoMSIS) was conducted for the first time in 2018. The survey collects data, annually, about the state of health, well-being, participation and connection of communities in the Melbourne Local Government Area, primarily to report on key Council Plan 2017-21 municipal outcome indicators. This dataset provides indicator results for 1,212 residents surveyed via telephone and online. Data has been provided by suburb, gender and age groups and has been weighted according to population proportions. Responses such as don't know, not sure, not applicable etc. were excluded in the calculation of indicators. The sample sizes shown reflect this accordingly.",People,,Tabular,664,10,indicator | type | topic | description | response | year | respondent_group | sample_size | result | format
ASSET-0190,MOP:social-indicators-for-city-of-melbourne-residents-2020,Social Indicators for City of Melbourne Residents 2020,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2020/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City of Melbourne Social Indicators Survey (CoMSIS) was conducted for the first time in 2018. The survey collects data, annually, about the state of health, well-being, participation and connection of communities in the Melbourne Local Government Area, primarily to report on key Council Plan 2017-21 municipal outcome indicators. This dataset provides indicator results for 1,212 residents surveyed via telephone and online. Data has been provided by suburb, gender and age groups and has been weighted according to population proportions. Responses such as don't know, not sure, not applicable etc. were excluded in the calculation of indicators. The sample sizes shown reflect this accordingly.",People,,Tabular,664,10,indicator | type | topic | description | response | year | respondent_group | sample_size | result | format
ASSET-0191,MOP:social-indicators-for-city-of-melbourne-residents-2021,Social Indicators for City of Melbourne Residents 2021,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2021/,City of Melbourne Open Data,City of Melbourne,"The City of Melbourne Social Indicators Survey (CoMSIS) was conducted for the first time in 2018. The survey collects data, annually, about the state of health, well-being, participation and connection of communities in the Melbourne Local Government Area, primarily to report on key Council Plan 2021-25 municipal outcome indicators. This dataset provides indicator results for 1,378 residents surveyed via telephone and online. Data has been provided by suburb, gender and age groups and has been weighted according to population proportions. Responses such as don't know, not sure, not applicable etc. were excluded in the calculation of indicators. The sample sizes shown reflect this accordingly.",People,,Tabular,664,10,indicator | type | topic | description | response | year | respondent_group0 | sample_size | result | format
ASSET-0192,MOP:social-indicators-for-city-of-melbourne-residents-2022,Social Indicators for City of Melbourne Residents 2022,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2022/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City of Melbourne Social Indicators Survey (CoMSIS) was conducted for the first time in 2018. The survey collects data, annually, about the state of health, well-being, participation and connection of communities in the Melbourne Local Government Area, primarily to report on key Council Plan 2021-25 municipal outcome indicators. This dataset provides indicator results for 1,508 residents surveyed via telephone and online. Data has been provided by suburb, gender and age groups and has been weighted according to population proportions. Responses such as don't know, not sure, not applicable etc. were excluded in the calculation of indicators. The sample sizes shown reflect this accordingly.",People,,Tabular,666,10,indicator | type | topic | description | response | year | respondent_group | sample_size | result | format
ASSET-0193,MOP:social-indicators-for-city-of-melbourne-residents-2023,Social Indicators for City of Melbourne Residents 2023,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2023/,City of Melbourne Open Data,City of Melbourne,"The City of Melbourne Social Indicators Survey (CoMSIS) was conducted for the first time in 2018. The survey collects data, annually, about the state of health, well-being, participation and connection of communities in the Melbourne Local Government Area, primarily to report on key Council Plan 2021-25 municipal outcome indicators. This dataset provides indicator results for 1,376 residents surveyed via telephone and online. Data has been provided by suburb, gender and age groups and has been weighted according to population proportions. Responses such as don't know, not sure, not applicable etc. were excluded in the calculation of indicators. The sample sizes shown reflect this accordingly.",People,,Tabular,594,10,indicator | type | topic | description | response | respondent_group | year | sample_size | result | format
ASSET-0194,MOP:soil-sensor-locations,Soil Sensor Locations,https://data.melbourne.vic.gov.au/explore/dataset/soil-sensor-locations/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains the locations of where soil sensors have been deployed across the city. The readings are stored in the soil sensor readings dataset . The sensors take a variety of readings such as salinity, temperature and moisture. The units and readings are included within the readings dataset. The dataset joins to the soil sensor readings dataset by matching the site_id column.",Environment,,Geospatial,84,6,site_id | site_name | property_name | latitude | longitude | location
ASSET-0195,MOP:soil-sensor-readings-historical-data,Soil Sensor Readings - Historical data,https://data.melbourne.vic.gov.au/explore/dataset/soil-sensor-readings-historical-data/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains historical readings for soil sensors within parks across the City of Melbourne. The sensors take a variety of readings such as salinity, temperature and moisture. The units and readings are included within the data. This dataset can be joined to the soil sensor locations dataset using the site id column. This dataset contains a large number of records, to download only a particular sensor's readings see our attached guide on how to filter data . 📎 Note: An attachment file is available for download that contains the complete historical data for 2023. Different readings taken (based on unit column): - %VWC: Volumetric water content is a numerical measure of soil moisture. It is simply the ratio of water volume to soil volume. - ºC: Temperature in degrees celsius. - µS/cm: Salinity is the measure of the concentration of dissolved (soluble) salts in water from all sources. (microseimens per centimetre) Note this dataset may not contain a reading for every sensor for every hour as the sensor devices might not have a reading for each value. There may be situations where no readings are reported for all sensors or only some readings are reported at a particular site.",Environment,,Tabular,1562563,10,local_time | site_name | site_id | id | probe_id | probe_measure | soil_value | unit | json_featuretype | year
ASSET-0196,MOP:soil-sensor-readings-historical-data-2022,Soil Sensor Readings - Historical data (2022),https://data.melbourne.vic.gov.au/explore/dataset/soil-sensor-readings-historical-data-2022/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains historical readings for soil sensors within parks across the City of Melbourne, for calendar year 2022 (current year data data is here ) . The sensors take a variety of readings such as salinity, temperature and moisture. The units and readings are included within the data. This dataset can be joined to the soil sensor locations dataset using the site id column. This dataset contains a large number of records, to download only a particular sensor's readings see our attached guide on how to filter data . 📎 Note: An attachment ZIP file is available for download that contains the complete historical data for 2022. Different readings taken (based on unit column): - %VWC: Volumetric water content is a numerical measure of soil moisture. It is simply the ratio of water volume to soil volume. - ºC: Temperature in degrees celsius. - µS/cm: Salinity is the measure of the concentration of dissolved (soluble) salts in water from all sources. (microseimens per centimetre) Note this dataset may not contain a reading for every sensor for every hour as the sensor devices might not have a reading for each value. There may be situations where no readings are reported for all s",Environment,,Tabular,0,Not stated,Not stated
ASSET-0197,MOP:soil-textures-at-various-depths,Soil textures at various depths,https://data.melbourne.vic.gov.au/explore/dataset/soil-textures-at-various-depths/,City of Melbourne Open Data,data.melbourne.vic.gov.au,These are points in the city where soils have been sampled at different depths and a soil texture has been assigned. Location represents the park and sample number. 0_400 refers to the depth from surface (0) to 400 mm. 400_700 refers to depth from 400 mm to 700 mm. 700_1000 refers to depth from 700 mm to 1000 mm,Environment,,Geospatial,124,8,geo_point_2d | geo_shape | location | _0_400 | _400_700 | id | _700_1000 | id_text
ASSET-0198,MOP:soil-types-by-area-urban-forest,Soil types by area (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/soil-types-by-area-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"These polygons represent approximate native soil sub-bases and derived textures based on digitized maps from the Geological Survey of Victoria (c. 1956). Soils are expected to be extensively modified from these types throughout Melbourne due to extensive disturbance, and cut and fill associated with the city's development.",Environment,,Geospatial,27,7,geo_point_2d | geo_shape | source | shape_area | soil | sub_base | shape_len
ASSET-0200,MOP:sources-of-funding-works,Sources of Funding - Works,https://data.melbourne.vic.gov.au/explore/dataset/sources-of-funding-works/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The Sources of Funding Work is a budgeted representation of the external grants to be received by the city of Melbourne to contribute to Capital Works costs for the upcoming financial year. While all due care has been taken in providing these figures, some errors and discrepancies may be present.",Business,,Tabular,9,6,actual_budget_plan | category | sub_category | description | year | value_000
ASSET-0199,MOP:sources-of-funding-operating-2014-15,Sources of Funding – Operating 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/sources-of-funding-operating-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains records of sources of operational funding for the council. These records are a budgeted representation of the external grants to be received by the city of Melbourne. These grants contribute to operating costs for the upcoming financial year. While all due care has been taken in providing these figures, some errors and discrepancies may be present.",Business,,Tabular,20,6,year | actual_budget_plan | category | sub_category | description | value_000
ASSET-0201,MOP:staff-counts-2014-15,Staff counts 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/staff-counts-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset contains the summary of planned human resources expenditure for City of Melbourne in 2014-15. It contains information which represents the numbers of permanent staff expenditure and the numbers of full time equivalent (FTE) for each category of the organisational structure.,City Council,,Tabular,52,6,as_at_date | actual_budget_plan | category | description | year | value_fte
ASSET-0202,MOP:staff-salary-and-wages-budget-2014-15,Staff salary and wages budget 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/staff-salary-and-wages-budget-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset shows the summary of planned Human Resources expenditure across permanent and temporary council staff. It also includes a breakdown of expenditure and number of staff for each category across the organisation's structure. It also includes information if the figure relates to a planned, actual or budgeted expense record.",City Council,,Tabular,52,6,as_at_date | year | actual_budget_plan | category | description | value_000
ASSET-0203,MOP:standard-balance-sheet-2013-14,Standard Balance Sheet 2013-14,https://data.melbourne.vic.gov.au/explore/dataset/standard-balance-sheet-2013-14/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The balance sheet is a representation of an organisation's assets, liabilities and equity at a particular point in time. A balance sheet can be used to show a business's net worth. It includes line items such as cash assets, receivables, investments and payables. While all due care has been taken in providing these figures, some errors and discrepancies may be present.",Business,,Tabular,72,7,as_at_date | year | actual_budget_plan | category | sub_category | type | value_000
ASSET-0204,MOP:standard-income-statement-2014-15,Standard Income Statement 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/standard-income-statement-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The Income Statement is an accrual-based statement prepared in accordance with Australian Accounting Standards and generally adopted accounting principles. It includes non-cash items such as depreciation charges but does not include capital items such as capital works funding. While all due care has been taken in providing these figures, some errors and discrepancies may be present.",Business,,Tabular,128,7,as_at_date | year | actual_budget_plan | category | sub_category | description | value_000
ASSET-0205,MOP:standard-statement-of-cash-flows-2014-15,Standard Statement of Cash Flows 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/standard-statement-of-cash-flows-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains City of Melbourne's cash flows for financial year 2014-15. The Statement of Cash Flow is a cash statement prepared in accordance with Australian Accounting Standards. It shows how changes in the balance sheet accounts income affect cash and cash equivalents. The information breaks the analysis down according operating, investing and financing activities. While all due care has been taken in providing these figures, some errors and discrepancies may be present.",Business,,Tabular,74,7,as_at_date | actual_budget_plan | category | sub_category | type | year | value_000
ASSET-0206,MOP:statement-of-capital-works-program-2014-15,Statement of capital works program 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/statement-of-capital-works-program-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The statement of capital works has been included in accordance with the Local Government Regulations. This statement sets out all the expected capital expenditure in relation to non-current assets for the year. It categorises capital works expenditure into renewal of assets, upgrading of assets, or creating new assets. Each of these categories has a different impact on Council’s future costs.",Business,,Tabular,76,7,as_at_date | financial_year | actual_budget_plan | category | sub_category | title | total_funding_000
ASSET-0207,MOP:statement-of-changes-in-equity-2015-2018,Statement of changes in equity 2015-2018,https://data.melbourne.vic.gov.au/explore/dataset/statement-of-changes-in-equity-2015-2018/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains equity information for the City of Melbourne. It has values started in 2015 and ending in 2018 with each record also indicating the year in which the value occured. The statement of Changes in Equity is a statement which is a representation of accumulated surplus, revaluation reserve and other reserve movements at 30 June each financial year. While all due care has been taken in providing these figures, some errors and discrepancies may be present.",Business,,Tabular,32,6,as_at_date | description | year | accumulated_surplus_000 | revaluation_reserve_000 | other_reserves_000
ASSET-0208,MOP:stormwater-pits,Stormwater Pits,https://data.melbourne.vic.gov.au/explore/dataset/stormwater-pits/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset captures all stormwater pits throughout the City of Melbourne. A stormwater pit is designed to hold water so that the drainage system can process the run off and not be overloaded. This dataset can be used in conjunction with the drainpipe dataset https://data.melbourne.vic.gov.au/Assets-Infrastructure/Drainpipes/3bff-vaa5 The litter trap dataset https://data.melbourne.vic.gov.au/Assets-Infrastructure/Litter-Trap/4spx-8bh5 and also the pumping station dataset https://data.melbourne.vic.gov.au/Assets-Infrastructure/Pumping-Station/55z9-zqzu,City Council,UC00041,Geospatial,21113,13,asset_number | asset_description | construction_material_lupvalue | grate_length | grate_material_lupvalue | grate_width | model_descr_lupvalue | model_no_lupvalue | object_type_lupvalue | overflow_kerb_lupvalue | lat | lon | location
ASSET-0209,MOP:street-addresses,Street addresses,https://data.melbourne.vic.gov.au/explore/dataset/street-addresses/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Contains the location information (latitude and Longitude, Northing and Easting) of every property address within the City of Melbourne",Property,,Geospatial,63721,14,geo_point_2d | geo_shape | suburb_id | latitude | street_no | str_name | address_pnt | easting | northing | gisid | longitude | suburb | street_id | add_comp
ASSET-0210,MOP:street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-,"Street furniture including bollards, bicycle rails, bins, drinking fountains, horse troughs, planter boxes, seats, barbecues",https://data.melbourne.vic.gov.au/explore/dataset/street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City of Melbourne owns and maintains various objects and pieces of equipment installed on streets and roads for various purposes. This dataset includes Barbeques, Bicycle Rails, Bin Corrals, Bollards, Drinking Fountains, Floral Crate/Planter Boxs, Hoops, Horse Troughs, Information Pillars, Litter Bins, Picnic Setting, Seats.",City Council,,Geospatial,3771,26,assetid | description | class | type | subtype | company | contract | assetmanager | primaryservicemanager | ownership | conditionrating | evaluationdate | installationdate | modelid | modelno | modeldescription | colourscheme | locationdescription | propertyname | roadsegmentdescription | easting | longitude | latitude | northing | json_geometry | geo_point_2d
ASSET-0016,MOP:street-lights-with-emitted-lux-level-council-owned-lights-only,Street lights with emitted lux level (council-owned lights only),https://data.melbourne.vic.gov.au/explore/dataset/street-lights-with-emitted-lux-level-council-owned-lights-only/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset outline the Lux levels emitted from the City of Melbourne owned street lights. The Lux level is stored in the label field and the higher the Lux level the brighter the point of measurement will be.,City Council,UC00157,Geospatial,106037,21,geo_point_2d | geo_shape | prop_id | name | addresspt1 | xorg | ext_id | asset_clas | label | asset_type | easting | northing | str_id | addresspt | asset_subt | xsource | profile | xdate | xdrawing | mcc_id | roadseg_id
ASSET-0211,MOP:street-names,Street names,https://data.melbourne.vic.gov.au/explore/dataset/street-names/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset shows all of the streets and laneways within the City of Melbourne. This dataset is used in order for people to create their own map of the city and can be used to label the streets with their names down the centre of the road as is the standard for labelling streets on maps.,Transport,,Geospatial,2876,7,geo_point_2d | geo_shape | mccid_gis | maplabel | name | mccid_str | xdate
ASSET-0212,MOP:super-sunday-bike-count,Super Sunday Bike Count,https://data.melbourne.vic.gov.au/explore/dataset/super-sunday-bike-count/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains observed bike counts from sites across the city known as ""Super Sunday"". This is Australia’s biggest survey of recreational travel. Held annually in mid-November, the count looks at how runners, walkers, bike riders and other recreational users move around There is a large number of fields captured for this dataset, which has been compiled into an attached metadata document.",Transport,,Geospatial,59,80,state | electorate | site_id | latitude | longitude | legs | description | layout_1 | layout_1_enter | layout_2 | layout_2_enter | layout_3 | layout_3_enter | layout_4 | layout_4_enter | layout_5 | layout_5_enter | layout_6 | layout_6_enter | leg1_2 | leg1_3 | leg1_4 | leg1_5 | leg1_6 | leg2_1 | leg2_3 | leg2_4 | leg2_5 | leg2_6 | leg3_1 | leg3_2 | leg3_4 | leg3_5 | leg3_6 | leg4_1 | leg4_2 | leg4_3 | leg4_5 | leg4_6 | leg5_1 | leg5_2 | leg5_3 | leg5_4 | leg5_6 | leg6_1 | leg6_2 | leg6_3 | leg6_4 | leg6_5 | leg1_enter | leg1_exit | leg1_total | leg2_enter | leg2_exit | leg2_total | leg3_enter | leg3_exit | leg3_total | leg4_enter | leg4_exit | leg4_total | leg5_enter | leg5_exit | leg5_total | leg6_enter | leg6_exit | leg6_total | bicycle | walker | runner | dog | other | total | year | 9_00_00 | 10_00_00 | 11_00_00 | 12_00_00 | location | geolocation
ASSET-0213,MOP:syringe-bin-locations,Syringe bin locations,https://data.melbourne.vic.gov.au/explore/dataset/syringe-bin-locations/,City of Melbourne Open Data,data.melbourne.vic.gov.au,The City of Melbourne maintains a register of all syringe disposal bins located with the City. This register contains descriptions of each of the disposal bins and their geographical location.,City Council,,Geospatial,442,15,geo_point_2d | geo_shape | prop_id | addresspt1 | addressp_1 | asset_clas | asset_type | str_id | addresspt | asset_subt | model_desc | mcc_id | roadseg_id | descriptio | model_no
ASSET-0017,MOP:tactile-ground-surface-indicator,Tactile Ground Surface Indicator,https://data.melbourne.vic.gov.au/explore/dataset/tactile-ground-surface-indicator/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset contains tactile ground surface indicators(TGSI) that are located within the central business district of the City of Melbourne. TGSI are used to help vision impaired people navigate the urban environment to avoid hazards.,City Council,,Geospatial,357,6,asset_number | asset_description | road_segment | lat | lon | location
ASSET-0214,MOP:taxi-ranks,Taxi Ranks,https://data.melbourne.vic.gov.au/explore/dataset/taxi-ranks/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset represents taxi ranks located within the municipal boundary of the City of Melbourne. Although all due care has been taken to ensure that theis data is correct, no warranty is expressed or implied by the City of Melbourne in their use.",Transport,,Geospatial,77,7,geo_point_2d | geo_shape | night_only | loc_desc | ref | num_spaces | safe_city
ASSET-0215,MOP:tertiary-students-profile-2019,Tertiary Students Profile 2019,https://data.melbourne.vic.gov.au/explore/dataset/tertiary-students-profile-2019/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Contains rounded student numbers for 2016-2019. Refer to links below for data quality statements. Data obtained on request from: 1. Australian Government Department of Education, Skills and Employment - Higher Education Student Data (current at December 2020); and 2. National Centre for Vocational Education Research - Total VET Students and Courses (current at March 2021). Higher education data is based on student attendance at campus locations in Victoria and Melbourne LGA. More information: here . NCVER data is based on student attendance at campus locations in Victoria and Melbourne LGA. The sum of students may not add to the total as students may have attended multiple campus locations in a calendar year. More information: here .",People,,Tabular,126,5,profile | year | category | sub_category | value
ASSET-0216,MOP:thermal-image-2012,Thermal image 2012,https://data.melbourne.vic.gov.au/explore/dataset/thermal-image-2012/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"PLEASE NOTE: The raw files (GEOTiff and Esri database files) are available for download within the attachments of the About section, please select the 'About' button and scroll down to see the attachments. Captured on 24th February 2012 this thermal image shows temperature differences between different surfaces in the municipality. Preview",Environment,,Tabular,0,Not stated,Not stated
