pipe_id,installation_year,material,pipe_age,diameter_inches,length_feet,soil_corrosivity,soil_moisture,num_previous_repairs,pressure_psi,zone,failure_probability,risk_score,risk_level,priority_rank,estimated_repair_cost,expected_loss,maintenance_action,urgency_days
PIPE-01032,1943,concrete,81,8,412.9,mildly_corrosive,71.2,1,69.4,residential,0.8213885693551397,82.1,CRITICAL,897,22710.0,18654.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02757,1945,pvc,79,12,347.5,mildly_corrosive,90.1,0,31.7,commercial,0.8213108687605537,82.1,CRITICAL,898,31275.0,25686.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04088,1926,concrete,98,12,527.3,moderately_corrosive,67.9,3,109.3,residential,0.821293538888697,82.1,CRITICAL,899,43502.0,35728.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03210,1975,concrete,49,16,1452.7,corrosive,56.2,1,66.1,commercial,0.8212925271382047,82.1,CRITICAL,900,239696.0,196861.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02132,1977,cast_iron,47,10,801.7,moderately_corrosive,19.9,3,77.4,residential,0.8212722432552244,82.1,CRITICAL,901,75159.0,61726.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04505,1968,pvc,56,6,947.2,corrosive,81.9,2,61.1,commercial,0.8212543795084318,82.1,CRITICAL,902,42624.0,35005.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02645,1948,cast_iron,76,4,765.0,corrosive,59.3,3,109.5,residential,0.8212088824376629,82.1,CRITICAL,903,28688.0,23559.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03054,1968,ductile_iron,56,12,1692.4,corrosive,50.8,3,44.1,residential,0.8211054948334178,82.1,CRITICAL,904,152316.0,125068.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01857,1974,asbestos_cement,50,12,1994.8,highly_corrosive,60.8,1,51.3,commercial,0.8210640229608345,82.1,CRITICAL,905,448830.0,368518.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02375,1969,steel,55,16,387.1,moderately_corrosive,20.5,3,44.0,industrial,0.8210240364544321,82.1,CRITICAL,906,65420.0,53711.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02632,1976,steel,48,10,884.8,corrosive,91.8,1,74.2,mixed,0.8209658939091077,82.1,CRITICAL,907,86268.0,70823.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04163,1954,concrete,70,16,1887.8,moderately_corrosive,51.1,1,39.8,residential,0.8207880155787828,82.1,CRITICAL,908,207658.0,170443.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01051,1954,copper,70,12,583.6,moderately_corrosive,62.4,2,75.8,commercial,0.8207388086230719,82.1,CRITICAL,909,91917.0,75440.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02345,1922,hdpe,102,8,1754.7,mildly_corrosive,73.2,2,37.2,commercial,0.8206588095999359,82.1,CRITICAL,910,92122.0,75601.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01827,1982,cast_iron,42,12,1480.1,corrosive,82.0,6,59.2,residential,0.8205818495925676,82.1,CRITICAL,911,166511.0,136636.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02060,1935,concrete,89,10,73.6,mildly_corrosive,23.8,0,113.5,commercial,0.8205332824368647,82.1,CRITICAL,912,7590.0,6228.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00938,1961,hdpe,63,10,1506.7,mildly_corrosive,41.7,1,114.6,residential,0.8205272456599085,82.1,CRITICAL,913,65918.0,54088.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00304,1969,steel,55,8,1295.8,corrosive,68.4,0,108.2,commercial,0.8204543769992845,82.0,CRITICAL,914,126340.0,103656.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00589,1946,cast_iron,78,6,129.7,highly_corrosive,78.3,1,92.5,mixed,0.8203194989732487,82.0,CRITICAL,915,8755.0,7182.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00767,1968,asbestos_cement,56,6,1290.3,corrosive,77.1,3,65.6,residential,0.8203028339787882,82.0,CRITICAL,916,96772.0,79382.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04114,1974,cast_iron,50,12,904.6,corrosive,75.7,3,48.3,mixed,0.8201746403065433,82.0,CRITICAL,917,122121.0,100161.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04846,1970,pvc,54,16,1479.6,corrosive,55.5,1,78.6,residential,0.8201313219581305,82.0,CRITICAL,918,118368.0,97077.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04120,1979,steel,45,8,797.0,mildly_corrosive,83.3,3,87.2,commercial,0.8200574239640551,82.0,CRITICAL,919,77708.0,63725.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01535,1933,pvc,91,8,1549.9,moderately_corrosive,64.0,0,107.6,commercial,0.8197534009960749,82.0,CRITICAL,920,92994.0,76232.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03232,1959,concrete,65,8,1762.0,corrosive,29.5,1,35.3,industrial,0.8196843796525619,82.0,CRITICAL,921,125983.0,103266.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03429,1962,copper,62,8,1834.1,highly_corrosive,34.1,4,50.3,commercial,0.8195493547227313,82.0,CRITICAL,922,192580.0,157829.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02137,1975,cast_iron,49,24,1434.0,corrosive,14.3,0,76.7,industrial,0.8194781543319422,81.9,CRITICAL,923,419445.0,343726.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02955,1948,hdpe,76,12,77.3,corrosive,24.6,3,117.6,commercial,0.8194058448169202,81.9,CRITICAL,924,6087.0,4988.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04441,1949,copper,75,4,935.8,moderately_corrosive,73.9,1,63.8,mixed,0.8193724851558881,81.9,CRITICAL,925,39304.0,32205.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04929,1984,asbestos_cement,40,8,454.1,mildly_corrosive,29.2,3,52.5,residential,0.8192359895209999,81.9,CRITICAL,926,45410.0,37202.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03415,1974,galvanized_steel,50,12,1994.4,corrosive,27.4,3,104.3,industrial,0.8191629566280066,81.9,CRITICAL,927,252790.0,207076.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02115,1971,steel,53,10,1436.7,moderately_corrosive,74.0,0,69.1,commercial,0.8191024625329124,81.9,CRITICAL,928,175098.0,143423.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04342,1967,cast_iron,57,12,348.8,non_corrosive,93.5,0,68.2,residential,0.819046604457603,81.9,CRITICAL,929,39240.0,32139.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03694,1979,ductile_iron,45,16,1114.1,highly_corrosive,49.3,2,83.4,residential,0.8188046024238055,81.9,CRITICAL,930,133692.0,109468.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04463,1961,clay,63,6,1655.5,mildly_corrosive,61.1,2,66.6,commercial,0.8187587580630877,81.9,CRITICAL,931,111746.0,91493.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03814,1934,concrete,90,6,1350.8,non_corrosive,64.9,3,118.6,industrial,0.8186787789941886,81.9,CRITICAL,932,72437.0,59303.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02550,1922,cast_iron,102,8,1530.9,highly_corrosive,84.3,2,30.7,residential,0.81864182243252,81.9,CRITICAL,933,114818.0,93995.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01978,1928,pvc,96,8,1829.7,moderately_corrosive,71.6,3,68.3,commercial,0.8184616801802689,81.8,CRITICAL,934,109782.0,89852.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00566,1985,concrete,39,8,945.4,corrosive,68.7,1,108.4,commercial,0.8183567139570427,81.8,CRITICAL,935,77996.0,63829.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03314,1975,cast_iron,49,10,1863.5,mildly_corrosive,38.3,1,73.8,mixed,0.8182765883882954,81.8,CRITICAL,936,209644.0,171547.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01745,1943,pvc,81,8,360.4,moderately_corrosive,72.5,1,105.3,residential,0.8182417967841831,81.8,CRITICAL,937,14416.0,11796.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03139,1967,pvc,57,8,1576.7,moderately_corrosive,70.0,1,105.6,commercial,0.8182277162234087,81.8,CRITICAL,938,94602.0,77406.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00711,1942,asbestos_cement,82,8,1348.3,mildly_corrosive,90.6,2,69.0,residential,0.8181665727755753,81.8,CRITICAL,939,134830.0,110313.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01232,1963,ductile_iron,61,20,1313.8,highly_corrosive,59.1,2,43.1,residential,0.818108702550772,81.8,CRITICAL,940,197070.0,161225.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03448,1954,steel,70,20,500.7,moderately_corrosive,63.0,1,39.1,commercial,0.8181079456102194,81.8,CRITICAL,941,122046.0,99847.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01547,1950,galvanized_steel,74,6,1330.7,corrosive,47.1,2,65.3,residential,0.8180993156262367,81.8,CRITICAL,942,64872.0,53072.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01632,1950,pvc,74,6,306.0,moderately_corrosive,47.6,3,110.0,residential,0.8178811876861619,81.8,CRITICAL,943,9180.0,7508.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00625,1969,concrete,55,6,1329.2,highly_corrosive,52.6,3,48.5,residential,0.817833242628962,81.8,CRITICAL,944,54830.0,44842.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04822,1968,ductile_iron,56,36,1459.2,mildly_corrosive,94.2,0,92.0,residential,0.8177819721792019,81.8,CRITICAL,945,393984.0,322193.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00269,1925,pvc,99,6,854.3,moderately_corrosive,49.8,2,113.4,commercial,0.8177764036580599,81.8,CRITICAL,946,38444.0,31439.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03895,1984,asbestos_cement,40,4,699.8,highly_corrosive,35.9,3,45.7,mixed,0.8177691961725113,81.8,CRITICAL,947,41988.0,34336.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04343,1937,galvanized_steel,87,8,1175.7,corrosive,42.0,2,65.8,residential,0.8176277946514163,81.8,CRITICAL,948,76420.0,62483.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02356,1980,cast_iron,44,10,1162.3,corrosive,37.8,2,78.1,commercial,0.817614584264999,81.8,CRITICAL,949,163448.0,133637.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02470,1962,concrete,62,6,1824.0,moderately_corrosive,82.8,1,118.2,residential,0.8174741213690737,81.7,CRITICAL,950,75240.0,61507.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02916,1971,steel,53,8,1101.8,corrosive,94.9,1,59.0,residential,0.817371326518296,81.7,CRITICAL,951,71617.0,58538.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02723,1971,galvanized_steel,53,8,480.6,moderately_corrosive,32.3,0,31.1,residential,0.8172912255561019,81.7,CRITICAL,952,31239.0,25531.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01217,1980,cast_iron,44,10,1219.2,corrosive,11.7,0,54.4,mixed,0.8171239361359145,81.7,CRITICAL,953,137160.0,112077.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04914,1965,ductile_iron,59,16,1483.7,moderately_corrosive,88.3,1,92.9,commercial,0.8170224803997614,81.7,CRITICAL,954,267066.0,218199.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02287,1980,clay,44,6,1279.9,highly_corrosive,82.2,3,42.1,commercial,0.8170132989871827,81.7,CRITICAL,955,86393.0,70584.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04017,1965,hdpe,59,12,1872.4,corrosive,82.0,2,60.2,commercial,0.8169942548618836,81.7,CRITICAL,956,147451.0,120467.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00946,1979,cast_iron,45,10,1970.9,moderately_corrosive,36.8,8,70.5,residential,0.8166617960606316,81.7,CRITICAL,957,184772.0,150896.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00156,1943,ductile_iron,81,10,368.9,moderately_corrosive,84.9,1,116.4,residential,0.8166234503956336,81.7,CRITICAL,958,27668.0,22594.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01580,1960,concrete,64,16,1609.4,mildly_corrosive,88.8,2,86.6,industrial,0.8166205483883661,81.7,CRITICAL,959,230144.0,187940.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01933,1953,concrete,71,16,264.4,mildly_corrosive,15.8,3,69.6,commercial,0.8166163711370843,81.7,CRITICAL,960,43626.0,35626.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02628,1933,steel,91,24,1522.1,corrosive,62.5,0,53.2,mixed,0.8164556626180136,81.6,CRITICAL,961,356171.0,290798.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00785,1982,ductile_iron,42,8,889.1,corrosive,77.0,1,73.7,industrial,0.8164204333377731,81.6,CRITICAL,962,69350.0,56619.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03806,1974,clay,50,10,60.3,highly_corrosive,38.6,5,100.8,commercial,0.8163808424929505,81.6,CRITICAL,963,6784.0,5538.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02770,1983,steel,41,24,1258.4,mildly_corrosive,77.9,1,30.9,industrial,0.816306255261361,81.6,CRITICAL,964,319004.0,260405.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03643,1942,pvc,82,8,469.8,mildly_corrosive,28.0,1,81.4,residential,0.8162232302985523,81.6,CRITICAL,965,18792.0,15338.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01688,1969,pvc,55,12,1340.1,mildly_corrosive,78.5,2,87.8,commercial,0.8162108455345215,81.6,CRITICAL,966,120609.0,98442.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04643,1964,copper,60,30,893.0,highly_corrosive,72.6,1,84.0,residential,0.8161369998851964,81.6,CRITICAL,967,234412.0,191312.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04688,1965,cast_iron,59,12,1927.2,moderately_corrosive,14.5,1,63.9,residential,0.8159162159736261,81.6,CRITICAL,968,216810.0,176899.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02130,1958,pvc,66,24,771.0,moderately_corrosive,31.1,3,99.6,residential,0.8157522340403554,81.6,CRITICAL,969,92520.0,75473.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04622,1952,asbestos_cement,72,12,1431.3,non_corrosive,24.7,1,75.6,commercial,0.8157012586691685,81.6,CRITICAL,970,322042.0,262690.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01732,1941,steel,83,6,1385.0,moderately_corrosive,83.5,1,91.1,residential,0.8156434116324899,81.6,CRITICAL,971,67519.0,55071.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01631,1965,asbestos_cement,59,8,1577.4,corrosive,29.9,0,72.0,commercial,0.8155215991648836,81.6,CRITICAL,972,236610.0,192961.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04173,1933,pvc,91,16,770.0,highly_corrosive,58.1,2,84.4,residential,0.8153791861166537,81.5,CRITICAL,973,61600.0,50227.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01242,1964,asbestos_cement,60,8,1774.7,mildly_corrosive,51.0,0,43.9,residential,0.8153766517432025,81.5,CRITICAL,974,177470.0,144705.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01549,1945,cast_iron,79,10,1456.4,mildly_corrosive,12.6,3,36.2,mixed,0.8153745160098983,81.5,CRITICAL,975,163845.0,133595.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01363,1976,steel,48,20,411.9,corrosive,29.3,2,59.1,mixed,0.8152513118015112,81.5,CRITICAL,976,80320.0,65481.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04164,1976,pvc,48,10,1994.9,highly_corrosive,52.8,2,106.0,industrial,0.8149002166971193,81.5,CRITICAL,977,129668.0,105666.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02807,1965,asbestos_cement,59,10,1430.3,mildly_corrosive,14.4,1,38.3,industrial,0.8148761890525206,81.5,CRITICAL,978,232424.0,189397.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02078,1971,pvc,53,8,1986.5,corrosive,39.9,2,37.2,residential,0.8148666930760218,81.5,CRITICAL,979,79460.0,64749.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01743,1978,asbestos_cement,46,6,542.0,mildly_corrosive,66.0,1,31.4,residential,0.8145776050939307,81.5,CRITICAL,980,40650.0,33113.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01536,1973,cast_iron,51,6,997.5,highly_corrosive,56.5,0,47.9,residential,0.8144641030266181,81.4,CRITICAL,981,56109.0,45699.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00376,1942,ductile_iron,82,8,1596.6,non_corrosive,52.8,4,42.7,commercial,0.814404738243459,81.4,CRITICAL,982,143694.0,117025.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03063,1975,concrete,49,30,225.8,mildly_corrosive,26.9,2,87.2,residential,0.814280674867613,81.4,CRITICAL,983,46571.0,37922.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03938,1930,cast_iron,94,10,930.9,moderately_corrosive,26.1,2,104.4,residential,0.8142480852940662,81.4,CRITICAL,984,87272.0,71061.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01591,1966,steel,58,16,1735.4,moderately_corrosive,15.5,1,41.2,residential,0.8142469398245524,81.4,CRITICAL,985,225602.0,183696.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01931,1972,concrete,52,6,1375.4,mildly_corrosive,74.7,2,59.1,residential,0.8142011368480632,81.4,CRITICAL,986,56735.0,46194.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03237,1969,ductile_iron,55,4,1139.7,moderately_corrosive,16.8,1,93.9,commercial,0.8140248628216485,81.4,CRITICAL,987,51286.0,41748.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01481,1944,galvanized_steel,80,30,196.7,moderately_corrosive,36.9,1,100.7,residential,0.8138883024175786,81.4,CRITICAL,988,47946.0,39023.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00303,1984,concrete,40,4,1651.5,corrosive,74.7,3,112.5,residential,0.8138670485796222,81.4,CRITICAL,989,45416.0,36963.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02477,1975,cast_iron,49,4,1595.1,non_corrosive,88.7,2,100.3,residential,0.813721260407207,81.4,CRITICAL,990,59816.0,48674.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02565,1974,pvc,50,16,273.9,highly_corrosive,67.2,2,59.2,mixed,0.8136849345412406,81.4,CRITICAL,991,26294.0,21395.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00129,1976,cast_iron,48,6,1849.2,mildly_corrosive,82.1,1,103.8,commercial,0.8132909920754492,81.3,CRITICAL,992,156026.0,126895.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00559,1941,asbestos_cement,83,8,317.3,corrosive,68.7,0,117.3,residential,0.8132666369400935,81.3,CRITICAL,993,31730.0,25805.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00609,1956,pvc,68,8,113.0,mildly_corrosive,65.1,0,53.6,residential,0.8132473375947403,81.3,CRITICAL,994,4520.0,3676.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02225,1983,cast_iron,41,10,1172.0,mildly_corrosive,72.6,4,68.7,residential,0.813168245984805,81.3,CRITICAL,995,109875.0,89347.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02420,1963,pvc,61,10,1588.9,non_corrosive,74.3,3,59.1,commercial,0.8131230378671622,81.3,CRITICAL,996,119168.0,96898.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04492,1980,steel,44,10,1001.3,corrosive,32.3,1,33.4,residential,0.812893359979908,81.3,CRITICAL,997,81356.0,66134.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01858,1940,pvc,84,6,619.4,moderately_corrosive,11.1,3,45.0,commercial,0.8128680683139643,81.3,CRITICAL,998,27873.0,22657.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03340,1949,steel,75,10,1536.8,moderately_corrosive,11.9,2,43.0,residential,0.8128600587565032,81.3,CRITICAL,999,124865.0,101498.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04438,1967,galvanized_steel,57,8,490.1,mildly_corrosive,51.7,0,35.1,mixed,0.812695280560076,81.3,CRITICAL,1000,38228.0,31068.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00172,1978,cast_iron,46,10,147.1,moderately_corrosive,49.6,0,81.3,residential,0.8126878928266974,81.3,CRITICAL,1001,13791.0,11208.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03485,1948,concrete,76,8,359.2,corrosive,25.9,2,110.8,residential,0.8126198891831331,81.3,CRITICAL,1002,19756.0,16054.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03336,1975,asbestos_cement,49,16,1744.1,mildly_corrosive,81.9,0,83.3,residential,0.8126165899635577,81.3,CRITICAL,1003,348820.0,283457.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00429,1958,pvc,66,8,379.7,moderately_corrosive,83.1,1,34.1,residential,0.8125243168749359,81.3,CRITICAL,1004,15188.0,12341.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02103,1984,cast_iron,40,6,937.2,moderately_corrosive,15.9,5,36.9,residential,0.8123576869388008,81.2,CRITICAL,1005,52718.0,42826.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04049,1960,copper,64,6,1356.9,corrosive,73.7,1,57.4,mixed,0.8123331308287598,81.2,CRITICAL,1006,85485.0,69442.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01180,1939,concrete,85,6,1037.5,moderately_corrosive,52.5,0,110.4,residential,0.812315392089423,81.2,CRITICAL,1007,42797.0,34765.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04902,1981,pvc,43,6,1899.6,moderately_corrosive,64.1,1,34.7,residential,0.8121241867555016,81.2,CRITICAL,1008,56988.0,46281.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03602,1942,concrete,82,8,1863.4,mildly_corrosive,25.8,2,87.7,residential,0.8120814814538342,81.2,CRITICAL,1009,102487.0,83228.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01794,1949,steel,75,12,1495.5,mildly_corrosive,69.5,4,82.7,residential,0.812021942585619,81.2,CRITICAL,1010,145811.0,118402.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03444,1971,clay,53,8,818.6,moderately_corrosive,65.4,2,44.5,industrial,0.8120195018209342,81.2,CRITICAL,1011,63851.0,51848.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00846,1929,pvc,95,24,1240.5,mildly_corrosive,33.3,4,49.3,industrial,0.8119489175434165,81.2,CRITICAL,1012,193518.0,157127.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04653,1967,pvc,57,8,696.4,moderately_corrosive,94.3,2,96.5,residential,0.8119110259106292,81.2,CRITICAL,1013,27856.0,22617.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03792,1977,cast_iron,47,30,1973.0,moderately_corrosive,87.4,2,50.1,commercial,0.8118667113915635,81.2,CRITICAL,1014,832359.0,675765.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03104,1968,pvc,56,10,1276.6,moderately_corrosive,72.2,2,61.4,commercial,0.8116525292899933,81.2,CRITICAL,1015,95745.0,77712.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00511,1945,concrete,79,8,1047.1,moderately_corrosive,19.9,1,111.2,residential,0.8116228143599122,81.2,CRITICAL,1016,57590.0,46741.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03188,1966,pvc,58,20,562.4,moderately_corrosive,69.8,2,79.9,commercial,0.8115313880959102,81.2,CRITICAL,1017,84360.0,68461.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04287,1976,copper,48,8,125.4,non_corrosive,75.2,1,95.6,residential,0.8115303649435819,81.2,CRITICAL,1018,8778.0,7124.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01598,1982,cast_iron,42,8,953.2,highly_corrosive,41.4,2,34.1,residential,0.8115045250311013,81.2,CRITICAL,1019,71490.0,58014.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00917,1965,ductile_iron,59,24,933.8,moderately_corrosive,71.5,0,113.5,industrial,0.8113526513841472,81.1,CRITICAL,1020,218509.0,177288.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-03726,1962,hdpe,62,16,1383.4,non_corrosive,21.0,1,106.0,industrial,0.811351355686278,81.1,CRITICAL,1021,125889.0,102140.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02253,1969,steel,55,20,603.0,highly_corrosive,29.0,2,82.5,residential,0.811335815056728,81.1,CRITICAL,1022,97988.0,79501.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04553,1973,cast_iron,51,4,1426.5,corrosive,83.1,4,71.6,industrial,0.81115856902427,81.1,CRITICAL,1023,69542.0,56410.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-00943,1980,steel,44,10,1682.6,mildly_corrosive,84.7,3,65.7,industrial,0.8111428698908603,81.1,CRITICAL,1024,177725.0,144160.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04747,1977,ductile_iron,47,12,410.6,corrosive,34.8,0,107.2,residential,0.8108262939537653,81.1,CRITICAL,1025,36954.0,29963.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-02778,1959,cast_iron,65,6,1836.1,moderately_corrosive,11.1,0,94.2,residential,0.8107665608919293,81.1,CRITICAL,1026,103281.0,83737.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01129,1962,pvc,62,6,1701.3,moderately_corrosive,56.9,2,52.1,residential,0.8107628154296697,81.1,CRITICAL,1027,51039.0,41381.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-04680,1963,steel,61,12,797.1,corrosive,54.9,0,47.2,residential,0.8106977514020888,81.1,CRITICAL,1028,77717.0,63005.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01786,1958,hdpe,66,8,1067.4,mildly_corrosive,43.4,1,95.8,commercial,0.8105469586641815,81.1,CRITICAL,1029,56038.0,45421.0,IMMEDIATE REPLACEMENT - within 30 days,30
PIPE-01790,1965,pvc,59,6,1582.8,corrosive,27.2,1,79.7,residential,0.8105020470279765,81.1,CRITICAL,1030,47484.0,38486.0,IMMEDIATE REPLACEMENT - within 30 days,30
