pipe_id,source,material,pipe_age,diameter_inches,length_feet,soil_corrosivity,num_previous_repairs,pressure_psi,zone,failure_probability,risk_score,risk_level,priority_rank,repair_cost,expected_loss,action
SYR-0782,Syracuse_Real_Data,copper,60,24,1425.7,corrosive,3,107.8,residential,0.8281196161326615,82.8,CRITICAL,564,299397.0,247937.0,Immediate replacement within 30 days
SYR-0120,Syracuse_Real_Data,cast_iron,60,16,201.3,corrosive,1,104.7,residential,0.8280908914657861,82.8,CRITICAL,565,30195.0,25004.0,Immediate replacement within 30 days
SYR-0014,Syracuse_Real_Data,cast_iron,40,4,1848.7,mildly_corrosive,1,83.3,residential,0.828019859333582,82.8,CRITICAL,566,69326.0,57403.0,Immediate replacement within 30 days
SYR-0088,Syracuse_Real_Data,cast_iron,65,8,126.8,non_corrosive,0,63.7,residential,0.8276976432859914,82.8,CRITICAL,567,9510.0,7871.0,Immediate replacement within 30 days
SYR-0742,Syracuse_Real_Data,asbestos_cement,49,6,1605.2,moderately_corrosive,3,70.1,industrial,0.8270340330091971,82.7,CRITICAL,568,156507.0,129437.0,Immediate replacement within 30 days
SYR-0098,Syracuse_Real_Data,cast_iron,50,12,1517.3,mildly_corrosive,2,58.2,mixed,0.8268081180386859,82.7,CRITICAL,569,204836.0,169360.0,Immediate replacement within 30 days
SYR-0577,Syracuse_Real_Data,cast_iron,39,6,1148.0,mildly_corrosive,2,77.0,residential,0.8264622961770868,82.6,CRITICAL,570,64575.0,53369.0,Immediate replacement within 30 days
SYR-0904,Syracuse_Real_Data,cast_iron,64,8,326.8,mildly_corrosive,6,95.2,residential,0.8261358736800422,82.6,CRITICAL,571,24510.0,20249.0,Immediate replacement within 30 days
SYR-0598,Syracuse_Real_Data,cast_iron,40,20,878.7,non_corrosive,4,87.1,residential,0.825912789576562,82.6,CRITICAL,572,164756.0,136074.0,Immediate replacement within 30 days
SYR-0156,Syracuse_Real_Data,asbestos_cement,44,4,1164.2,moderately_corrosive,1,70.2,residential,0.825538003476191,82.6,CRITICAL,573,58210.0,48055.0,Immediate replacement within 30 days
SYR-0953,Syracuse_Real_Data,concrete,42,10,1004.7,non_corrosive,1,66.1,commercial,0.8255013177008895,82.6,CRITICAL,574,103610.0,85530.0,Immediate replacement within 30 days
SYR-0378,Syracuse_Real_Data,pvc,37,6,609.3,corrosive,3,62.2,industrial,0.8252256854094903,82.5,CRITICAL,575,23763.0,19610.0,Immediate replacement within 30 days
SYR-0691,Syracuse_Real_Data,cast_iron,46,24,1373.4,corrosive,0,59.5,residential,0.8250814012076083,82.5,CRITICAL,576,309015.0,254963.0,Immediate replacement within 30 days
SYR-0244,Syracuse_Real_Data,galvanized_steel,50,4,1796.0,non_corrosive,0,109.3,residential,0.824978832290879,82.5,CRITICAL,577,58370.0,48154.0,Immediate replacement within 30 days
SYR-0271,Syracuse_Real_Data,steel,84,4,987.9,mildly_corrosive,0,49.6,residential,0.8249402655665724,82.5,CRITICAL,578,32107.0,26486.0,Immediate replacement within 30 days
SYR-0042,Syracuse_Real_Data,asbestos_cement,54,8,1101.8,mildly_corrosive,4,117.6,commercial,0.8246133782569061,82.5,CRITICAL,579,165270.0,136284.0,Immediate replacement within 30 days
SYR-0106,Syracuse_Real_Data,cast_iron,45,4,1994.2,moderately_corrosive,2,33.5,residential,0.8246104156927985,82.5,CRITICAL,580,74782.0,61666.0,Immediate replacement within 30 days
SYR-0619,Syracuse_Real_Data,concrete,81,6,1062.5,moderately_corrosive,0,108.7,commercial,0.824589221639497,82.5,CRITICAL,581,65742.0,54210.0,Immediate replacement within 30 days
SYR-0086,Syracuse_Real_Data,pvc,46,4,542.5,corrosive,2,43.6,residential,0.8245069518790992,82.5,CRITICAL,582,10850.0,8946.0,Immediate replacement within 30 days
SYR-0956,Syracuse_Real_Data,hdpe,52,10,628.2,corrosive,4,53.5,commercial,0.8242561984042699,82.4,CRITICAL,583,41226.0,33981.0,Immediate replacement within 30 days
SYR-0144,Syracuse_Real_Data,concrete,47,24,1865.7,highly_corrosive,0,78.4,residential,0.8240473991651721,82.4,CRITICAL,584,307841.0,253676.0,Immediate replacement within 30 days
SYR-0447,Syracuse_Real_Data,steel,102,12,1393.3,mildly_corrosive,1,68.6,residential,0.8238627284684287,82.4,CRITICAL,585,135847.0,111919.0,Immediate replacement within 30 days
SYR-0351,Syracuse_Real_Data,galvanized_steel,57,20,1430.9,mildly_corrosive,5,106.2,commercial,0.8238080752154198,82.4,CRITICAL,586,348782.0,287329.0,Immediate replacement within 30 days
SYR-0655,Syracuse_Real_Data,cast_iron,52,10,1292.0,highly_corrosive,0,96.6,residential,0.8231207205426717,82.3,CRITICAL,587,121125.0,99700.0,Immediate replacement within 30 days
SYR-0894,Syracuse_Real_Data,cast_iron,56,12,264.1,moderately_corrosive,1,111.0,commercial,0.8231104809853771,82.3,CRITICAL,588,44567.0,36684.0,Immediate replacement within 30 days
SYR-0989,Syracuse_Real_Data,pvc,45,24,1504.2,moderately_corrosive,1,60.6,residential,0.8229144453675254,82.3,CRITICAL,589,180504.0,148539.0,Immediate replacement within 30 days
SYR-0946,Syracuse_Real_Data,pvc,37,8,185.5,corrosive,0,118.5,mixed,0.8227894108194601,82.3,CRITICAL,590,8904.0,7326.0,Immediate replacement within 30 days
SYR-0157,Syracuse_Real_Data,cast_iron,70,24,1203.4,corrosive,0,32.5,commercial,0.8226849473467762,82.3,CRITICAL,591,406148.0,334132.0,Immediate replacement within 30 days
SYR-0334,Syracuse_Real_Data,clay,40,20,1261.7,corrosive,3,64.3,mixed,0.8224753935890735,82.2,CRITICAL,592,227106.0,186789.0,Immediate replacement within 30 days
SYR-0255,Syracuse_Real_Data,steel,41,24,591.8,non_corrosive,2,110.7,mixed,0.8221615237517464,82.2,CRITICAL,593,138481.0,113854.0,Immediate replacement within 30 days
SYR-0263,Syracuse_Real_Data,ductile_iron,40,24,874.9,highly_corrosive,1,44.5,commercial,0.8212350994331366,82.1,CRITICAL,594,236223.0,193995.0,Immediate replacement within 30 days
SYR-0456,Syracuse_Real_Data,hdpe,55,16,1596.5,highly_corrosive,0,57.5,commercial,0.8208323275670554,82.1,CRITICAL,595,167632.0,137598.0,Immediate replacement within 30 days
SYR-0371,Syracuse_Real_Data,clay,40,24,571.3,highly_corrosive,2,71.9,residential,0.8204514186649502,82.0,CRITICAL,596,102834.0,84370.0,Immediate replacement within 30 days
SYR-0143,Syracuse_Real_Data,steel,58,4,1510.2,corrosive,0,74.1,residential,0.820343665846665,82.0,CRITICAL,597,49082.0,40264.0,Immediate replacement within 30 days
SYR-0583,Syracuse_Real_Data,concrete,56,16,1187.7,corrosive,3,92.7,commercial,0.8190893041702592,81.9,CRITICAL,598,195971.0,160518.0,Immediate replacement within 30 days
SYR-0260,Syracuse_Real_Data,concrete,39,24,1805.5,corrosive,1,56.6,industrial,0.8182935899510588,81.8,CRITICAL,599,387280.0,316909.0,Immediate replacement within 30 days
SYR-0783,Syracuse_Real_Data,pvc,44,24,1414.1,corrosive,0,37.2,residential,0.8179145543637126,81.8,CRITICAL,600,169692.0,138794.0,Immediate replacement within 30 days
EPA-01427,EPA_DWINS_Pattern,cast_iron,39,12,967.5,moderately_corrosive,2,73.9,commercial,0.8178869273249177,81.8,CRITICAL,601,163266.0,133533.0,Immediate replacement within 30 days
SYR-0215,Syracuse_Real_Data,steel,74,8,388.4,moderately_corrosive,0,113.7,industrial,0.8177143899785726,81.8,CRITICAL,602,32820.0,26837.0,Immediate replacement within 30 days
SYR-0605,Syracuse_Real_Data,cast_iron,39,20,91.3,mildly_corrosive,0,81.4,residential,0.817287789010554,81.7,CRITICAL,603,17119.0,13991.0,Immediate replacement within 30 days
SYR-0029,Syracuse_Real_Data,ductile_iron,61,8,1458.4,moderately_corrosive,1,70.4,residential,0.8170907688823167,81.7,CRITICAL,604,87504.0,71499.0,Immediate replacement within 30 days
SYR-0091,Syracuse_Real_Data,hdpe,36,24,833.2,highly_corrosive,1,76.2,commercial,0.8169038023187809,81.7,CRITICAL,605,131229.0,107201.0,Immediate replacement within 30 days
SYR-0205,Syracuse_Real_Data,pvc,65,8,164.2,moderately_corrosive,2,75.1,residential,0.8167785069211423,81.7,CRITICAL,606,6568.0,5365.0,Immediate replacement within 30 days
SYR-0529,Syracuse_Real_Data,galvanized_steel,35,6,460.3,moderately_corrosive,1,35.5,commercial,0.8152969962439598,81.5,CRITICAL,607,33659.0,27442.0,Immediate replacement within 30 days
SYR-0841,Syracuse_Real_Data,ductile_iron,40,16,1691.0,mildly_corrosive,1,107.9,industrial,0.8152013901154007,81.5,CRITICAL,608,263796.0,215047.0,Immediate replacement within 30 days
SYR-0839,Syracuse_Real_Data,hdpe,67,12,73.6,moderately_corrosive,2,99.3,residential,0.8148838405534585,81.5,CRITICAL,609,3864.0,3149.0,Immediate replacement within 30 days
SYR-0765,Syracuse_Real_Data,cast_iron,36,4,1011.4,corrosive,1,110.8,mixed,0.8140047398764759,81.4,CRITICAL,610,45513.0,37048.0,Immediate replacement within 30 days
SYR-0571,Syracuse_Real_Data,concrete,58,24,456.3,highly_corrosive,1,101.7,residential,0.8139867736705515,81.4,CRITICAL,611,75290.0,61285.0,Immediate replacement within 30 days
SYR-0842,Syracuse_Real_Data,pvc,74,16,219.2,highly_corrosive,1,57.5,industrial,0.8138484124800132,81.4,CRITICAL,612,22797.0,18553.0,Immediate replacement within 30 days
SYR-0084,Syracuse_Real_Data,galvanized_steel,34,12,162.3,corrosive,0,92.3,residential,0.8135234598342901,81.4,CRITICAL,613,15824.0,12873.0,Immediate replacement within 30 days
SYR-0883,Syracuse_Real_Data,steel,40,10,116.4,moderately_corrosive,2,77.4,residential,0.8135185850865968,81.4,CRITICAL,614,9458.0,7694.0,Immediate replacement within 30 days
SYR-0616,Syracuse_Real_Data,steel,93,20,1883.2,moderately_corrosive,0,40.8,industrial,0.8134656408421127,81.3,CRITICAL,615,397826.0,323618.0,Immediate replacement within 30 days
SYR-0236,Syracuse_Real_Data,ductile_iron,75,4,275.1,corrosive,2,97.2,residential,0.8130767659329686,81.3,CRITICAL,616,8253.0,6710.0,Immediate replacement within 30 days
SYR-0058,Syracuse_Real_Data,ductile_iron,39,24,1141.2,corrosive,1,116.2,residential,0.8127687538511092,81.3,CRITICAL,617,205416.0,166956.0,Immediate replacement within 30 days
SYR-0862,Syracuse_Real_Data,steel,59,12,972.3,highly_corrosive,0,30.9,residential,0.8125176670665507,81.3,CRITICAL,618,94799.0,77026.0,Immediate replacement within 30 days
SYR-0239,Syracuse_Real_Data,clay,68,24,550.7,mildly_corrosive,0,83.1,residential,0.812276583744501,81.2,CRITICAL,619,99126.0,80518.0,Immediate replacement within 30 days
EPA-01385,EPA_DWINS_Pattern,asbestos_cement,39,24,756.5,highly_corrosive,1,63.3,residential,0.8122740029895661,81.2,CRITICAL,620,226950.0,184346.0,Immediate replacement within 30 days
SYR-0917,Syracuse_Real_Data,copper,48,12,1452.0,moderately_corrosive,0,79.6,commercial,0.8116334877443254,81.2,CRITICAL,621,228690.0,185612.0,Immediate replacement within 30 days
SYR-0057,Syracuse_Real_Data,asbestos_cement,35,6,781.7,non_corrosive,2,40.4,industrial,0.8110885905611213,81.1,CRITICAL,622,76216.0,61818.0,Immediate replacement within 30 days
SYR-0902,Syracuse_Real_Data,cast_iron,37,4,1206.6,moderately_corrosive,0,52.2,residential,0.8109871188142739,81.1,CRITICAL,623,45247.0,36695.0,Immediate replacement within 30 days
SYR-0389,Syracuse_Real_Data,clay,78,16,1012.3,non_corrosive,0,66.6,commercial,0.8107703275516315,81.1,CRITICAL,624,182214.0,147734.0,Immediate replacement within 30 days
SYR-0922,Syracuse_Real_Data,cast_iron,58,8,669.2,mildly_corrosive,0,66.8,commercial,0.8101837747038707,81.0,CRITICAL,625,75285.0,60995.0,Immediate replacement within 30 days
SYR-0251,Syracuse_Real_Data,asbestos_cement,47,20,1612.0,non_corrosive,5,32.4,residential,0.8094729915230223,80.9,CRITICAL,626,403000.0,326218.0,Immediate replacement within 30 days
SYR-0046,Syracuse_Real_Data,steel,67,8,868.7,moderately_corrosive,2,43.9,residential,0.8091547202324927,80.9,CRITICAL,627,56466.0,45690.0,Immediate replacement within 30 days
SYR-0339,Syracuse_Real_Data,cast_iron,57,12,113.3,non_corrosive,5,42.0,residential,0.80865848433714,80.9,CRITICAL,628,12746.0,10307.0,Immediate replacement within 30 days
SYR-0932,Syracuse_Real_Data,concrete,87,12,1470.3,moderately_corrosive,0,71.1,commercial,0.8081039503318361,80.8,CRITICAL,629,181950.0,147035.0,Immediate replacement within 30 days
SYR-0748,Syracuse_Real_Data,cast_iron,60,6,1824.4,mildly_corrosive,1,90.7,industrial,0.8079253579836281,80.8,CRITICAL,630,133409.0,107785.0,Immediate replacement within 30 days
SYR-0004,Syracuse_Real_Data,asbestos_cement,62,10,65.8,moderately_corrosive,2,59.3,commercial,0.8072810343547058,80.7,CRITICAL,631,12338.0,9960.0,Immediate replacement within 30 days
SYR-0395,Syracuse_Real_Data,ductile_iron,50,12,1611.0,highly_corrosive,0,113.0,commercial,0.8072087284466983,80.7,CRITICAL,632,217485.0,175556.0,Immediate replacement within 30 days
SYR-0731,Syracuse_Real_Data,ductile_iron,40,24,784.9,mildly_corrosive,0,58.7,industrial,0.8069904061697043,80.7,CRITICAL,633,183667.0,148218.0,Immediate replacement within 30 days
SYR-0286,Syracuse_Real_Data,pvc,38,4,113.6,highly_corrosive,0,94.9,residential,0.8069574762779099,80.7,CRITICAL,634,2272.0,1833.0,Immediate replacement within 30 days
SYR-0934,Syracuse_Real_Data,steel,60,4,864.1,corrosive,2,100.4,mixed,0.8060739092449146,80.6,CRITICAL,635,33700.0,27165.0,Immediate replacement within 30 days
SYR-0112,Syracuse_Real_Data,cast_iron,41,10,924.0,corrosive,2,101.2,commercial,0.8053079967202439,80.5,CRITICAL,636,129938.0,104640.0,Immediate replacement within 30 days
SYR-0740,Syracuse_Real_Data,ductile_iron,53,24,244.0,moderately_corrosive,0,86.7,mixed,0.8050655548658318,80.5,CRITICAL,637,52704.0,42430.0,Immediate replacement within 30 days
SYR-0278,Syracuse_Real_Data,clay,70,12,985.6,mildly_corrosive,1,74.4,mixed,0.8049628400386453,80.5,CRITICAL,638,106445.0,85684.0,Immediate replacement within 30 days
SYR-0888,Syracuse_Real_Data,cast_iron,48,6,487.7,mildly_corrosive,1,72.2,commercial,0.8046268337050817,80.5,CRITICAL,639,41150.0,33110.0,Immediate replacement within 30 days
SYR-0587,Syracuse_Real_Data,steel,37,12,1913.9,corrosive,1,69.3,commercial,0.8044449237304703,80.4,CRITICAL,640,279908.0,225171.0,Immediate replacement within 30 days
SYR-0104,Syracuse_Real_Data,hdpe,58,24,922.6,mildly_corrosive,0,116.2,mixed,0.8041701267629453,80.4,CRITICAL,641,116248.0,93483.0,Immediate replacement within 30 days
SYR-0006,Syracuse_Real_Data,steel,38,4,1827.5,highly_corrosive,0,56.0,residential,0.8039531320100454,80.4,CRITICAL,642,59394.0,47750.0,Immediate replacement within 30 days
SYR-0664,Syracuse_Real_Data,pvc,42,4,1591.0,highly_corrosive,0,93.8,industrial,0.8035494588990814,80.4,CRITICAL,643,41366.0,33240.0,Immediate replacement within 30 days
SYR-0506,Syracuse_Real_Data,ductile_iron,39,6,1265.1,mildly_corrosive,0,62.1,mixed,0.8033587353073351,80.3,CRITICAL,644,68315.0,54881.0,Immediate replacement within 30 days
SYR-0503,Syracuse_Real_Data,cast_iron,45,20,680.9,mildly_corrosive,2,84.4,residential,0.80326719690313,80.3,CRITICAL,645,127669.0,102552.0,Immediate replacement within 30 days
SYR-0099,Syracuse_Real_Data,asbestos_cement,34,10,195.1,corrosive,5,33.1,residential,0.8030320680570416,80.3,CRITICAL,646,24388.0,19584.0,Immediate replacement within 30 days
SYR-0805,Syracuse_Real_Data,ductile_iron,52,24,249.7,highly_corrosive,1,51.5,industrial,0.8028776274675313,80.3,CRITICAL,647,58430.0,46912.0,Immediate replacement within 30 days
SYR-0950,Syracuse_Real_Data,pvc,65,10,862.0,moderately_corrosive,2,79.7,mixed,0.8022952907542997,80.2,CRITICAL,648,51720.0,41495.0,Immediate replacement within 30 days
SYR-0490,Syracuse_Real_Data,pvc,90,16,1269.2,highly_corrosive,1,117.7,residential,0.8021777970447889,80.2,CRITICAL,649,101536.0,81450.0,Immediate replacement within 30 days
SYR-0055,Syracuse_Real_Data,clay,61,16,628.6,highly_corrosive,0,104.1,residential,0.801947605184946,80.2,CRITICAL,650,75432.0,60493.0,Immediate replacement within 30 days
SYR-0541,Syracuse_Real_Data,steel,97,16,915.9,mildly_corrosive,1,50.0,industrial,0.8017181571472805,80.2,CRITICAL,651,154787.0,124096.0,Immediate replacement within 30 days
SYR-0554,Syracuse_Real_Data,copper,61,12,1928.8,corrosive,2,30.6,residential,0.8013014599771943,80.1,CRITICAL,652,202524.0,162283.0,Immediate replacement within 30 days
SYR-0994,Syracuse_Real_Data,cast_iron,65,8,1701.5,mildly_corrosive,3,33.5,residential,0.8009447988053905,80.1,CRITICAL,653,127612.0,102210.0,Immediate replacement within 30 days
SYR-0744,Syracuse_Real_Data,cast_iron,61,6,1022.3,moderately_corrosive,0,44.3,industrial,0.8002855614127236,80.0,CRITICAL,654,74756.0,59826.0,Immediate replacement within 30 days
SYR-0079,Syracuse_Real_Data,cast_iron,47,24,653.6,moderately_corrosive,0,38.9,residential,0.8002445591139977,80.0,CRITICAL,655,147060.0,117684.0,Immediate replacement within 30 days
SYR-0733,Syracuse_Real_Data,pvc,69,8,944.3,mildly_corrosive,2,95.7,residential,0.8001872128128658,80.0,CRITICAL,656,37772.0,30225.0,Immediate replacement within 30 days
EPA-01607,EPA_DWINS_Pattern,steel,43,24,744.9,highly_corrosive,2,65.7,commercial,0.7986611925351811,79.9,HIGH,657,217883.0,174015.0,Urgent repair within 90 days
SYR-0528,Syracuse_Real_Data,ductile_iron,45,12,1185.3,moderately_corrosive,3,64.9,residential,0.7978376040841607,79.8,HIGH,658,106677.0,85111.0,Urgent repair within 90 days
SYR-0736,Syracuse_Real_Data,copper,92,20,1603.5,corrosive,0,105.8,mixed,0.7960927542322052,79.6,HIGH,659,336735.0,268072.0,Urgent repair within 90 days
SYR-0864,Syracuse_Real_Data,concrete,58,12,237.1,non_corrosive,0,65.5,commercial,0.796007283211941,79.6,HIGH,660,29341.0,23356.0,Urgent repair within 90 days
SYR-0897,Syracuse_Real_Data,steel,50,16,1670.5,moderately_corrosive,1,78.2,industrial,0.7959941561697985,79.6,HIGH,661,282314.0,224720.0,Urgent repair within 90 days
SYR-0357,Syracuse_Real_Data,copper,37,10,703.5,highly_corrosive,1,85.9,commercial,0.7952981357998044,79.5,HIGH,662,92334.0,73433.0,Urgent repair within 90 days
SYR-0814,Syracuse_Real_Data,cast_iron,98,20,378.4,moderately_corrosive,2,102.6,mixed,0.7952085180534462,79.5,HIGH,663,85140.0,67704.0,Urgent repair within 90 days
SYR-0433,Syracuse_Real_Data,pvc,65,10,1798.3,moderately_corrosive,2,93.6,industrial,0.7949458003923067,79.5,HIGH,664,116890.0,92921.0,Urgent repair within 90 days
EPA-00400,EPA_DWINS_Pattern,cast_iron,94,6,1225.9,moderately_corrosive,3,114.9,industrial,0.7944076946198945,79.4,HIGH,665,89644.0,71214.0,Urgent repair within 90 days
SYR-0523,Syracuse_Real_Data,ductile_iron,99,8,644.0,corrosive,2,40.2,residential,0.7932974349737333,79.3,HIGH,666,38640.0,30653.0,Urgent repair within 90 days
SYR-0896,Syracuse_Real_Data,asbestos_cement,47,10,121.7,corrosive,1,75.3,commercial,0.793124797161551,79.3,HIGH,667,22819.0,18098.0,Urgent repair within 90 days
SYR-0851,Syracuse_Real_Data,ductile_iron,42,10,824.0,mildly_corrosive,2,45.9,commercial,0.7929852107212304,79.3,HIGH,668,92700.0,73510.0,Urgent repair within 90 days
SYR-0612,Syracuse_Real_Data,steel,80,6,228.1,moderately_corrosive,0,116.6,industrial,0.7927745415504623,79.3,HIGH,669,14456.0,11460.0,Urgent repair within 90 days
SYR-0534,Syracuse_Real_Data,cast_iron,60,20,1897.7,mildly_corrosive,0,50.3,commercial,0.7927363250584476,79.3,HIGH,670,533728.0,423106.0,Urgent repair within 90 days
SYR-0126,Syracuse_Real_Data,concrete,53,12,1197.2,non_corrosive,0,54.5,residential,0.7926971985071055,79.3,HIGH,671,98769.0,78294.0,Urgent repair within 90 days
SYR-0172,Syracuse_Real_Data,clay,36,6,738.6,moderately_corrosive,2,46.5,mixed,0.7920582104411864,79.2,HIGH,672,39884.0,31590.0,Urgent repair within 90 days
SYR-0606,Syracuse_Real_Data,pvc,55,20,1993.5,corrosive,0,100.4,commercial,0.7916897017017445,79.2,HIGH,673,299025.0,236735.0,Urgent repair within 90 days
SYR-0182,Syracuse_Real_Data,ductile_iron,39,20,507.2,moderately_corrosive,1,94.6,industrial,0.7915689279436238,79.2,HIGH,674,98904.0,78289.0,Urgent repair within 90 days
SYR-0174,Syracuse_Real_Data,cast_iron,44,24,1302.9,mildly_corrosive,1,68.8,residential,0.7915162122893512,79.2,HIGH,675,293153.0,232035.0,Urgent repair within 90 days
SYR-0026,Syracuse_Real_Data,pvc,78,4,50.4,mildly_corrosive,0,75.5,commercial,0.7914897320527609,79.1,HIGH,676,1512.0,1197.0,Urgent repair within 90 days
SYR-0689,Syracuse_Real_Data,steel,77,6,1463.2,moderately_corrosive,2,96.8,commercial,0.7913415647576797,79.1,HIGH,677,106996.0,84670.0,Urgent repair within 90 days
SYR-0225,Syracuse_Real_Data,ductile_iron,45,10,1841.9,moderately_corrosive,1,101.6,residential,0.7911572256831192,79.1,HIGH,678,138142.0,109292.0,Urgent repair within 90 days
SYR-0701,Syracuse_Real_Data,clay,58,24,861.9,mildly_corrosive,1,31.0,residential,0.7907543383856677,79.1,HIGH,679,155142.0,122679.0,Urgent repair within 90 days
SYR-0191,Syracuse_Real_Data,cast_iron,38,20,1136.1,highly_corrosive,1,76.4,industrial,0.7901250849726773,79.0,HIGH,680,276924.0,218805.0,Urgent repair within 90 days
SYR-0584,Syracuse_Real_Data,pvc,47,12,544.9,corrosive,1,99.8,industrial,0.7901094476944862,79.0,HIGH,681,42502.0,33581.0,Urgent repair within 90 days
SYR-0929,Syracuse_Real_Data,steel,68,10,1528.2,highly_corrosive,0,72.5,residential,0.7896368763323927,79.0,HIGH,682,124166.0,98046.0,Urgent repair within 90 days
SYR-0999,Syracuse_Real_Data,cast_iron,101,8,1814.0,corrosive,1,51.5,commercial,0.7894997730829891,78.9,HIGH,683,204075.0,161117.0,Urgent repair within 90 days
SYR-0139,Syracuse_Real_Data,pvc,50,20,596.1,non_corrosive,0,33.1,residential,0.7893431536548178,78.9,HIGH,684,59610.0,47053.0,Urgent repair within 90 days
SYR-0372,Syracuse_Real_Data,cast_iron,37,10,1474.7,moderately_corrosive,0,116.8,mixed,0.7892842245385538,78.9,HIGH,685,165904.0,130945.0,Urgent repair within 90 days
SYR-0238,Syracuse_Real_Data,pvc,36,20,1357.1,non_corrosive,1,96.4,industrial,0.7889163667744703,78.9,HIGH,686,176423.0,139183.0,Urgent repair within 90 days
SYR-0487,Syracuse_Real_Data,ductile_iron,35,24,961.2,corrosive,2,57.6,residential,0.7886825545369631,78.9,HIGH,687,173016.0,136455.0,Urgent repair within 90 days
SYR-0809,Syracuse_Real_Data,cast_iron,58,8,509.5,moderately_corrosive,2,110.9,commercial,0.7885410226992833,78.9,HIGH,688,57319.0,45198.0,Urgent repair within 90 days
SYR-0288,Syracuse_Real_Data,ductile_iron,62,6,583.7,corrosive,0,76.6,commercial,0.7881038117472988,78.8,HIGH,689,39400.0,31051.0,Urgent repair within 90 days
SYR-0486,Syracuse_Real_Data,ductile_iron,91,10,665.8,moderately_corrosive,0,113.0,residential,0.787190476417818,78.7,HIGH,690,49935.0,39308.0,Urgent repair within 90 days
SYR-0623,Syracuse_Real_Data,concrete,48,8,1291.1,non_corrosive,0,34.2,mixed,0.7870460875679749,78.7,HIGH,691,85213.0,67067.0,Urgent repair within 90 days
SYR-0549,Syracuse_Real_Data,cast_iron,58,12,726.7,mildly_corrosive,0,84.0,commercial,0.7869406852662426,78.7,HIGH,692,122631.0,96503.0,Urgent repair within 90 days
SYR-0787,Syracuse_Real_Data,steel,62,12,116.9,non_corrosive,0,102.1,mixed,0.7867259285907799,78.7,HIGH,693,13677.0,10760.0,Urgent repair within 90 days
SYR-0032,Syracuse_Real_Data,concrete,38,16,1339.0,moderately_corrosive,1,32.2,residential,0.7866166891736118,78.7,HIGH,694,147290.0,115861.0,Urgent repair within 90 days
SYR-0434,Syracuse_Real_Data,steel,37,4,539.8,moderately_corrosive,5,84.5,residential,0.7861675089499699,78.6,HIGH,695,17544.0,13793.0,Urgent repair within 90 days
SYR-0324,Syracuse_Real_Data,cast_iron,47,20,364.0,moderately_corrosive,0,86.6,residential,0.7859459989272837,78.6,HIGH,696,68250.0,53641.0,Urgent repair within 90 days
SYR-0019,Syracuse_Real_Data,copper,51,4,728.7,corrosive,5,40.2,commercial,0.7857532036365622,78.6,HIGH,697,38257.0,30061.0,Urgent repair within 90 days
SYR-0817,Syracuse_Real_Data,ductile_iron,67,6,686.3,moderately_corrosive,2,42.5,residential,0.7856306649169356,78.6,HIGH,698,30884.0,24263.0,Urgent repair within 90 days
SYR-0158,Syracuse_Real_Data,copper,78,20,1654.1,non_corrosive,0,76.3,commercial,0.7847982596426621,78.5,HIGH,699,434201.0,340760.0,Urgent repair within 90 days
SYR-0845,Syracuse_Real_Data,hdpe,44,8,397.6,moderately_corrosive,2,67.4,residential,0.7845894490421664,78.5,HIGH,700,13916.0,10918.0,Urgent repair within 90 days
SYR-0964,Syracuse_Real_Data,ductile_iron,52,6,926.1,moderately_corrosive,2,71.5,commercial,0.7844241110850882,78.4,HIGH,701,62512.0,49036.0,Urgent repair within 90 days
SYR-0755,Syracuse_Real_Data,clay,39,16,1198.8,moderately_corrosive,3,105.5,commercial,0.7838850277341799,78.4,HIGH,702,215784.0,169150.0,Urgent repair within 90 days
SYR-0076,Syracuse_Real_Data,pvc,72,10,1610.0,moderately_corrosive,2,101.0,residential,0.7838356626954718,78.4,HIGH,703,80500.0,63099.0,Urgent repair within 90 days
SYR-0256,Syracuse_Real_Data,pvc,62,16,1677.9,moderately_corrosive,1,46.0,commercial,0.7836340405450877,78.4,HIGH,704,201348.0,157783.0,Urgent repair within 90 days
SYR-0996,Syracuse_Real_Data,steel,39,4,1256.4,moderately_corrosive,1,117.0,residential,0.7831005376190389,78.3,HIGH,705,40833.0,31976.0,Urgent repair within 90 days
SYR-0527,Syracuse_Real_Data,ductile_iron,51,10,1838.3,moderately_corrosive,0,79.1,industrial,0.7826865196913656,78.3,HIGH,706,179234.0,140284.0,Urgent repair within 90 days
SYR-0585,Syracuse_Real_Data,clay,66,12,408.3,non_corrosive,1,67.2,commercial,0.7817511464349135,78.2,HIGH,707,55120.0,43090.0,Urgent repair within 90 days
SYR-0760,Syracuse_Real_Data,concrete,80,4,1678.8,mildly_corrosive,0,43.8,mixed,0.7816556503752182,78.2,HIGH,708,55400.0,43304.0,Urgent repair within 90 days
SYR-0367,Syracuse_Real_Data,steel,101,20,1293.4,corrosive,1,42.2,commercial,0.7815272362100746,78.2,HIGH,709,315266.0,246389.0,Urgent repair within 90 days
SYR-0282,Syracuse_Real_Data,steel,50,10,1716.8,moderately_corrosive,0,97.2,industrial,0.781043974504151,78.1,HIGH,710,181337.0,141632.0,Urgent repair within 90 days
SYR-0440,Syracuse_Real_Data,steel,36,16,285.9,moderately_corrosive,4,117.5,residential,0.7809354951961324,78.1,HIGH,711,37167.0,29025.0,Urgent repair within 90 days
