timestamp,vibration_mm_s,tilt_degree,crack_width_mm,temperature_c,humidity_pct,inspection_report,anomaly_label,is_anomaly,anomaly_score,text_risk_score,sensor_threshold_score,final_risk_score,risk_level,recommended_action
2026-05-02 19:15:00,0.953,0.034,0.147,21.06,54.52,Routine inspection: no major structural issues observed.,1,0,-0.16317983990472495,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 19:30:00,0.667,0.106,0.116,21.54,65.79,Routine inspection: no major structural issues observed.,1,0,-0.06381379598049819,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 19:45:00,1.267,0.07,0.097,19.76,60.37,Routine inspection: no major structural issues observed.,1,0,-0.15222093693776578,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 20:00:00,0.997,0.078,0.135,21.94,55.07,Routine inspection: no major structural issues observed.,1,0,-0.19117213738085093,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 20:15:00,1.096,0.048,0.162,19.93,56.49,Routine inspection: no major structural issues observed.,1,0,-0.1930801056659816,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 20:30:00,1.047,0.07,0.168,20.18,55.27,Routine inspection: no major structural issues observed.,1,0,-0.21100004223123314,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 20:45:00,1.165,0.119,0.257,23.73,53.78,Routine inspection: no major structural issues observed.,1,0,-0.12375770149029175,0,2,2,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 21:00:00,1.466,0.097,0.224,18.92,48.51,"Minor corrosion stains noted, no immediate movement detected.",1,0,-0.14562658663331335,4,0,4,Medium,Schedule engineering inspection within 7 days and monitor the affected sensor readings more frequently.
2026-05-02 21:15:00,1.239,0.132,0.142,16.17,54.09,Routine inspection: no major structural issues observed.,1,0,-0.09024488045102624,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 21:30:00,1.16,0.115,0.194,24.22,50.52,Routine inspection: no major structural issues observed.,1,0,-0.15571607342937932,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 21:45:00,0.941,0.093,0.164,26.1,47.5,Routine inspection: no major structural issues observed.,1,0,-0.055878566312712485,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 22:00:00,0.781,0.132,0.169,20.19,58.07,Routine inspection: no major structural issues observed.,1,0,-0.14357626930263528,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 22:15:00,1.078,0.093,0.187,17.13,57.35,Routine inspection: no major structural issues observed.,1,0,-0.16167104989683234,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 22:30:00,1.187,0.105,0.205,20.38,44.28,Routine inspection: no major structural issues observed.,1,0,-0.15123990893434097,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 22:45:00,1.642,0.071,0.166,20.43,54.26,Routine inspection: no major structural issues observed.,1,0,-0.1811488824773017,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 23:00:00,1.233,0.082,0.223,20.62,60.97,Routine inspection: no major structural issues observed.,1,0,-0.18733253411362544,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 23:15:00,1.446,0.059,0.134,18.77,61.36,Routine inspection: no major structural issues observed.,1,0,-0.14681565056554746,0,0,0,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 23:30:00,1.075,0.11,0.18,22.16,61.16,Routine inspection: no major structural issues observed.,1,0,-0.17975958663128072,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
2026-05-02 23:45:00,0.904,0.045,0.284,22.05,55.23,Routine inspection: no major structural issues observed.,1,0,-0.11739144600931811,0,1,1,Low,Continue routine monitoring and normal periodic inspection.
