Order_ID,User_ID,Restaurant_ID,Driver_ID,Item_Name,Quantity,Total_Price,Order_Time,Delivery_Time,Delivery_Duration_Minutes,City,Payment_Method,Order_Status,Driver_Vehicle,Restaurant_Lat,Restaurant_Lon,Customer_Lat,Customer_Lon,Driver_Lat,Driver_Lon,Delivery_Distance_km,Traffic_Level,Driver_Availability
11536,U6880,45,263,Pasta,4,168.56,12-06-2025 19:56,12-06-2025 20:43,47,Cairo,Credit Card,Delivered,Car,30.05845755,31.24523734,30.02627359,31.24850964,30.06172292,31.24083443,3.581624534,High,Online
11537,U5782,21,385,Pasta,2,246.24,03-06-2025 20:02,03-06-2025 20:37,35,Assiut,Wallet,Cancelled,Motorbike,27.19715017,31.17604064,27.1650745,31.1905234,27.18201673,31.18585667,3.833013003,Low,Online
11538,U2255,609,144,Shawarma,2,141.12,10-06-2025 15:21,10-06-2025 15:49,28,Assiut,Wallet,Delivered,Car,27.18115487,31.18055491,27.17919213,31.17848723,27.18456678,31.19330073,0.298802151,Medium,Online
11539,U1021,60,478,Pasta,5,538.3,15-06-2025 22:30,15-06-2025 23:01,31,Zagazig,Credit Card,Cancelled,Car,30.59146419,31.49137664,30.5835,31.48756739,30.59198586,31.49059059,0.955535528,Low,Online
11540,U8030,339,266,Salad,1,130.84,13-06-2025 02:44,13-06-2025 03:14,30,Alexandria,Cash,Delivered,Car,31.20842589,29.90281299,31.21097862,29.90616914,31.20012213,29.91151534,0.427073619,Low,Online
11541,U6228,635,468,Sushi,1,55.86,05-06-2025 15:47,05-06-2025 16:22,35,Tanta,Wallet,Delivered,Bicycle,30.79981035,30.98727141,30.781863,31.0089942,30.78259185,31.01560464,2.877828746,Medium,Online
11542,U6241,215,441,Pasta,4,239.48,15-06-2025 07:10,15-06-2025 07:30,20,Mansoura,Credit Card,Cancelled,Motorbike,31.02276045,31.39743748,31.0394379,31.38254322,31.03304898,31.36277678,2.332595846,High,Online
11543,U1289,187,347,Burger,1,63.54,04-06-2025 17:21,04-06-2025 17:42,21,Zagazig,Cash,Delivered,Motorbike,30.60010277,31.50134109,30.56796358,31.48896843,30.57565968,31.5037109,3.755463199,High,Online
11544,U1273,938,482,Burger,3,398.07,10-06-2025 00:22,10-06-2025 01:14,52,Alexandria,Cash,Delivered,Motorbike,31.19935105,29.92020245,31.20439292,29.93276119,31.20879276,29.90044718,1.320988082,Low,Online
11545,U4416,300,249,Shawarma,4,560.76,16-06-2025 02:19,16-06-2025 02:51,32,Zagazig,Credit Card,Delivered,Car,30.58572494,31.51163331,30.56822417,31.49873143,30.58336014,31.49666103,2.301283535,Low,Online
11546,U5249,850,276,Salad,2,66.14,05-06-2025 13:34,05-06-2025 14:18,44,Cairo,Cash,Delivered,Bicycle,30.04135599,31.25026962,30.05266649,31.25352708,30.04781253,31.24132382,1.292563065,Medium,Online
11547,U1894,450,129,Sushi,3,379.98,14-06-2025 17:07,14-06-2025 17:43,36,Tanta,Credit Card,Delivered,Bicycle,30.78686846,30.97912544,30.80328532,31.01190882,30.78307103,30.99494241,3.627308601,High,Online
11548,U3752,41,281,Salad,2,247.42,08-06-2025 01:00,08-06-2025 01:50,50,Zagazig,Credit Card,In Transit,Bicycle,30.60550202,31.4869814,30.56960385,31.51875537,30.6061515,31.51106567,5.0125759,Low,Online
11549,U9796,269,152,Burger,2,270.46,07-06-2025 21:25,07-06-2025 21:53,28,Mansoura,Wallet,Delivered,Bicycle,31.03982815,31.3785954,31.03376162,31.39948598,31.04623515,31.39779135,2.10473447,Low,Online
11550,U6726,671,473,Pasta,5,242.1,09-06-2025 23:28,10-06-2025 00:20,52,Alexandria,Credit Card,Cancelled,Motorbike,31.2182271,29.90667796,31.19694486,29.91169027,31.20226973,29.91850132,2.407487298,Low,Online
11551,U5418,691,297,Fried Chicken,5,698.55,14-06-2025 09:06,14-06-2025 10:03,57,Assiut,Cash,Delivered,Car,27.16811161,31.18267796,27.17470514,31.1834409,27.17538386,31.19675467,0.734506695,High,Online
11552,U2237,9,390,Pizza,2,225.58,15-06-2025 11:21,15-06-2025 12:13,52,Mansoura,Cash,Cancelled,Motorbike,31.04686544,31.38608827,31.01861874,31.38927424,31.02562996,31.3829824,3.146449461,Medium,Online
11553,U9030,562,289,Shawarma,2,184.46,07-06-2025 23:05,07-06-2025 23:35,30,Alexandria,Credit Card,Delivered,Car,31.21258958,29.9183071,31.19430253,29.9344068,31.1886397,29.90173206,2.54264491,Low,Online
11554,U3308,153,127,Koshary,1,78.85,08-06-2025 10:49,08-06-2025 11:27,38,Giza,Wallet,In Transit,Bicycle,30.02026515,31.21607397,30.00056309,31.19638999,29.99352761,31.22571891,2.894184482,Medium,Online
11555,U9992,48,177,Shawarma,4,479.56,11-06-2025 17:41,11-06-2025 18:29,48,Cairo,Wallet,Delivered,Motorbike,30.04867689,31.21646668,30.03195995,31.21902265,30.04810012,31.23732805,1.869450345,High,Online
11556,U4760,864,344,Burger,4,156.2,16-06-2025 03:14,16-06-2025 04:04,50,Alexandria,Cash,Delivered,Motorbike,31.20269251,29.92036773,31.18133575,29.89937797,31.19375388,29.91519749,3.099871729,Low,Offline
11557,U2896,957,365,Sushi,5,517.55,09-06-2025 16:46,09-06-2025 17:37,51,Giza,Wallet,Delivered,Motorbike,30.02753722,31.21769768,29.99800273,31.18890009,29.99500583,31.19701585,4.293880343,High,Online
11558,U5003,168,156,Shawarma,5,222.35,14-06-2025 04:54,14-06-2025 05:42,48,Tanta,Cash,Delivered,Bicycle,30.79936586,31.01806581,30.78108924,30.98621822,30.80165518,30.98012067,3.66023786,Low,Online
11559,U8464,457,8,Sushi,2,255.54,10-06-2025 18:53,10-06-2025 19:40,47,Assiut,Credit Card,Delivered,Motorbike,27.16579155,31.16790845,27.18156814,31.19128759,27.16613548,31.17154494,2.90243352,High,Online
11560,U5912,784,228,Sandwich,2,248.4,02-06-2025 13:05,02-06-2025 13:33,28,Cairo,Cash,Delivered,Bicycle,30.05834351,31.21616506,30.03405115,31.24717293,30.0582942,31.25114877,4.024227655,Medium,Online
11561,U7864,564,453,Sushi,5,670.7,01-06-2025 22:31,01-06-2025 23:11,40,Assiut,Wallet,Delivered,Car,27.17746274,31.17532763,27.19760216,31.19389496,27.1912045,31.19544388,2.892216435,Low,Offline
11562,U4198,382,375,Sandwich,4,128.88,10-06-2025 16:38,10-06-2025 17:17,39,Cairo,Wallet,Delivered,Motorbike,30.03454787,31.22885186,30.0428241,31.23535879,30.03434282,31.22555796,1.111562344,High,Online
11563,U8096,704,407,Pizza,2,272.38,07-06-2025 23:58,08-06-2025 00:29,31,Tanta,Credit Card,Delivered,Bicycle,30.80129074,31.01052739,30.77002371,31.00492882,30.79258462,31.00409797,3.507620529,Low,Online
11564,U7352,910,222,Fried Chicken,2,109.66,12-06-2025 22:46,12-06-2025 23:40,54,Assiut,Cash,Delivered,Car,27.17818099,31.17376363,27.17042094,31.17415242,27.18504146,31.20109975,0.86072476,Low,Offline
11565,U5814,740,66,Shawarma,4,178.08,02-06-2025 04:11,02-06-2025 05:06,55,Giza,Wallet,Delivered,Bicycle,30.02543459,31.19875112,30.0071808,31.20058648,30.00928991,31.20511081,2.031214158,Low,Offline
11566,U2902,779,208,Sandwich,4,402.52,05-06-2025 01:14,05-06-2025 01:58,44,Zagazig,Wallet,Cancelled,Car,30.57823614,31.51681761,30.59663232,31.4975555,30.59690141,31.48729365,2.751824439,Low,Online
11567,U2090,240,185,Pasta,3,406.23,13-06-2025 12:23,13-06-2025 12:42,19,Giza,Wallet,Delivered,Bicycle,29.99325717,31.20606572,29.99697808,31.20102757,30.01948026,31.21784808,0.637542266,Medium,Online
11568,U7070,482,497,Burger,5,517.75,10-06-2025 01:09,10-06-2025 02:09,60,Giza,Cash,Delivered,Motorbike,30.01291837,31.21521855,29.99979147,31.22205846,30.03078117,31.21477089,1.597795907,Low,Online
11569,U9372,34,157,Fried Chicken,2,118.46,04-06-2025 19:10,04-06-2025 19:55,45,Tanta,Cash,Delivered,Motorbike,30.77050913,30.98652156,30.79169145,31.00095437,30.80309882,31.00611317,2.724625319,High,Online
11570,U3692,745,387,Burger,5,705.55,16-06-2025 06:00,16-06-2025 06:40,40,Assiut,Cash,Delivered,Bicycle,27.19107504,31.18778624,27.17454017,31.18087423,27.1613596,31.17309703,1.956012258,Low,Online
11571,U8881,286,247,Salad,1,149.04,04-06-2025 16:44,04-06-2025 17:08,24,Alexandria,Credit Card,Delivered,Motorbike,31.19114301,29.9344814,31.20572445,29.92245774,31.20513455,29.93155522,1.981620922,High,Online
11572,U1809,663,138,Salad,1,31.41,13-06-2025 09:48,13-06-2025 10:22,34,Mansoura,Cash,Delivered,Motorbike,31.03564583,31.39075441,31.04048615,31.36582946,31.04156146,31.37485727,2.439257452,High,Online
11573,U2897,655,240,Sushi,1,108.6,02-06-2025 04:51,02-06-2025 05:47,56,Tanta,Credit Card,Delivered,Bicycle,30.76998134,30.98378172,30.77750535,31.01488486,30.80059968,30.99922188,3.092111795,Low,Offline
11574,U4483,822,62,Koshary,5,538.5,01-06-2025 13:20,01-06-2025 14:01,41,Mansoura,Credit Card,Delivered,Car,31.02936637,31.36676596,31.04181149,31.36617606,31.048464,31.40065261,1.380940019,Medium,Online
11575,U1376,385,474,Fried Chicken,2,130.1,04-06-2025 17:01,04-06-2025 17:36,35,Tanta,Cash,Delivered,Car,30.79775961,30.98227364,30.79374178,31.00273427,30.77854252,31.01586923,2.008252909,High,Online
11576,U4547,101,291,Sushi,3,429.81,04-06-2025 14:40,04-06-2025 15:12,32,Alexandria,Wallet,Delivered,Motorbike,31.18616352,29.93546043,31.21983913,29.91595362,31.18395563,29.9136032,4.170922917,Medium,Online
11577,U3501,828,463,Salad,2,164.5,16-06-2025 09:35,16-06-2025 10:07,32,Mansoura,Credit Card,In Transit,Bicycle,31.04378638,31.38589112,31.02718933,31.39258306,31.05015625,31.39493476,1.947866821,High,Online
11578,U7561,3,265,Shawarma,1,89.52,08-06-2025 23:22,08-06-2025 23:53,31,Tanta,Wallet,Delivered,Bicycle,30.80319703,30.97889533,30.77435266,30.99721215,30.8028376,31.01496359,3.64690433,Low,Offline
11579,U6114,461,17,Fried Chicken,5,689.2,04-06-2025 13:09,04-06-2025 13:44,35,Mansoura,Wallet,Cancelled,Bicycle,31.04509347,31.39504327,31.04463535,31.38550481,31.05070235,31.37830234,0.911951524,Medium,Offline
11580,U8176,468,12,Koshary,5,523.35,02-06-2025 19:08,02-06-2025 19:41,33,Cairo,Credit Card,Delivered,Motorbike,30.05684087,31.22876117,30.04015805,31.23988703,30.03488642,31.22126135,2.138069647,High,Online
11581,U1370,834,362,Pasta,1,35.07,10-06-2025 18:09,10-06-2025 18:38,29,Alexandria,Wallet,Delivered,Bicycle,31.18445887,29.92575036,31.20077317,29.9246205,31.19838301,29.89911559,1.812015634,High,Online
11582,U2201,443,270,Sushi,1,70.13,03-06-2025 00:04,03-06-2025 00:42,38,Mansoura,Cash,Delivered,Bicycle,31.02792927,31.39557428,31.03331707,31.37512686,31.05080132,31.3724741,2.041536924,Low,Online
11583,U3714,981,428,Sandwich,1,136.78,12-06-2025 08:12,12-06-2025 08:49,37,Tanta,Cash,Delivered,Bicycle,30.80228155,31.00835574,30.76878868,31.00561219,30.78345779,30.98743776,3.722487624,High,Online
11584,U9270,518,465,Pasta,5,439.1,06-06-2025 13:57,06-06-2025 14:46,49,Cairo,Wallet,Delivered,Bicycle,30.05300422,31.24856534,30.04512142,31.24501427,30.04541141,31.24272418,0.938545127,Medium,Online
11585,U9903,795,179,Salad,2,275.22,01-06-2025 16:04,01-06-2025 16:25,21,Alexandria,Wallet,Delivered,Car,31.20568215,29.9308704,31.19394131,29.91319434,31.18663528,29.91061107,2.128951864,High,Online
11586,U9587,218,294,Fried Chicken,2,257.7,12-06-2025 20:48,12-06-2025 21:38,50,Zagazig,Credit Card,Delivered,Bicycle,30.59425067,31.48796456,30.5850422,31.49926231,30.57725396,31.50774098,1.488731352,Low,Online
11587,U1262,323,316,Shawarma,4,520.56,06-06-2025 06:07,06-06-2025 06:40,33,Giza,Credit Card,Delivered,Motorbike,30.00966802,31.20440648,30.01207973,31.19336175,30.01557484,31.21350501,1.098574389,Low,Online
11588,U2967,156,477,Koshary,3,99.63,12-06-2025 10:35,12-06-2025 11:09,34,Mansoura,Wallet,Delivered,Car,31.01968227,31.39807247,31.04958165,31.39737627,31.04370153,31.3711219,3.315612976,Medium,Online
11589,U8736,194,180,Salad,2,156.82,15-06-2025 04:36,15-06-2025 05:04,28,Cairo,Credit Card,Delivered,Bicycle,30.05577766,31.21945121,30.06361044,31.22571053,30.06165523,31.23065853,1.057465724,Low,Online
11590,U3505,753,426,Sandwich,2,184.52,07-06-2025 02:22,07-06-2025 02:49,27,Mansoura,Wallet,Delivered,Bicycle,31.04504853,31.40055782,31.052688,31.3958343,31.02785047,31.37123014,0.959526248,Low,Online
11591,U5311,354,452,Burger,2,280.92,12-06-2025 12:51,12-06-2025 13:33,42,Tanta,Cash,Delivered,Motorbike,30.78541218,30.98725881,30.78304656,31.0091318,30.77866677,31.01569277,2.110015537,Medium,Online
11592,U6746,172,227,Pizza,5,150.55,12-06-2025 12:48,12-06-2025 13:38,50,Zagazig,Wallet,Delivered,Car,30.60369038,31.50671933,30.57847236,31.49243227,30.60745761,31.49590566,3.113476901,Medium,Online
11593,U3630,234,247,Salad,2,281.66,08-06-2025 09:52,08-06-2025 10:46,54,Tanta,Wallet,Delivered,Car,30.77994639,30.9912824,30.78209475,31.01609389,30.78055425,30.98644893,2.386913447,High,Online
11594,U2623,941,372,Pasta,4,577.16,07-06-2025 11:04,07-06-2025 11:45,41,Tanta,Wallet,Delivered,Motorbike,30.77827287,31.01750971,30.79890014,30.9839318,30.7893971,30.98780378,3.944463688,Medium,Online
11595,U7146,600,321,Shawarma,3,304.29,12-06-2025 10:42,12-06-2025 11:42,60,Tanta,Cash,Cancelled,Car,30.80141185,30.99918217,30.79818248,30.98364101,30.76670259,31.00427016,1.529824624,Medium,Online
11596,U3066,761,101,Sushi,1,101.6,11-06-2025 14:38,11-06-2025 15:02,24,Giza,Wallet,Delivered,Motorbike,30.02497951,31.19488121,30.02453942,31.19950836,30.00850517,31.22581415,0.449003386,Medium,Online
11597,U4639,699,84,Salad,4,360.12,09-06-2025 20:29,09-06-2025 21:25,56,Cairo,Cash,Delivered,Motorbike,30.04499919,31.24957045,30.03738171,31.24926563,30.04128999,31.2394668,0.844933282,Low,Online
11598,U4924,583,453,Salad,2,148.78,15-06-2025 23:37,16-06-2025 00:26,49,Tanta,Cash,Delivered,Car,30.77172939,30.99426208,30.78707972,30.99913346,30.78174609,30.98391046,1.7645528,Low,Online
11599,U4920,180,48,Shawarma,5,175.55,13-06-2025 00:43,13-06-2025 01:43,60,Assiut,Cash,Cancelled,Car,27.16950286,31.19777908,27.19618121,31.18325773,27.18670984,31.20056821,3.287760384,Low,Online
11600,U1820,937,178,Pasta,1,87.86,01-06-2025 19:05,01-06-2025 19:39,34,Alexandria,Cash,Delivered,Bicycle,31.20634912,29.91644073,31.19558867,29.9092279,31.19764269,29.89935024,1.37690925,High,Online
11601,U3630,758,33,Shawarma,2,169.04,02-06-2025 08:57,02-06-2025 09:34,37,Cairo,Credit Card,Delivered,Car,30.03980165,31.25302008,30.04448959,31.22767668,30.04030993,31.21898144,2.498889978,High,Online
11602,U9275,82,58,Sushi,5,610.7,04-06-2025 07:18,04-06-2025 07:58,40,Zagazig,Wallet,Delivered,Car,30.60115893,31.48421968,30.58478314,31.49220433,30.59056435,31.50199792,1.970361965,High,Online
11603,U1441,959,289,Koshary,2,249.26,04-06-2025 08:48,04-06-2025 09:12,24,Cairo,Cash,Delivered,Car,30.0623982,31.25503616,30.02983992,31.23740779,30.06332494,31.25078822,3.989564743,High,Online
11604,U1260,886,294,Salad,3,354.69,08-06-2025 15:54,08-06-2025 16:30,36,Tanta,Credit Card,Delivered,Bicycle,30.79872548,30.9967589,30.80003544,30.984515,30.7794362,31.0130933,1.180751842,Medium,Online
11605,U1914,535,155,Pasta,2,293.64,02-06-2025 22:23,02-06-2025 23:07,44,Cairo,Credit Card,Delivered,Motorbike,30.03950182,31.23046547,30.04475614,31.23125009,30.04609361,31.22342964,0.587353748,Low,Online
11606,U2573,69,58,Pasta,4,324.52,05-06-2025 21:57,05-06-2025 22:27,30,Giza,Credit Card,Delivered,Car,30.02464746,31.19056945,30.02672225,31.22683368,30.02104557,31.19566883,3.505651798,Low,Online
11607,U4262,340,98,Salad,1,115.85,03-06-2025 16:03,03-06-2025 16:36,33,Zagazig,Cash,Delivered,Motorbike,30.58175767,31.49111746,30.58738087,31.5040667,30.58917357,31.48835978,1.389707313,High,Online
11608,U2107,6,19,Pizza,5,157.6,14-06-2025 13:44,14-06-2025 14:15,31,Giza,Cash,Delivered,Bicycle,29.999784,31.20140294,30.00304518,31.21243239,30.01572688,31.20760754,1.12390368,Medium,Online
11609,U6364,885,111,Fried Chicken,2,151.64,10-06-2025 09:35,10-06-2025 10:15,40,Tanta,Cash,Delivered,Bicycle,30.76783573,31.00732646,30.76808505,31.00074446,30.79288777,30.98151792,0.63073145,High,Online
11610,U8650,808,93,Fried Chicken,2,271.94,08-06-2025 21:04,08-06-2025 21:39,35,Giza,Cash,Delivered,Bicycle,30.00852867,31.21679551,30.01197241,31.21699156,30.0293477,31.20952708,0.382216121,Low,Online
11611,U7811,887,336,Burger,5,643.25,15-06-2025 00:20,15-06-2025 01:16,56,Cairo,Credit Card,Cancelled,Motorbike,30.06054237,31.25111923,30.04572041,31.24903477,30.03943944,31.23397994,1.655314951,Low,Online
11612,U8361,691,275,Shawarma,4,332.16,06-06-2025 06:33,06-06-2025 07:08,35,Cairo,Credit Card,Delivered,Motorbike,30.03395946,31.25328845,30.04071695,31.25545879,30.05590186,31.22531879,0.777786442,Low,Online
11613,U9235,310,86,Salad,5,747.6,13-06-2025 04:59,13-06-2025 05:24,25,Assiut,Wallet,Delivered,Car,27.16916053,31.19277059,27.17577896,31.18623684,27.1923738,31.20366309,0.978313389,Low,Online
11614,U1905,416,164,Pizza,1,91.4,06-06-2025 11:39,06-06-2025 12:07,28,Mansoura,Credit Card,Delivered,Bicycle,31.05669283,31.38911725,31.02599511,31.38142327,31.04014103,31.39277852,3.481813399,Medium,Online
11615,U6051,386,300,Koshary,1,90.98,12-06-2025 17:55,12-06-2025 18:33,38,Cairo,Credit Card,Delivered,Car,30.02540016,31.25167974,30.05826141,31.23276158,30.03943535,31.24225706,4.074171908,High,Online
11616,U5159,775,378,Burger,5,671.8,10-06-2025 17:21,10-06-2025 18:03,42,Assiut,Cash,Delivered,Bicycle,27.19233129,31.16893782,27.17133956,31.18378273,27.19103247,31.18675969,2.752153791,High,Online
11617,U7924,622,415,Burger,3,265.26,13-06-2025 06:23,13-06-2025 07:15,52,Zagazig,Credit Card,Delivered,Motorbike,30.5805548,31.48509535,30.59432426,31.494515,30.5885409,31.48460725,1.773838602,Low,Online
11618,U7497,826,396,Koshary,5,541.3,09-06-2025 23:49,10-06-2025 00:11,22,Assiut,Wallet,Delivered,Car,27.16239952,31.19200792,27.19818184,31.18891436,27.16165725,31.19965398,3.976742126,Low,Online
11619,U6371,328,313,Shawarma,5,203.05,04-06-2025 08:44,04-06-2025 09:31,47,Zagazig,Credit Card,Cancelled,Motorbike,30.6044121,31.49438812,30.56878647,31.49728941,30.60196079,31.49829208,3.959333886,High,Online
11620,U2640,758,381,Shawarma,2,206.86,04-06-2025 09:11,04-06-2025 10:04,53,Assiut,Wallet,Delivered,Bicycle,27.16648569,31.18066894,27.19340888,31.20006641,27.18715573,31.16417619,3.548910583,High,Online
11621,U5621,790,42,Koshary,2,68,05-06-2025 07:33,05-06-2025 08:17,44,Assiut,Wallet,Delivered,Motorbike,27.18297117,31.18801378,27.19713279,31.167394,27.18226301,31.18378574,2.576218356,High,Online
11622,U8423,212,54,Sushi,4,207.24,11-06-2025 04:15,11-06-2025 04:46,31,Tanta,Wallet,Delivered,Motorbike,30.77746217,31.01623061,30.7684334,31.00012573,30.77502062,30.98587865,1.838165366,Low,Online
11623,U1353,931,185,Sushi,2,125.38,14-06-2025 11:58,14-06-2025 12:30,32,Cairo,Wallet,Delivered,Bicycle,30.02700771,31.25063796,30.05721864,31.23143571,30.04806617,31.22934013,3.826935699,Medium,Online
11624,U5474,709,197,Koshary,3,445.71,12-06-2025 12:46,12-06-2025 13:33,47,Mansoura,Credit Card,Delivered,Bicycle,31.0198969,31.39085942,31.03530334,31.36301669,31.03288494,31.37663668,3.159806747,Medium,Online
11625,U9504,163,350,Shawarma,5,687.45,12-06-2025 17:55,12-06-2025 18:33,38,Giza,Wallet,Delivered,Motorbike,29.99772227,31.20612847,30.00413346,31.21927707,30.00239794,31.21982944,1.454151564,High,Online
11626,U6390,996,465,Shawarma,3,137.73,07-06-2025 06:09,07-06-2025 06:24,15,Assiut,Credit Card,Delivered,Bicycle,27.16375468,31.19540812,27.16294363,31.16704115,27.18988933,31.18638014,2.812916657,Low,Online
11627,U7641,145,192,Sandwich,3,217.23,11-06-2025 16:16,11-06-2025 16:51,35,Mansoura,Cash,Delivered,Car,31.04832232,31.36869366,31.05518156,31.38602353,31.05124654,31.37466509,1.820619716,High,Online
11628,U6266,541,40,Shawarma,1,123.77,12-06-2025 06:29,12-06-2025 07:10,41,Cairo,Credit Card,Delivered,Bicycle,30.04382265,31.24800495,30.0495285,31.21916863,30.0244463,31.22684075,2.852028977,Low,Online
11629,U7103,400,352,Salad,5,191.7,07-06-2025 10:40,07-06-2025 11:21,41,Assiut,Wallet,Delivered,Bicycle,27.17461568,31.18271013,27.16829507,31.19385656,27.18973929,31.16388859,1.307964569,Medium,Online
11630,U2404,983,283,Sandwich,3,215.73,04-06-2025 17:39,04-06-2025 18:32,53,Assiut,Wallet,Delivered,Car,27.17763476,31.17416265,27.18902168,31.17182299,27.18885012,31.16666218,1.282868172,High,Online
11631,U9156,151,399,Pasta,2,89.68,05-06-2025 13:55,05-06-2025 14:20,25,Mansoura,Wallet,Delivered,Car,31.05505787,31.3800469,31.04553978,31.37912334,31.01928451,31.39001848,1.058949425,Medium,Online
11632,U9257,50,476,Fried Chicken,1,92.06,12-06-2025 05:08,12-06-2025 05:55,47,Mansoura,Cash,Cancelled,Motorbike,31.05433007,31.3930475,31.05375904,31.40058694,31.04083834,31.36598613,0.722422103,Low,Online
11633,U8186,320,24,Pizza,2,95,09-06-2025 16:21,09-06-2025 16:59,38,Assiut,Credit Card,Delivered,Motorbike,27.18952706,31.18999607,27.19332676,31.16591536,27.16166752,31.18988325,2.422929086,High,Online
11634,U4030,982,464,Pasta,1,148.97,14-06-2025 12:35,14-06-2025 13:01,26,Zagazig,Wallet,Delivered,Car,30.6030873,31.48747871,30.58201667,31.5122526,30.59400846,31.49983058,3.331975312,Medium,Online
11635,U1990,748,389,Shawarma,4,594.76,13-06-2025 08:01,13-06-2025 08:49,48,Cairo,Credit Card,Delivered,Bicycle,30.03718592,31.243359,30.0446984,31.2279427,30.0384476,31.24489125,1.704186094,High,Online
11636,U1743,736,120,Shawarma,2,91.46,15-06-2025 16:50,15-06-2025 17:36,46,Cairo,Cash,Delivered,Motorbike,30.03964437,31.2490231,30.05641267,31.24734235,30.05788623,31.24913908,1.86587398,High,Online
11637,U7225,347,469,Sushi,1,138.53,10-06-2025 14:32,10-06-2025 15:18,46,Assiut,Credit Card,Delivered,Bicycle,27.18544849,31.1697262,27.18077839,31.19826192,27.19456989,31.19921184,2.874667602,Medium,Online
11638,U5244,681,26,Pasta,2,215.46,07-06-2025 23:08,07-06-2025 23:42,34,Tanta,Credit Card,Delivered,Bicycle,30.79144504,30.98066517,30.79839956,30.98405747,30.79592476,30.97972653,0.836589887,Low,Offline
11639,U5758,279,228,Fried Chicken,1,52.43,07-06-2025 17:05,07-06-2025 17:51,46,Zagazig,Wallet,Delivered,Car,30.58696799,31.4842673,30.59988422,31.50419301,30.58616686,31.50231864,2.387967562,High,Online
11640,U3112,603,225,Salad,1,48.54,11-06-2025 16:21,11-06-2025 16:52,31,Cairo,Cash,Delivered,Motorbike,30.04042631,31.21659167,30.06228554,31.21675108,30.02978856,31.24391859,2.423215996,High,Online
11641,U4926,394,489,Shawarma,3,249.18,08-06-2025 06:55,08-06-2025 07:32,37,Cairo,Credit Card,Cancelled,Car,30.06384721,31.21641643,30.0289715,31.21665111,30.03823465,31.25136541,3.866151457,Low,Online
11642,U7222,201,85,Shawarma,2,185.56,06-06-2025 09:35,06-06-2025 10:26,51,Tanta,Cash,Delivered,Motorbike,30.79934495,31.01039706,30.78978413,30.99460042,30.78034544,31.01433942,1.846425286,High,Online
11643,U9944,444,393,Koshary,4,124.24,13-06-2025 07:40,13-06-2025 08:25,45,Alexandria,Credit Card,Delivered,Bicycle,31.19749921,29.92825071,31.19064226,29.91030436,31.19901271,29.91210038,1.871815314,High,Online
11644,U1416,379,485,Koshary,1,122.13,14-06-2025 02:54,14-06-2025 03:37,43,Alexandria,Cash,Delivered,Bicycle,31.2091917,29.93636258,31.21740431,29.93741571,31.19220447,29.91035564,0.916070924,Low,Online
11645,U8420,109,73,Pasta,3,91.17,11-06-2025 12:22,11-06-2025 13:06,44,Assiut,Credit Card,Delivered,Motorbike,27.17168247,31.17793314,27.19427239,31.17620506,27.17003126,31.19010117,2.508958303,Medium,Online
11646,U7923,939,148,Sushi,4,479.16,04-06-2025 18:58,04-06-2025 19:38,40,Mansoura,Credit Card,Delivered,Motorbike,31.02190677,31.38985559,31.02976599,31.39647585,31.01895243,31.36307895,1.076473,High,Online
11647,U3466,689,177,Salad,1,103.92,02-06-2025 09:58,02-06-2025 10:54,56,Tanta,Credit Card,Delivered,Motorbike,30.78059724,30.99463479,30.80496509,30.98311645,30.78767802,30.98604476,2.917838228,High,Online
11648,U1848,915,147,Shawarma,4,573.04,07-06-2025 18:21,07-06-2025 18:44,23,Zagazig,Wallet,Delivered,Motorbike,30.58381891,31.50441222,30.59001379,31.49605151,30.58216503,31.4847875,1.055800767,High,Online
11649,U4766,735,282,Pizza,4,563.84,15-06-2025 18:01,15-06-2025 18:46,45,Tanta,Credit Card,Delivered,Motorbike,30.76716148,30.99575756,30.7917047,31.00929098,30.79815594,30.98764152,3.013647615,High,Online
11650,U7042,981,46,Salad,3,349.2,07-06-2025 07:23,07-06-2025 07:54,31,Giza,Cash,Delivered,Car,30.02569168,31.20551011,30.003968,31.20285109,30.00868215,31.21358034,2.421752802,High,Online
11651,U7730,493,375,Fried Chicken,2,298.5,11-06-2025 08:32,11-06-2025 09:05,33,Giza,Credit Card,Delivered,Motorbike,30.00746774,31.19871713,30.00341633,31.21921216,30.00318008,31.21387482,2.027742031,High,Offline
11652,U9485,686,232,Salad,3,189.57,11-06-2025 07:08,11-06-2025 07:46,38,Tanta,Credit Card,Delivered,Bicycle,30.78971673,31.0014408,30.80545575,30.99167984,30.76837905,31.01716089,1.97925167,High,Online
11653,U7496,234,307,Sandwich,1,49.2,10-06-2025 10:08,10-06-2025 10:48,40,Giza,Wallet,Delivered,Car,29.99605853,31.19935272,29.9949699,31.22703169,30.01123397,31.21863766,2.673486047,Medium,Online
11654,U2839,460,1,Koshary,4,156.84,02-06-2025 03:26,02-06-2025 04:05,39,Cairo,Wallet,Delivered,Car,30.03139987,31.22130739,30.05271595,31.23314275,30.03366835,31.24719748,2.624214925,Low,Online
11655,U7141,181,183,Sushi,3,189.63,13-06-2025 08:01,13-06-2025 08:28,27,Assiut,Credit Card,Delivered,Car,27.19648775,31.19368785,27.16533624,31.18286296,27.17344737,31.18996379,3.614623836,High,Online
