Geography,Year,Gender,Age,Value
Port Melbourne,2028,Female,Age 5-9,28
Port Melbourne,2029,Female,Age 5-9,36
Port Melbourne,2033,Female,Age 5-9,61
Port Melbourne,2037,Female,Age 5-9,108
Port Melbourne,2039,Female,Age 5-9,135
Port Melbourne,2041,Female,Age 5-9,149
Port Melbourne,2023,Male,Age 5-9,0
Port Melbourne,2024,Male,Age 5-9,0
Port Melbourne,2029,Male,Age 5-9,35
Port Melbourne,2030,Male,Age 5-9,43
Port Melbourne,2034,Male,Age 5-9,71
Port Melbourne,2036,Male,Age 5-9,95
Port Melbourne,2037,Male,Age 5-9,106
Port Melbourne,2040,Male,Age 5-9,139
Port Melbourne,2022,Female,Age 10-14,0
Port Melbourne,2024,Female,Age 10-14,0
Port Melbourne,2027,Female,Age 10-14,15
Port Melbourne,2028,Female,Age 10-14,18
Port Melbourne,2031,Female,Age 10-14,26
Port Melbourne,2034,Female,Age 10-14,59
Port Melbourne,2038,Female,Age 10-14,130
Port Melbourne,2039,Female,Age 10-14,147
Port Melbourne,2041,Female,Age 10-14,176
Port Melbourne,2023,Male,Age 10-14,0
Port Melbourne,2024,Male,Age 10-14,0
Port Melbourne,2030,Male,Age 10-14,23
Port Melbourne,2031,Male,Age 10-14,27
Port Melbourne,2032,Male,Age 10-14,35
Port Melbourne,2034,Male,Age 10-14,58
Port Melbourne,2036,Male,Age 10-14,96
Port Melbourne,2038,Male,Age 10-14,129
Port Melbourne,2022,Female,Age 15-19,1
Port Melbourne,2027,Female,Age 15-19,17
Port Melbourne,2028,Female,Age 15-19,20
Port Melbourne,2030,Female,Age 15-19,24
Port Melbourne,2033,Female,Age 15-19,24
Port Melbourne,2034,Female,Age 15-19,28
Port Melbourne,2036,Female,Age 15-19,38
Port Melbourne,2041,Female,Age 15-19,81
Port Melbourne,2022,Male,Age 15-19,1
Port Melbourne,2023,Male,Age 15-19,0
Port Melbourne,2029,Male,Age 15-19,23
Port Melbourne,2032,Male,Age 15-19,26
Port Melbourne,2033,Male,Age 15-19,26
Port Melbourne,2040,Male,Age 15-19,71
Port Melbourne,2041,Male,Age 15-19,79
Port Melbourne,2025,Female,Age 20-24,1
Port Melbourne,2027,Female,Age 20-24,20
Port Melbourne,2028,Female,Age 20-24,25
Port Melbourne,2029,Female,Age 20-24,29
Port Melbourne,2031,Female,Age 20-24,33
Port Melbourne,2036,Female,Age 20-24,45
Port Melbourne,2037,Female,Age 20-24,48
Port Melbourne,2039,Female,Age 20-24,59
Port Melbourne,2040,Female,Age 20-24,61
Port Melbourne,2041,Female,Age 20-24,65
Port Melbourne,2022,Male,Age 20-24,1
Port Melbourne,2023,Male,Age 20-24,1
Port Melbourne,2025,Male,Age 20-24,1
Port Melbourne,2028,Male,Age 20-24,25
Port Melbourne,2029,Male,Age 20-24,29
Port Melbourne,2032,Male,Age 20-24,34
Port Melbourne,2034,Male,Age 20-24,38
Port Melbourne,2021,Female,Age 25-29,1
Port Melbourne,2023,Female,Age 25-29,1
Port Melbourne,2026,Female,Age 25-29,13
Port Melbourne,2031,Female,Age 25-29,29
Port Melbourne,2032,Female,Age 25-29,31
Port Melbourne,2037,Female,Age 25-29,51
Port Melbourne,2021,Male,Age 25-29,1
Port Melbourne,2024,Male,Age 25-29,1
Port Melbourne,2026,Male,Age 25-29,12
Port Melbourne,2030,Male,Age 25-29,28
Port Melbourne,2032,Male,Age 25-29,31
Port Melbourne,2033,Male,Age 25-29,32
Port Melbourne,2035,Male,Age 25-29,42
Port Melbourne,2036,Male,Age 25-29,48
Port Melbourne,2038,Male,Age 25-29,57
Port Melbourne,2021,Female,Age 30-34,0
Port Melbourne,2024,Female,Age 30-34,1
Port Melbourne,2026,Female,Age 30-34,12
Port Melbourne,2027,Female,Age 30-34,18
Port Melbourne,2030,Female,Age 30-34,26
Port Melbourne,2033,Female,Age 30-34,32
Port Melbourne,2036,Female,Age 30-34,44
Port Melbourne,2037,Female,Age 30-34,49
Port Melbourne,2040,Female,Age 30-34,66
Port Melbourne,2041,Female,Age 30-34,70
Port Melbourne,2025,Male,Age 30-34,0
Port Melbourne,2030,Male,Age 30-34,26
Port Melbourne,2031,Male,Age 30-34,29
Port Melbourne,2033,Male,Age 30-34,31
Port Melbourne,2037,Male,Age 30-34,48
Port Melbourne,2028,Female,Age 35-39,25
Port Melbourne,2030,Female,Age 35-39,34
Port Melbourne,2031,Female,Age 35-39,38
Port Melbourne,2032,Female,Age 35-39,39
Port Melbourne,2035,Female,Age 35-39,48
Port Melbourne,2039,Female,Age 35-39,78
Port Melbourne,2027,Male,Age 35-39,19
Port Melbourne,2029,Male,Age 35-39,30
Port Melbourne,2030,Male,Age 35-39,34
Port Melbourne,2031,Male,Age 35-39,38
Port Melbourne,2032,Male,Age 35-39,39
Port Melbourne,2039,Male,Age 35-39,77
Port Melbourne,2022,Female,Age 40-44,0
Port Melbourne,2023,Female,Age 40-44,0
Port Melbourne,2030,Female,Age 40-44,37
Port Melbourne,2033,Female,Age 40-44,51
Port Melbourne,2035,Female,Age 40-44,73
Port Melbourne,2038,Female,Age 40-44,104
Port Melbourne,2040,Female,Age 40-44,111
Port Melbourne,2025,Male,Age 40-44,0
Port Melbourne,2026,Male,Age 40-44,13
Port Melbourne,2027,Male,Age 40-44,21
Port Melbourne,2029,Male,Age 40-44,32
Port Melbourne,2030,Male,Age 40-44,37
Port Melbourne,2035,Male,Age 40-44,72
Port Melbourne,2038,Male,Age 40-44,103
Port Melbourne,2040,Male,Age 40-44,112
Port Melbourne,2021,Female,Age 45-49,0
Port Melbourne,2024,Female,Age 45-49,0
Port Melbourne,2026,Female,Age 45-49,12
Port Melbourne,2032,Female,Age 45-49,50
Port Melbourne,2036,Female,Age 45-49,96
Port Melbourne,2038,Female,Age 45-49,135
Port Melbourne,2021,Male,Age 45-49,0
Port Melbourne,2023,Male,Age 45-49,0
Port Melbourne,2024,Male,Age 45-49,0
Port Melbourne,2025,Male,Age 45-49,0
Port Melbourne,2026,Male,Age 45-49,12
Port Melbourne,2027,Male,Age 45-49,19
Port Melbourne,2029,Male,Age 45-49,30
Port Melbourne,2030,Male,Age 45-49,37
Port Melbourne,2031,Male,Age 45-49,44
Port Melbourne,2036,Male,Age 45-49,93
Port Melbourne,2039,Male,Age 45-49,152
Port Melbourne,2040,Male,Age 45-49,166
Port Melbourne,2025,Female,Age 50-54,0
Port Melbourne,2026,Female,Age 50-54,12
Port Melbourne,2032,Female,Age 50-54,39
Port Melbourne,2033,Female,Age 50-54,43
Port Melbourne,2038,Female,Age 50-54,121
Port Melbourne,2041,Female,Age 50-54,177
Port Melbourne,2021,Male,Age 50-54,0
Port Melbourne,2024,Male,Age 50-54,0
Port Melbourne,2025,Male,Age 50-54,0
Port Melbourne,2027,Male,Age 50-54,18
Port Melbourne,2028,Male,Age 50-54,23
Port Melbourne,2030,Male,Age 50-54,31
Port Melbourne,2033,Male,Age 50-54,43
Port Melbourne,2038,Male,Age 50-54,120
Port Melbourne,2039,Male,Age 50-54,141
Port Melbourne,2040,Male,Age 50-54,155
Port Melbourne,2029,Female,Age 55-59,24
Port Melbourne,2030,Female,Age 55-59,27
Port Melbourne,2033,Female,Age 55-59,35
Port Melbourne,2036,Female,Age 55-59,59
Port Melbourne,2039,Female,Age 55-59,100
Port Melbourne,2022,Male,Age 55-59,0
Port Melbourne,2025,Male,Age 55-59,0
Port Melbourne,2027,Male,Age 55-59,16
Port Melbourne,2032,Male,Age 55-59,33
Port Melbourne,2038,Male,Age 55-59,86
Port Melbourne,2041,Male,Age 55-59,141
Port Melbourne,2035,Female,Age 60-64,39
Port Melbourne,2037,Female,Age 60-64,53
Port Melbourne,2038,Female,Age 60-64,62
Port Melbourne,2041,Female,Age 60-64,86
Port Melbourne,2021,Male,Age 60-64,0
Port Melbourne,2023,Male,Age 60-64,0
Port Melbourne,2025,Male,Age 60-64,0
Port Melbourne,2036,Male,Age 60-64,48
Port Melbourne,2022,Female,Age 65-69,0
Port Melbourne,2029,Female,Age 65-69,21
Port Melbourne,2031,Female,Age 65-69,26
Port Melbourne,2033,Female,Age 65-69,27
Port Melbourne,2035,Female,Age 65-69,36
Port Melbourne,2039,Female,Age 65-69,56
Port Melbourne,2040,Female,Age 65-69,60
Port Melbourne,2023,Male,Age 65-69,0
Port Melbourne,2025,Male,Age 65-69,0
Port Melbourne,2031,Male,Age 65-69,26
Port Melbourne,2033,Male,Age 65-69,27
Port Melbourne,2035,Male,Age 65-69,36
Port Melbourne,2021,Female,Age 70-74,0
Port Melbourne,2028,Female,Age 70-74,20
Port Melbourne,2029,Female,Age 70-74,23
Port Melbourne,2032,Female,Age 70-74,28
Port Melbourne,2036,Female,Age 70-74,43
Port Melbourne,2037,Female,Age 70-74,45
Port Melbourne,2041,Female,Age 70-74,60
Port Melbourne,2021,Male,Age 70-74,0
Port Melbourne,2022,Male,Age 70-74,0
Port Melbourne,2025,Male,Age 70-74,0
Port Melbourne,2029,Male,Age 70-74,23
Port Melbourne,2030,Male,Age 70-74,25
Port Melbourne,2022,Female,Age 75-79,0
Port Melbourne,2026,Female,Age 75-79,14
Port Melbourne,2029,Female,Age 75-79,30
Port Melbourne,2030,Female,Age 75-79,32
Port Melbourne,2032,Female,Age 75-79,36
Port Melbourne,2037,Female,Age 75-79,56
Port Melbourne,2038,Female,Age 75-79,61
Port Melbourne,2041,Female,Age 75-79,70
Port Melbourne,2024,Male,Age 75-79,0
Port Melbourne,2026,Male,Age 75-79,14
Port Melbourne,2027,Male,Age 75-79,21
Port Melbourne,2028,Male,Age 75-79,27
Port Melbourne,2031,Male,Age 75-79,35
Port Melbourne,2035,Male,Age 75-79,47
Port Melbourne,2036,Male,Age 75-79,51
Port Melbourne,2022,Female,Age 80-84,0
Port Melbourne,2029,Female,Age 80-84,34
Port Melbourne,2031,Female,Age 80-84,55
Port Melbourne,2034,Female,Age 80-84,71
Port Melbourne,2035,Female,Age 80-84,74
Port Melbourne,2037,Female,Age 80-84,84
Port Melbourne,2038,Female,Age 80-84,89
Port Melbourne,2041,Female,Age 80-84,96
Port Melbourne,2025,Male,Age 80-84,0
Port Melbourne,2026,Male,Age 80-84,11
Port Melbourne,2029,Male,Age 80-84,33
Port Melbourne,2030,Male,Age 80-84,43
Port Melbourne,2031,Male,Age 80-84,53
Port Melbourne,2032,Male,Age 80-84,58
Port Melbourne,2033,Male,Age 80-84,63
Port Melbourne,2035,Male,Age 80-84,72
Port Melbourne,2036,Male,Age 80-84,78
Port Melbourne,2037,Male,Age 80-84,80
Port Melbourne,2038,Male,Age 80-84,86
Port Melbourne,2039,Male,Age 80-84,89
Port Melbourne,2040,Male,Age 80-84,91
Port Melbourne,2041,Male,Age 80-84,92
Port Melbourne,2021,Female,Age 85+,0
Port Melbourne,2025,Female,Age 85+,0
Port Melbourne,2026,Female,Age 85+,3
Port Melbourne,2027,Female,Age 85+,4
Port Melbourne,2031,Female,Age 85+,7
Port Melbourne,2038,Female,Age 85+,29
Port Melbourne,2041,Female,Age 85+,40
Port Melbourne,2028,Male,Age 85+,4
Port Melbourne,2031,Male,Age 85+,7
Port Melbourne,2033,Male,Age 85+,10
Port Melbourne,2035,Male,Age 85+,16
Port Melbourne,2037,Male,Age 85+,22
Port Melbourne,2038,Male,Age 85+,26
South Yarra,2022,Female,Age 0-4,51
South Yarra,2025,Female,Age 0-4,73
South Yarra,2026,Female,Age 0-4,80
South Yarra,2028,Female,Age 0-4,88
South Yarra,2036,Female,Age 0-4,97
South Yarra,2038,Female,Age 0-4,95
South Yarra,2040,Female,Age 0-4,92
South Yarra,2021,Male,Age 0-4,45
South Yarra,2023,Male,Age 0-4,53
South Yarra,2027,Male,Age 0-4,85
South Yarra,2029,Male,Age 0-4,91
South Yarra,2030,Male,Age 0-4,95
South Yarra,2031,Male,Age 0-4,98
South Yarra,2035,Male,Age 0-4,105
South Yarra,2036,Male,Age 0-4,104
South Yarra,2037,Male,Age 0-4,103
South Yarra,2041,Male,Age 0-4,99
South Yarra,2026,Female,Age 5-9,56
South Yarra,2027,Female,Age 5-9,60
South Yarra,2028,Female,Age 5-9,76
South Yarra,2029,Female,Age 5-9,89
South Yarra,2032,Female,Age 5-9,104
South Yarra,2033,Female,Age 5-9,108
South Yarra,2039,Female,Age 5-9,111
South Yarra,2021,Male,Age 5-9,64
South Yarra,2022,Male,Age 5-9,61
South Yarra,2023,Male,Age 5-9,59
South Yarra,2026,Male,Age 5-9,66
South Yarra,2033,Male,Age 5-9,140
South Yarra,2035,Male,Age 5-9,145
South Yarra,2036,Male,Age 5-9,147
South Yarra,2037,Male,Age 5-9,148
South Yarra,2021,Female,Age 10-14,42
South Yarra,2023,Female,Age 10-14,38
South Yarra,2030,Female,Age 10-14,37
South Yarra,2031,Female,Age 10-14,41
South Yarra,2032,Female,Age 10-14,50
South Yarra,2039,Female,Age 10-14,86
South Yarra,2024,Male,Age 10-14,14
South Yarra,2026,Male,Age 10-14,15
South Yarra,2027,Male,Age 10-14,14
South Yarra,2039,Male,Age 10-14,34
South Yarra,2040,Male,Age 10-14,35
South Yarra,2023,Female,Age 15-19,35
South Yarra,2026,Female,Age 15-19,49
South Yarra,2029,Female,Age 15-19,53
South Yarra,2032,Female,Age 15-19,54
South Yarra,2033,Female,Age 15-19,55
South Yarra,2035,Female,Age 15-19,54
South Yarra,2039,Female,Age 15-19,59
South Yarra,2021,Male,Age 15-19,55
South Yarra,2022,Male,Age 15-19,51
South Yarra,2023,Male,Age 15-19,51
South Yarra,2024,Male,Age 15-19,59
South Yarra,2029,Male,Age 15-19,71
South Yarra,2031,Male,Age 15-19,73
South Yarra,2033,Male,Age 15-19,72
South Yarra,2035,Male,Age 15-19,69
South Yarra,2036,Male,Age 15-19,69
South Yarra,2040,Male,Age 15-19,83
South Yarra,2041,Male,Age 15-19,85
South Yarra,2022,Female,Age 20-24,134
South Yarra,2023,Female,Age 20-24,122
South Yarra,2028,Female,Age 20-24,138
South Yarra,2029,Female,Age 20-24,144
South Yarra,2031,Female,Age 20-24,150
South Yarra,2035,Female,Age 20-24,135
South Yarra,2027,Male,Age 20-24,99
South Yarra,2032,Male,Age 20-24,107
South Yarra,2033,Male,Age 20-24,104
South Yarra,2034,Male,Age 20-24,101
South Yarra,2036,Male,Age 20-24,96
South Yarra,2037,Male,Age 20-24,93
South Yarra,2038,Male,Age 20-24,92
South Yarra,2041,Male,Age 20-24,88
South Yarra,2028,Female,Age 25-29,337
South Yarra,2029,Female,Age 25-29,337
South Yarra,2031,Female,Age 25-29,324
South Yarra,2033,Female,Age 25-29,333
South Yarra,2034,Female,Age 25-29,334
South Yarra,2041,Female,Age 25-29,279
South Yarra,2022,Male,Age 25-29,288
South Yarra,2023,Male,Age 25-29,271
South Yarra,2024,Male,Age 25-29,270
South Yarra,2031,Male,Age 25-29,301
South Yarra,2032,Male,Age 25-29,305
South Yarra,2033,Male,Age 25-29,309
South Yarra,2036,Male,Age 25-29,307
South Yarra,2037,Male,Age 25-29,295
South Yarra,2021,Female,Age 30-34,274
South Yarra,2022,Female,Age 30-34,287
South Yarra,2024,Female,Age 30-34,322
South Yarra,2025,Female,Age 30-34,350
South Yarra,2027,Female,Age 30-34,377
South Yarra,2030,Female,Age 30-34,353
South Yarra,2031,Female,Age 30-34,370
South Yarra,2033,Female,Age 30-34,385
South Yarra,2039,Female,Age 30-34,339
South Yarra,2041,Female,Age 30-34,330
South Yarra,2021,Male,Age 30-34,289
South Yarra,2022,Male,Age 30-34,299
South Yarra,2023,Male,Age 30-34,308
South Yarra,2024,Male,Age 30-34,336
South Yarra,2029,Male,Age 30-34,375
South Yarra,2031,Male,Age 30-34,390
South Yarra,2034,Male,Age 30-34,386
South Yarra,2037,Male,Age 30-34,349
South Yarra,2023,Female,Age 35-39,215
South Yarra,2028,Female,Age 35-39,322
South Yarra,2030,Female,Age 35-39,362
South Yarra,2032,Female,Age 35-39,383
South Yarra,2035,Female,Age 35-39,340
South Yarra,2021,Male,Age 35-39,149
South Yarra,2027,Male,Age 35-39,242
South Yarra,2028,Male,Age 35-39,258
South Yarra,2038,Male,Age 35-39,277
South Yarra,2041,Male,Age 35-39,237
South Yarra,2022,Female,Age 40-44,70
South Yarra,2025,Female,Age 40-44,98
South Yarra,2026,Female,Age 40-44,112
South Yarra,2031,Female,Age 40-44,163
South Yarra,2033,Female,Age 40-44,184
South Yarra,2034,Female,Age 40-44,193
South Yarra,2040,Female,Age 40-44,184
South Yarra,2041,Female,Age 40-44,183
South Yarra,2021,Male,Age 40-44,126
South Yarra,2022,Male,Age 40-44,135
South Yarra,2024,Male,Age 40-44,167
South Yarra,2027,Male,Age 40-44,239
South Yarra,2030,Male,Age 40-44,295
South Yarra,2031,Male,Age 40-44,309
South Yarra,2033,Male,Age 40-44,348
South Yarra,2037,Male,Age 40-44,377
South Yarra,2039,Male,Age 40-44,350
South Yarra,2021,Female,Age 45-49,120
South Yarra,2022,Female,Age 45-49,125
South Yarra,2023,Female,Age 45-49,129
South Yarra,2025,Female,Age 45-49,149
South Yarra,2027,Female,Age 45-49,176
South Yarra,2028,Female,Age 45-49,192
South Yarra,2033,Female,Age 45-49,304
South Yarra,2039,Female,Age 45-49,400
South Yarra,2023,Male,Age 45-49,99
South Yarra,2025,Male,Age 45-49,115
South Yarra,2028,Male,Age 45-49,145
South Yarra,2029,Male,Age 45-49,156
South Yarra,2030,Male,Age 45-49,175
South Yarra,2034,Male,Age 45-49,236
South Yarra,2035,Male,Age 45-49,246
South Yarra,2036,Male,Age 45-49,253
South Yarra,2039,Male,Age 45-49,294
South Yarra,2041,Male,Age 45-49,314
South Yarra,2023,Female,Age 50-54,77
South Yarra,2025,Female,Age 50-54,86
South Yarra,2029,Female,Age 50-54,104
South Yarra,2030,Female,Age 50-54,111
South Yarra,2031,Female,Age 50-54,114
South Yarra,2033,Female,Age 50-54,136
South Yarra,2034,Female,Age 50-54,144
South Yarra,2035,Female,Age 50-54,158
South Yarra,2038,Female,Age 50-54,190
South Yarra,2041,Female,Age 50-54,216
South Yarra,2021,Male,Age 50-54,64
South Yarra,2024,Male,Age 50-54,67
South Yarra,2026,Male,Age 50-54,74
South Yarra,2032,Male,Age 50-54,97
South Yarra,2036,Male,Age 50-54,132
South Yarra,2038,Male,Age 50-54,149
South Yarra,2041,Male,Age 50-54,170
South Yarra,2024,Female,Age 55-59,103
South Yarra,2029,Female,Age 55-59,111
South Yarra,2033,Female,Age 55-59,132
South Yarra,2039,Female,Age 55-59,168
South Yarra,2041,Female,Age 55-59,201
South Yarra,2035,Male,Age 55-59,126
South Yarra,2037,Male,Age 55-59,136
South Yarra,2026,Female,Age 60-64,118
South Yarra,2028,Female,Age 60-64,113
South Yarra,2032,Female,Age 60-64,112
South Yarra,2038,Female,Age 60-64,119
South Yarra,2039,Female,Age 60-64,121
South Yarra,2040,Female,Age 60-64,129
South Yarra,2041,Female,Age 60-64,130
South Yarra,2021,Male,Age 60-64,132
South Yarra,2024,Male,Age 60-64,132
South Yarra,2030,Male,Age 60-64,137
South Yarra,2031,Male,Age 60-64,135
South Yarra,2033,Male,Age 60-64,136
South Yarra,2035,Male,Age 60-64,137
South Yarra,2027,Female,Age 65-69,122
South Yarra,2031,Female,Age 65-69,121
South Yarra,2038,Female,Age 65-69,105
South Yarra,2040,Female,Age 65-69,109
South Yarra,2021,Male,Age 65-69,106
South Yarra,2023,Male,Age 65-69,112
South Yarra,2024,Male,Age 65-69,113
South Yarra,2025,Male,Age 65-69,116
South Yarra,2027,Male,Age 65-69,114
South Yarra,2028,Male,Age 65-69,110
South Yarra,2029,Male,Age 65-69,110
South Yarra,2030,Male,Age 65-69,109
South Yarra,2038,Male,Age 65-69,97
South Yarra,2040,Male,Age 65-69,96
South Yarra,2041,Male,Age 65-69,100
South Yarra,2024,Female,Age 70-74,175
South Yarra,2025,Female,Age 70-74,175
South Yarra,2026,Female,Age 70-74,176
South Yarra,2028,Female,Age 70-74,173
South Yarra,2032,Female,Age 70-74,175
South Yarra,2038,Female,Age 70-74,145
South Yarra,2021,Male,Age 70-74,117
South Yarra,2023,Male,Age 70-74,126
South Yarra,2025,Male,Age 70-74,129
South Yarra,2027,Male,Age 70-74,137
South Yarra,2029,Male,Age 70-74,136
South Yarra,2033,Male,Age 70-74,133
South Yarra,2037,Male,Age 70-74,118
South Yarra,2039,Male,Age 70-74,111
South Yarra,2040,Male,Age 70-74,104
South Yarra,2041,Male,Age 70-74,101
South Yarra,2024,Female,Age 75-79,58
South Yarra,2025,Female,Age 75-79,77
South Yarra,2027,Female,Age 75-79,102
South Yarra,2033,Female,Age 75-79,118
South Yarra,2034,Female,Age 75-79,122
South Yarra,2035,Female,Age 75-79,117
South Yarra,2039,Female,Age 75-79,95
South Yarra,2041,Female,Age 75-79,91
South Yarra,2028,Male,Age 75-79,146
South Yarra,2029,Male,Age 75-79,147
South Yarra,2030,Male,Age 75-79,150
South Yarra,2031,Male,Age 75-79,151
South Yarra,2032,Male,Age 75-79,146
South Yarra,2033,Male,Age 75-79,149
South Yarra,2034,Male,Age 75-79,143
South Yarra,2035,Male,Age 75-79,144
South Yarra,2036,Male,Age 75-79,134
South Yarra,2037,Male,Age 75-79,131
South Yarra,2039,Male,Age 75-79,117
South Yarra,2041,Male,Age 75-79,110
South Yarra,2021,Female,Age 80-84,12
South Yarra,2025,Female,Age 80-84,18
South Yarra,2026,Female,Age 80-84,19
South Yarra,2027,Female,Age 80-84,24
South Yarra,2031,Female,Age 80-84,40
South Yarra,2041,Female,Age 80-84,25
South Yarra,2021,Male,Age 80-84,13
South Yarra,2022,Male,Age 80-84,12
South Yarra,2028,Male,Age 80-84,20
South Yarra,2031,Male,Age 80-84,31
South Yarra,2036,Male,Age 80-84,29
South Yarra,2037,Male,Age 80-84,27
South Yarra,2041,Male,Age 80-84,21
South Yarra,2028,Female,Age 85+,25
South Yarra,2031,Female,Age 85+,30
South Yarra,2034,Female,Age 85+,45
South Yarra,2041,Female,Age 85+,61
South Yarra,2022,Male,Age 85+,10
South Yarra,2023,Male,Age 85+,11
South Yarra,2025,Male,Age 85+,13
South Yarra,2034,Male,Age 85+,23
South Yarra,2039,Male,Age 85+,27
Southbank,2022,Female,Age 0-4,288
Southbank,2030,Female,Age 0-4,586
Southbank,2033,Female,Age 0-4,663
Southbank,2035,Female,Age 0-4,682
Southbank,2036,Female,Age 0-4,691
Southbank,2038,Female,Age 0-4,720
Southbank,2039,Female,Age 0-4,737
Southbank,2021,Male,Age 0-4,237
Southbank,2022,Male,Age 0-4,275
Southbank,2026,Male,Age 0-4,455
Southbank,2027,Male,Age 0-4,488
Southbank,2029,Male,Age 0-4,548
Southbank,2033,Male,Age 0-4,658
Southbank,2038,Male,Age 0-4,729
Southbank,2039,Male,Age 0-4,743
Southbank,2040,Male,Age 0-4,754
Southbank,2024,Female,Age 5-9,132
Southbank,2026,Female,Age 5-9,161
Southbank,2031,Female,Age 5-9,342
Southbank,2032,Female,Age 5-9,363
Southbank,2033,Female,Age 5-9,386
Southbank,2034,Female,Age 5-9,412
Southbank,2040,Female,Age 5-9,547
Southbank,2021,Male,Age 5-9,114
Southbank,2025,Male,Age 5-9,122
Southbank,2034,Male,Age 5-9,367
Southbank,2041,Male,Age 5-9,516
Southbank,2021,Female,Age 10-14,98
Southbank,2024,Female,Age 10-14,93
Southbank,2025,Female,Age 10-14,88
Southbank,2026,Female,Age 10-14,95
Southbank,2029,Female,Age 10-14,97
Southbank,2030,Female,Age 10-14,93
Southbank,2032,Female,Age 10-14,112
Southbank,2035,Female,Age 10-14,216
Southbank,2039,Female,Age 10-14,338
Southbank,2040,Female,Age 10-14,360
Southbank,2022,Male,Age 10-14,36
Southbank,2026,Male,Age 10-14,43
Southbank,2028,Male,Age 10-14,49
Southbank,2033,Male,Age 10-14,94
Southbank,2034,Male,Age 10-14,120
Southbank,2036,Male,Age 10-14,165
Southbank,2039,Male,Age 10-14,228
Southbank,2024,Female,Age 15-19,385
Southbank,2028,Female,Age 15-19,527
Southbank,2030,Female,Age 15-19,512
Southbank,2033,Female,Age 15-19,486
Southbank,2035,Female,Age 15-19,476
Southbank,2038,Female,Age 15-19,544
Southbank,2041,Female,Age 15-19,638
Southbank,2021,Male,Age 15-19,378
Southbank,2024,Male,Age 15-19,347
Southbank,2025,Male,Age 15-19,421
Southbank,2032,Male,Age 15-19,460
Southbank,2034,Male,Age 15-19,448
Southbank,2036,Male,Age 15-19,448
Southbank,2038,Male,Age 15-19,509
Southbank,2041,Male,Age 15-19,600
Southbank,2023,Female,Age 20-24,1751
Southbank,2028,Female,Age 20-24,2089
Southbank,2030,Female,Age 20-24,2268
Southbank,2032,Female,Age 20-24,2278
Southbank,2033,Female,Age 20-24,2252
Southbank,2035,Female,Age 20-24,2161
Southbank,2037,Female,Age 20-24,2108
Southbank,2041,Female,Age 20-24,2144
Southbank,2025,Male,Age 20-24,1894
Southbank,2027,Male,Age 20-24,2032
Southbank,2029,Male,Age 20-24,2256
Southbank,2030,Male,Age 20-24,2335
Southbank,2034,Male,Age 20-24,2292
Southbank,2035,Male,Age 20-24,2251
Southbank,2027,Female,Age 25-29,3114
Southbank,2033,Female,Age 25-29,3380
Southbank,2034,Female,Age 25-29,3461
Southbank,2035,Female,Age 25-29,3490
Southbank,2036,Female,Age 25-29,3472
Southbank,2037,Female,Age 25-29,3409
Southbank,2038,Female,Age 25-29,3358
Southbank,2040,Female,Age 25-29,3269
Southbank,2021,Male,Age 25-29,2709
Southbank,2022,Male,Age 25-29,2621
Southbank,2025,Male,Age 25-29,2673
Southbank,2028,Male,Age 25-29,3092
Southbank,2031,Male,Age 25-29,3102
Southbank,2033,Male,Age 25-29,3280
Southbank,2036,Male,Age 25-29,3400
Southbank,2037,Male,Age 25-29,3343
Southbank,2039,Male,Age 25-29,3255
Southbank,2041,Male,Age 25-29,3182
Southbank,2021,Female,Age 30-34,1943
Southbank,2023,Female,Age 30-34,2199
Southbank,2025,Female,Age 30-34,2638
Southbank,2026,Female,Age 30-34,2827
Southbank,2028,Female,Age 30-34,2900
Southbank,2029,Female,Age 30-34,2869
Southbank,2030,Female,Age 30-34,2900
Southbank,2038,Female,Age 30-34,3107
Southbank,2039,Female,Age 30-34,3202
Southbank,2021,Male,Age 30-34,2044
Southbank,2023,Male,Age 30-34,2306
Southbank,2025,Male,Age 30-34,2760
Southbank,2028,Male,Age 30-34,2964
Southbank,2029,Male,Age 30-34,2960
Southbank,2030,Male,Age 30-34,2993
Southbank,2033,Male,Age 30-34,3284
Southbank,2037,Male,Age 30-34,3133
Southbank,2040,Male,Age 30-34,3324
Southbank,2041,Male,Age 30-34,3279
Southbank,2021,Female,Age 35-39,971
Southbank,2025,Female,Age 35-39,1433
Southbank,2028,Female,Age 35-39,1827
Southbank,2033,Female,Age 35-39,2210
Southbank,2036,Female,Age 35-39,2245
Southbank,2037,Female,Age 35-39,2328
Southbank,2038,Female,Age 35-39,2318
Southbank,2040,Female,Age 35-39,2241
Southbank,2041,Female,Age 35-39,2130
Southbank,2023,Male,Age 35-39,1442
Southbank,2029,Male,Age 35-39,2420
Southbank,2034,Male,Age 35-39,2591
Southbank,2038,Male,Age 35-39,2814
Southbank,2040,Male,Age 35-39,2663
Southbank,2041,Male,Age 35-39,2561
Southbank,2022,Female,Age 40-44,524
Southbank,2028,Female,Age 40-44,1085
Southbank,2032,Female,Age 40-44,1487
Southbank,2033,Female,Age 40-44,1613
Southbank,2034,Female,Age 40-44,1736
Southbank,2036,Female,Age 40-44,1939
Southbank,2037,Female,Age 40-44,1900
Southbank,2038,Female,Age 40-44,1917
Southbank,2041,Female,Age 40-44,1960
Southbank,2024,Male,Age 40-44,887
Southbank,2027,Male,Age 40-44,1295
Southbank,2032,Male,Age 40-44,1956
