Census year,Block ID,CLUE small area,Accommodation and Food Services,Administrative and Support Services,"Agriculture, Forestry and Fishing",Arts and Recreation Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Financial and Insurance Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Mining,Other Services,"Professional, Scientific and Technical Services",Public Administration and Safety,"Rental, Hiring and Real Estate Services",Retail Trade,"Transport, Postal and Warehousing",Wholesale Trade,Total establishments in block
2007,808,Southbank,3,3,0,1,0,0,2,0,0,2,0,0,0,4,0,2,7,2,2,28
2007,811,Southbank,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,7
2007,814,Southbank,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2007,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,854,South Yarra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,855,South Yarra,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2007,859,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2007,860,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2007,865,South Yarra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,866,South Yarra,1,1,0,2,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,11
2007,868,South Yarra,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2007,901,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,902,Parkville,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
2007,904,Parkville,2,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,7
2007,906,Parkville,3,1,1,0,1,3,0,6,2,2,2,0,4,10,1,0,0,1,0,37
2007,908,Parkville,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
2007,916,Parkville,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2007,920,Parkville,4,0,0,0,0,0,0,1,48,0,0,0,3,2,0,0,6,2,0,66
2007,925,Parkville,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2007,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,927,Parkville,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2007,928,Parkville,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
2007,1001,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
2007,1002,West Melbourne (Industrial),0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5
2007,1007,West Melbourne (Industrial),0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,16,1,22
2007,1013,West Melbourne (Industrial),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4
2007,1014,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,8,13
2007,1107,Docklands,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6
2007,1110,Docklands,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,6
2007,1112,Docklands,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4
2006,2,Melbourne (CBD),0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,16,Melbourne (CBD),9,5,0,5,2,2,0,1,2,1,1,1,12,14,0,1,9,0,1,66
2006,21,Melbourne (CBD),6,0,0,0,1,0,0,2,0,2,0,0,2,3,3,0,0,2,0,21
2006,25,Melbourne (CBD),34,15,0,3,0,17,0,10,12,3,13,0,10,26,1,2,50,2,28,226
2006,38,Melbourne (CBD),18,10,0,0,3,5,1,21,76,4,10,0,11,33,1,2,10,2,2,209
2006,42,Melbourne (CBD),25,29,0,1,1,9,1,33,7,5,1,7,9,100,6,3,7,8,4,256
2006,43,Melbourne (CBD),16,18,1,0,8,2,0,22,0,4,0,4,7,68,2,3,3,2,5,165
2006,51,Melbourne (CBD),14,2,0,1,1,0,0,4,0,4,2,0,1,8,4,2,2,3,1,49
2006,52,Melbourne (CBD),15,4,0,0,0,2,1,21,0,4,0,0,7,19,7,4,4,3,0,91
2006,53,Melbourne (CBD),18,5,0,2,3,6,1,19,7,5,3,0,16,96,4,2,8,0,4,199
2006,54,Melbourne (CBD),21,15,0,1,2,11,0,8,5,6,2,0,12,51,2,2,42,3,2,185
2006,55,Melbourne (CBD),11,2,0,0,0,0,0,0,4,0,0,0,4,3,0,1,60,0,0,85
2006,58,Melbourne (CBD),30,1,0,1,0,0,3,1,0,1,2,0,6,3,2,1,19,2,1,73
2006,64,Melbourne (CBD),27,14,0,1,3,6,1,9,2,1,3,0,8,49,0,2,27,1,1,155
2006,65,Melbourne (CBD),18,9,0,0,0,2,0,2,1,2,1,0,6,8,0,2,30,1,0,82
2006,68,Melbourne (CBD),16,1,0,2,0,1,0,5,1,0,1,0,1,6,3,0,3,0,0,40
2006,71,Melbourne (CBD),2,3,0,0,0,0,0,0,0,5,0,0,1,10,0,0,3,2,0,26
2006,77,Melbourne (CBD),11,2,0,0,2,2,0,4,2,5,1,0,12,10,0,1,6,1,0,59
2006,78,Melbourne (CBD),16,1,0,2,0,0,0,14,1,2,2,0,4,4,17,0,4,0,0,67
2006,87,Melbourne (CBD),15,3,0,0,1,2,2,1,3,1,0,0,4,13,3,3,3,2,0,56
2006,92,West Melbourne (Residential),0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2006,97,Melbourne (CBD),5,4,0,1,1,2,0,2,2,2,0,0,7,8,0,4,1,0,0,39
2006,111,West Melbourne (Residential),1,1,0,0,1,0,0,1,1,0,3,0,3,2,1,0,2,0,3,19
2006,115,Melbourne (CBD),6,2,0,1,2,1,0,1,1,4,0,0,2,3,0,2,7,3,0,35
2006,125,Melbourne (CBD),1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,7
2006,202,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,205,Carlton,2,0,0,0,0,2,0,1,6,0,0,0,0,0,0,0,2,0,1,14
2006,207,Carlton,7,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12,0,3,25
2006,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2006,218,Carlton,18,2,0,1,2,2,0,8,3,0,4,0,10,16,0,0,13,1,1,81
2006,219,Carlton,1,0,0,1,0,0,0,0,1,1,2,0,1,3,0,0,0,0,0,10
2006,221,Carlton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,223,Carlton,1,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,3,0,0,11
2006,229,Carlton,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2006,230,Carlton,1,1,0,1,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,9
2006,234,Carlton,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,3,0,1,8
2006,236,Carlton,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2006,239,Carlton,4,2,0,0,0,1,1,2,14,1,0,0,4,3,0,0,1,0,1,34
2006,242,Carlton,3,1,0,0,0,10,0,1,0,1,0,0,0,7,0,1,1,0,0,25
2006,245,Carlton,5,4,0,2,2,2,0,2,0,1,0,0,1,10,0,2,6,0,1,38
2006,249,Carlton,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2006,253,Carlton,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2006,254,Carlton,11,1,0,0,1,0,0,2,0,1,0,0,6,5,4,0,1,1,0,33
2006,255,Carlton,4,2,0,0,1,0,0,3,3,0,2,0,7,10,0,1,4,0,1,38
2006,263,Carlton,2,1,0,0,1,0,3,0,0,1,0,0,14,11,1,0,3,0,0,37
2006,265,Carlton,7,3,0,0,0,2,0,0,0,1,2,0,12,6,0,1,3,0,1,38
2006,266,Carlton,5,0,0,0,0,11,0,0,0,0,0,0,3,2,0,1,2,0,0,24
2006,269,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2006,303,North Melbourne,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,311,North Melbourne,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
2006,314,North Melbourne,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5
2006,315,North Melbourne,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6
2006,318,North Melbourne,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2006,320,North Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,323,North Melbourne,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,1,8
2006,325,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,329,North Melbourne,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5
2006,330,North Melbourne,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,331,North Melbourne,1,0,0,0,1,0,0,0,0,1,1,0,7,0,0,1,2,0,2,16
2006,332,North Melbourne,0,0,0,0,0,1,0,1,0,0,5,0,2,2,0,1,0,0,0,12
2006,335,North Melbourne,0,0,0,1,0,0,0,0,1,0,7,0,0,3,0,0,3,1,2,18
2006,340,North Melbourne,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,7
2006,344,North Melbourne,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4
2006,348,North Melbourne,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
2006,358,North Melbourne,4,1,0,0,0,0,0,0,1,1,1,0,3,5,0,0,4,0,0,20
2006,361,North Melbourne,4,1,1,0,1,0,0,0,1,2,0,0,5,5,0,0,2,1,0,23
2006,363,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5
2006,370,North Melbourne,1,0,0,1,0,0,1,1,0,0,1,0,1,3,0,0,1,0,1,11
2006,371,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2006,374,North Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,376,North Melbourne,1,1,0,14,0,1,1,0,4,3,1,0,7,3,0,0,1,1,0,38
2006,379,North Melbourne,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,403,West Melbourne (Residential),0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,8
2006,406,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2006,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2006,408,West Melbourne (Residential),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,412,West Melbourne (Residential),0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,4
2006,414,West Melbourne (Residential),0,0,0,0,0,0,0,1,0,3,1,0,2,2,2,1,0,1,1,14
2006,419,West Melbourne (Residential),1,1,0,0,0,0,1,0,3,6,4,0,2,2,0,0,2,0,1,23
2006,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
2006,427,West Melbourne (Residential),2,0,0,0,1,0,0,0,0,1,1,0,9,2,0,0,4,2,2,24
2006,433,West Melbourne (Residential),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2006,434,West Melbourne (Residential),4,3,0,0,3,0,0,3,0,2,2,0,3,11,2,0,4,0,2,39
2006,437,West Melbourne (Residential),2,1,0,1,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,11
2006,440,West Melbourne (Residential),2,0,0,1,1,1,0,1,2,0,4,0,1,6,1,0,1,2,1,24
2006,501,West Melbourne (Industrial),0,0,0,3,0,0,1,0,0,0,3,0,1,0,0,0,0,1,5,14
2006,505,Kensington,1,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,2,2,13
2006,506,North Melbourne,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3
2006,508,Kensington,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,0,1,6,15
2006,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,520,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,7
2006,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,523,Kensington,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,7
2006,525,Kensington,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
2006,527,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,535,Kensington,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,540,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,549,Kensington,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2006,553,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,554,Kensington,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2006,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,561,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,562,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4
2006,569,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,609,East Melbourne,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2006,619,East Melbourne,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,8
2006,620,East Melbourne,2,0,0,0,0,1,0,0,13,1,0,0,3,1,1,0,1,0,0,23
2006,643,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,645,East Melbourne,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2006,649,East Melbourne,0,0,0,2,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,9
2006,650,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2006,655,East Melbourne,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
2006,656,East Melbourne,4,2,0,11,1,0,0,4,3,0,1,0,4,13,1,1,1,0,2,48
2006,657,East Melbourne,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2006,658,East Melbourne,1,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
2006,710,Melbourne (Remainder),10,1,0,1,0,1,0,1,1,1,0,0,4,2,1,0,5,0,0,28
2006,729,Southbank,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,4,1,0,0,10
2006,730,Southbank,2,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,1,0,1,11
2006,734,Southbank,0,0,1,0,0,0,1,2,0,1,3,0,3,5,1,1,2,2,1,23
2006,735,Southbank,0,2,0,0,0,0,1,2,0,1,1,0,2,0,0,0,0,0,0,9
2006,738,Southbank,0,0,0,1,0,0,1,0,0,1,1,0,2,0,1,0,0,0,0,7
2006,741,Southbank,5,1,0,9,0,1,1,0,1,1,0,0,2,2,0,1,3,0,0,27
2006,742,Southbank,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5
2006,745,Southbank,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
2006,746,Southbank,1,3,2,2,0,0,1,1,2,3,2,0,1,14,1,1,1,0,0,35
2006,752,Southbank,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2006,753,Southbank,37,6,1,1,0,0,1,2,2,5,1,1,9,9,3,1,31,3,1,114
2006,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,772,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4
2006,774,Port Melbourne,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2006,778,Port Melbourne,0,2,0,0,2,0,0,0,0,1,8,1,1,3,0,1,3,1,12,35
2006,779,Port Melbourne,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,1,3,0,11
2006,782,Port Melbourne,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,1,2,10
2006,788,Port Melbourne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2006,790,Port Melbourne,0,2,0,0,3,1,1,0,1,1,11,0,0,3,1,1,3,4,5,37
2006,791,Port Melbourne,0,2,0,0,2,1,0,1,0,2,6,0,0,2,0,0,1,3,5,25
2006,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2006,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
2006,801,Southbank,8,2,0,1,2,0,0,9,0,5,2,2,3,11,2,1,3,1,1,53
2006,802,Southbank,9,2,0,1,4,1,2,6,1,0,2,1,4,10,0,1,7,1,1,53
2006,803,Southbank,31,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,28,0,0,65
2006,804,Southbank,2,2,0,3,0,0,0,1,0,2,0,0,3,0,0,1,0,1,0,15
2006,807,Southbank,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
2006,815,Southbank,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,9
2006,851,Melbourne (Remainder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,856,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,859,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2006,860,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2006,863,Melbourne (Remainder),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2006,864,South Yarra,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,4
2006,868,South Yarra,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2006,901,Parkville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,904,Parkville,1,0,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,7
2006,909,Parkville,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4
2006,911,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,913,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
2006,915,Parkville,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5
2006,916,Parkville,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2006,920,Parkville,2,1,0,0,0,0,0,1,29,0,0,0,1,2,0,0,1,1,0,38
2006,921,Parkville,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2006,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,925,Parkville,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2006,931,Parkville,4,0,0,12,0,0,4,0,4,1,0,0,3,0,0,0,5,1,0,34
2006,1005,West Melbourne (Industrial),1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,4,2,12
2006,1007,West Melbourne (Industrial),0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,1,27,1,36
2006,1009,West Melbourne (Industrial),1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,12
2006,1015,West Melbourne (Industrial),0,0,0,1,2,0,1,0,0,0,3,0,2,0,0,0,3,1,13,26
2006,1108,Docklands,5,2,0,3,3,1,1,1,3,1,1,0,2,0,1,0,4,7,0,35
2006,1109,Docklands,35,7,1,3,1,1,0,4,2,4,1,0,9,25,2,8,9,3,0,115
2006,1112,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,4
2005,2,Melbourne (CBD),0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2005,6,Melbourne (CBD),14,1,0,5,1,0,0,0,0,1,0,0,1,2,2,3,3,1,0,34
2005,12,Melbourne (CBD),18,3,0,2,1,0,5,2,0,2,0,0,6,6,1,2,3,4,1,56
2005,13,Melbourne (CBD),6,5,0,2,0,3,2,19,1,3,0,5,6,28,3,2,6,1,2,94
2005,14,Melbourne (CBD),26,14,0,2,1,7,0,12,10,10,1,3,14,40,3,6,16,1,0,166
2005,17,Melbourne (CBD),19,5,0,0,1,3,0,2,0,0,5,1,12,13,0,4,7,0,4,76
2005,18,Melbourne (CBD),6,3,0,0,2,0,0,2,0,1,1,1,2,10,1,0,2,0,2,33
2005,21,Melbourne (CBD),5,0,0,0,1,0,0,1,0,1,0,0,1,4,5,0,0,4,0,22
2005,22,Melbourne (CBD),11,10,0,1,4,0,4,39,0,4,3,0,10,40,1,3,6,3,1,140
2005,23,Melbourne (CBD),9,11,1,1,3,0,0,12,3,6,3,2,12,36,0,2,5,2,0,108
2005,24,Melbourne (CBD),15,18,1,1,0,6,1,48,2,3,1,1,6,30,2,7,10,3,2,157
2005,25,Melbourne (CBD),34,15,0,3,0,17,0,10,12,3,13,0,10,26,1,2,50,2,28,226
2005,27,Melbourne (CBD),8,6,0,0,3,0,2,31,8,2,2,0,13,20,1,2,29,0,2,129
2005,31,Melbourne (CBD),15,3,0,2,0,0,0,8,2,3,2,0,6,2,3,0,6,2,3,57
2005,32,Melbourne (CBD),9,17,0,0,1,3,3,36,8,3,5,5,10,51,3,2,6,9,1,172
2005,34,Melbourne (CBD),15,34,0,0,2,7,2,66,8,7,6,4,6,86,3,7,26,4,2,285
2005,42,Melbourne (CBD),24,22,0,1,1,1,0,28,7,3,2,2,6,77,5,2,10,6,1,198
2005,43,Melbourne (CBD),5,16,2,0,4,0,0,23,0,3,1,3,7,51,3,2,1,1,2,124
2005,44,Melbourne (CBD),25,21,0,1,2,2,2,20,18,5,11,0,15,50,2,9,34,2,4,223
2005,46,Melbourne (CBD),22,4,0,2,0,3,1,3,0,4,0,1,8,7,3,2,45,0,1,106
2005,52,Melbourne (CBD),6,7,0,0,0,0,1,7,0,2,0,0,8,10,6,3,3,1,1,55
2005,55,Melbourne (CBD),11,2,0,0,0,0,0,0,4,0,0,0,4,3,0,1,60,0,0,85
2005,56,Melbourne (CBD),36,11,0,2,0,5,0,3,1,11,3,0,11,3,0,3,61,1,0,151
2005,62,Melbourne (CBD),8,1,0,0,0,0,0,3,0,1,0,0,2,15,1,0,0,1,0,32
2005,77,Melbourne (CBD),9,2,0,0,0,3,0,1,4,5,1,0,10,5,0,2,5,1,0,48
2005,82,Melbourne (CBD),11,7,0,0,0,4,1,6,0,3,0,0,1,28,5,3,3,1,2,75
2005,83,Melbourne (CBD),2,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,7
2005,88,Melbourne (CBD),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3
2005,94,Melbourne (CBD),6,1,0,0,1,1,0,0,0,1,1,0,3,9,3,2,7,2,1,38
2005,95,Melbourne (CBD),9,3,0,1,0,6,0,1,5,2,8,0,7,10,0,2,9,0,1,64
2005,97,Melbourne (CBD),2,1,0,0,2,1,0,2,0,4,0,0,8,5,0,4,1,0,1,31
2005,107,Melbourne (CBD),1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,7
2005,114,Melbourne (CBD),11,1,0,1,1,1,0,1,0,0,1,0,2,3,0,0,19,0,0,41
2005,116,Melbourne (CBD),1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
2005,125,Melbourne (CBD),1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,5
2005,212,Carlton,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,2,0,0,9
2005,216,Carlton,5,0,0,0,0,0,0,1,0,0,1,0,7,5,1,0,7,0,1,28
2005,218,Carlton,18,2,0,1,2,2,0,8,3,0,4,0,10,16,0,0,13,1,1,81
2005,221,Carlton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,223,Carlton,1,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,3,0,0,11
2005,224,Carlton,3,0,0,0,0,0,0,1,3,0,5,0,0,2,0,1,2,0,1,18
2005,225,Carlton,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5
2005,227,Carlton,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2005,228,Carlton,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,8
2005,230,Carlton,1,1,0,1,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,9
2005,231,Carlton,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2005,233,Carlton,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2005,238,Carlton,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2005,244,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,245,Carlton,5,4,0,2,2,2,0,2,0,1,0,0,1,10,0,2,6,0,1,38
2005,246,Carlton,18,1,0,1,0,1,0,0,4,0,1,0,2,3,0,0,3,0,2,36
2005,248,Carlton,4,1,0,0,0,1,0,2,3,1,0,0,4,3,0,1,1,0,1,22
2005,251,Carlton,0,0,0,0,0,2,0,2,5,0,0,0,4,2,1,0,0,0,1,17
2005,253,Carlton,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2005,255,Carlton,4,2,0,0,1,0,0,3,3,0,2,0,7,10,0,1,4,0,1,38
2005,256,Carlton,3,2,0,0,0,2,0,1,0,0,1,0,0,6,1,0,2,0,0,18
2005,257,Carlton,3,0,0,0,0,1,2,0,2,0,3,0,1,3,0,0,1,1,1,18
