split,image,vehicle_count,haze_score_dcp
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-030.jpg,3,0.671
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-033.jpg,38,0.5132
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-034.jpg,9,0.636
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-041.jpg,11,0.511
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-042.jpg,1,0.517
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-043.jpg,33,0.4694
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-048.jpg,2,0.5698
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-049.jpg,13,0.4691
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-052.jpg,5,0.4476
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-053.jpg,1,0.4533
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-057.jpg,5,0.4776
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-059.jpg,8,0.3118
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-063.jpg,6,0.4105
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-064.jpg,9,0.295
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-067.jpg,1,0.5029
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-071.jpg,28,0.4945
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-074.jpg,3,0.5175
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-075.jpg,6,0.6829
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-080.jpg,1,0.435
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-084.jpg,4,0.5206
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-098.jpg,2,0.4436
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-101.jpg,11,0.2612
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-105.jpg,13,0.4707
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-109.jpg,14,0.4288
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-110.jpg,2,0.3792
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-111.jpg,2,0.6342
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-114.jpg,6,0.364
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-115.jpg,3,0.2241
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-117.jpg,2,0.6208
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-119.jpg,6,0.3458
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-120.jpg,10,0.4068
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-124.jpg,3,0.3193
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-138.jpg,11,0.4685
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-141.jpg,5,0.4126
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-142.jpg,7,0.5873
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-143.jpg,7,0.4389
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-145.jpg,2,0.532
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-147.jpg,5,0.383
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-148.jpg,4,0.477
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-149.jpg,6,0.494
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-152.jpg,4,0.5148
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-158.jpg,29,0.6975
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-161.jpg,46,0.5571
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-163.jpg,6,0.3961
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-168.jpg,10,0.6489
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-176.jpg,4,0.5151
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-180.jpg,10,0.5226
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-189.jpg,14,0.587
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-190.jpg,8,0.7914
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-922.jpg,5,0.3951
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-938.jpg,2,0.2711
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-966.jpg,3,0.3621
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/mist-971.jpg,3,0.2707
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-001.jpg,6,0.483
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-003.jpg,1,0.3308
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-004.jpg,2,0.6316
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-005.jpg,2,0.5766
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-006.jpg,7,0.6757
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-008.jpg,21,0.3442
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-009.jpg,1,0.5106
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-010.jpg,10,0.3703
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-011.jpg,56,0.737
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-012.jpg,9,0.8152
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-013.jpg,7,0.8161
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-014.jpg,5,0.7877
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-015.jpg,11,0.8124
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-017.jpg,3,0.4998
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-018.jpg,2,0.3989
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-019.jpg,5,0.4765
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-020.jpg,13,0.5178
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-026.jpg,1,0.5787
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-030.jpg,2,0.6026
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-042.jpg,7,0.5659
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-046.jpg,7,0.5165
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-050.jpg,10,0.7515
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-054.jpg,13,0.8227
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-058.jpg,2,0.7822
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-062.jpg,22,0.5709
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-066.jpg,4,0.3026
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-078.jpg,34,0.6605
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-082.jpg,7,0.7364
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-086.jpg,2,0.4475
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-090.jpg,15,0.4784
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-094.jpg,3,0.5372
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-105.jpg,2,0.3717
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-106.jpg,7,0.4731
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-110.jpg,6,0.4644
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-114.jpg,2,0.5172
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-118.jpg,3,0.6561
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-122.jpg,6,0.3559
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-130.jpg,12,0.5123
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-134.jpg,3,0.6057
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-138.jpg,3,0.7313
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-146.jpg,12,0.6345
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-150.jpg,12,0.4665
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-154.jpg,3,0.5955
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-162.jpg,7,0.7347
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-168.jpg,6,0.5697
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-172.jpg,21,0.6416
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-176.jpg,3,0.6662
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-180.jpg,3,0.8659
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-186.jpg,13,0.4187
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-191.jpg,2,0.5796
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-195.jpg,18,0.5299
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-199.jpg,4,0.4825
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-203.jpg,26,0.7323
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-213.jpg,4,0.5601
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-219.jpg,4,0.479
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-225.jpg,2,0.5102
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-233.jpg,1,0.5709
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-237.jpg,9,0.4801
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-249.jpg,4,0.5923
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-257.jpg,11,0.5514
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-261.jpg,5,0.6547
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-265.jpg,3,0.5465
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-269.jpg,2,0.3547
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-273.jpg,1,0.4286
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-283.jpg,4,0.7147
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-289.jpg,9,0.3946
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-297.jpg,66,0.7408
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-301.jpg,5,0.4671
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-305.jpg,7,0.857
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-311.jpg,3,0.5368
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-339.jpg,5,0.6985
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-343.jpg,1,0.4534
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-351.jpg,21,0.8931
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-361.jpg,16,0.678
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-365.jpg,3,0.6466
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-377.jpg,8,0.5902
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-381.jpg,2,0.613
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-385.jpg,8,0.364
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-391.jpg,4,0.5303
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-395.jpg,11,0.5925
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-399.jpg,4,0.4637
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-403.jpg,7,0.5794
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-407.jpg,2,0.6112
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-419.jpg,7,0.6891
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-423.jpg,5,0.5163
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-431.jpg,4,0.4431
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-439.jpg,5,0.51
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-443.jpg,6,0.6797
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-447.jpg,2,0.5495
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-450.jpg,4,0.6364
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-454.jpg,2,0.7237
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-458.jpg,20,0.721
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-462.jpg,3,0.7213
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-466.jpg,4,0.5349
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-475.jpg,2,0.5917
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-481.jpg,27,0.515
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-485.jpg,33,0.473
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-489.jpg,1,0.5657
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-493.jpg,3,0.3597
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-497.jpg,1,0.626
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-501.jpg,4,0.458
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-515.jpg,5,0.7332
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-519.jpg,9,0.5924
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-523.jpg,19,0.5772
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-536.jpg,4,0.5068
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-549.jpg,5,0.307
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-568.jpg,6,0.4318
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-572.jpg,6,0.6038
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-576.jpg,7,0.4176
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-580.jpg,17,0.8958
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-593.jpg,24,0.8724
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-597.jpg,31,0.6417
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-601.jpg,3,0.5628
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-605.jpg,10,0.5408
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-610.jpg,1,0.6598
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-614.jpg,1,0.7115
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-622.jpg,2,0.4993
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-626.jpg,2,0.3913
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-630.jpg,8,0.4334
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-634.jpg,3,0.6065
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-638.jpg,1,0.6514
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-642.jpg,3,0.3942
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-646.jpg,1,0.7242
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-650.jpg,11,0.4212
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-654.jpg,1,0.5164
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-658.jpg,2,0.5431
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-662.jpg,7,0.4532
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-667.jpg,1,0.5364
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-676.jpg,6,0.4413
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-685.jpg,2,0.5925
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-688.jpg,1,0.4653
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-692.jpg,8,0.4284
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-696.jpg,3,0.4724
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-704.jpg,2,0.5798
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-708.jpg,23,0.5866
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-712.jpg,4,0.6731
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-720.jpg,6,0.7267
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-736.jpg,9,0.8089
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-740.jpg,5,0.6561
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-748.jpg,3,0.5854
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-757.jpg,9,0.8482
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-766.jpg,8,0.7797
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-775.jpg,10,0.622
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-779.jpg,3,0.7283
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-787.jpg,4,0.6348
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-789.jpg,8,0.8699
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-807.jpg,4,0.6322
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-811.jpg,2,0.733
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-815.jpg,26,0.5034
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-823.jpg,10,0.5671
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-839.jpg,14,0.6621
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-843.jpg,6,0.6339
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-847.jpg,1,0.6564
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-851.jpg,2,0.3506
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-855.jpg,30,0.635
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-859.jpg,8,0.9317
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-863.jpg,11,0.4137
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-901.jpg,15,0.6621
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-932.jpg,4,0.3973
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-939.jpg,4,0.4637
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/rain_storm-985.jpg,7,0.364
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-001.jpg,1,0.4581
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-002.jpg,8,0.629
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-004.jpg,4,0.547
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-006.jpg,4,0.4888
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-008.jpg,12,0.6845
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-012.jpg,9,0.5235
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-016.jpg,5,0.5703
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-021.jpg,4,0.7646
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-024.jpg,3,0.3834
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-029.jpg,3,0.5291
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-032.jpg,1,0.5781
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-034.jpg,15,0.6012
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-036.jpg,6,0.6192
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-039.jpg,10,0.4184
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-040.jpg,16,0.7942
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-043.jpg,3,0.912
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-044.jpg,33,0.5895
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-046.jpg,5,0.5743
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-055.jpg,1,0.4325
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-060.jpg,2,0.4913
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-062.jpg,1,0.7287
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-065.jpg,23,0.7737
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-068.jpg,5,0.6859
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-070.jpg,2,0.538
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-073.jpg,3,0.5718
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-076.jpg,8,0.4815
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-077.jpg,4,0.4257
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-079.jpg,7,0.8576
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-082.jpg,3,0.6969
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-084.jpg,1,0.4583
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-087.jpg,3,0.651
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-089.jpg,8,0.5443
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-094.jpg,2,0.6034
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-096.jpg,3,0.4398
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-100.jpg,6,0.5159
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-103.jpg,3,0.4815
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-104.jpg,1,0.6315
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-107.jpg,3,0.8335
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-108.jpg,49,0.7274
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-111.jpg,4,0.8125
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-115.jpg,7,0.615
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-116.jpg,3,0.5368
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-119.jpg,8,0.4704
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-122.jpg,9,0.4844
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-123.jpg,4,0.4359
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-130.jpg,3,1.0
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-133.jpg,10,0.7272
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-138.jpg,2,0.5647
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-139.jpg,6,0.6042
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-146.jpg,1,0.6231
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-148.jpg,3,0.3844
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-150.jpg,5,0.4859
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-151.jpg,7,0.6984
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-152.jpg,8,0.4705
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-155.jpg,8,0.6703
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-157.jpg,5,0.4859
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-161.jpg,3,0.9118
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-163.jpg,9,0.9204
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-165.jpg,7,0.7224
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-167.jpg,5,0.7213
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-168.jpg,2,0.882
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-172.jpg,7,0.5597
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-177.jpg,8,0.7467
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-178.jpg,2,0.7766
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-180.jpg,12,0.5685
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-182.jpg,5,0.7088
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-184.jpg,9,0.6463
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-187.jpg,4,0.7951
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-190.jpg,1,0.6721
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-192.jpg,4,0.9408
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-194.jpg,9,0.4323
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-199.jpg,7,0.404
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-204.jpg,10,0.4248
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-206.jpg,1,0.4019
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-209.jpg,7,0.4831
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-210.jpg,5,0.47
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-211.jpg,4,0.9277
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-213.jpg,5,0.7199
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-218.jpg,4,0.5554
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-219.jpg,5,0.8197
train,C:/Users/ramad/Downloads/dawn_yolo/images/train/sand_storm-221.jpg,3,0.6091
